uniq sequences,number appears
ብቃት የሌለው,1
ባንዳ,14
እየገደለ,1
የገልቱ,1
በጠብመንጃ,1
እንደጭራቅ,1
እያባረረ,1
መችም,1
ገደል,6
ሽንት,1
ጨርቅ,1
አጣቢ,1
ገረድ,3
ሸታታ,1
አሳምረው,1
ኮርጅ,1
useless,1
አስቸኳይ,1
ጥቃት,1
ቁጥጥር,1
ውሻው,2
ምስኪን,2
እያገፋ,1
እያስገደደ,1
በግለቱ,1
ኮላፕስ,1
ጅል,29
ማሚቶ,1
አታስተጋባ,1
ከዳሚ,1
ጉብዝና,1
ዘረኝነ,1
የሚሳሳት,1
አልቻላችሁም,1
ፉንጋ,1
ባሪያ,1
ጦቢያ,1
ጦር ግንባር,1
እሪሪሪሪሪሪ,1
ክፉ,11
እሳት,4
ነደደብህ,1
በክት,1
ሆድ እስካፉ,1
ብሶ,1
ወገኖቻችንን እየፈጃ,1
ተገዳደሉ,1
ለሚሞዳሞድ,1
ድንቡሎ,1
አትመጥንም,2
ዘረኛ,28
ተንኮሉ,1
መፍረስ,2
ስይጣን,1
ሀጫሉ,1
ወያኔ,4
አጫፋሪ,1
ዝም,7
ይፃፃፋል,1
ይቀሰቅሳል,1
ቅሌታም,3
ቆሻሻ,14
አይነቱ,2
ዕውር,1
ቆሻሻነቱ,1
ምላሾች,1
ምሰኪን,1
አሸባሪ,3
ሰቃዩን,1
ምቀኛ,1
ቡዳ,4
ሸርሙጣ,6
ካሃዲ,1
ብስብስ,1
ሂላፊ,1
በዙታ,1
ፓለቲካ,1
አይነዉጣ,1
ግብራበሮች,1
ውሾች,2
ወሮበሎች,1
ሰውየ,2
ጥላቻ,6
ዘመቻ,3
አይወክልም,1
ጠፋሳ,1
የሰይጣን,7
ትልቁ ነቀርሳ,1
እርምጥምጥ,1
ኪኪኪኪኪ,1
አፈር,1
እርር,1
ወደል,1
አህያ,17
አጭሰህ,1
አውሬዎች,4
ነውረኛ,1
በግድ,2
እጃችሁን,1
ተላጭታችሁ,1
እንደጅል,1
ነፍጡን,1
የማዳከም,1
ልብህን ምናለ,1
ፈርሆን,1
በደል,2
ጭፍጨፋ,5
ቱልቱላ,6
አታላዝን,1
ነጫጭባ,4
መዶል,1
ክርክሩ,1
ስግብግብ,3
ጥልቁ,1
ሸሌ,1
ችግር,6
ውሽት,1
አይታመንም,1
መሳሪያ,1
ፕሮፖጋዳ,1
ጥምብ,1
ፊሽካ,1
ያይኖራቸው,1
አሿፊ,1
አጋሰስ,3
ጥላቻን,1
ቅራቅንቦዎች,1
እሪ,1
ደነዝዝ,1
ገልቱ,2
እየደማ,1
ይቆጫሉ,1
ይሰቃያሉ,1
ሞቶ,1
ከአይጥ,1
ጉድጓድ,2
የውሻ ልጅ,3
ቆጣሪ,1
ከንቱ,4
አነስተኛ,1
መጣጥፍ,1
ባለቤት የሌለው,1
ሌባ,14
ማፊያ,2
ቡድን,1
ባለጌ,6
አትይዥም,1
ምርኮኛ,3
ሆዳም,6
,14
እስስት,5
ስለማይገባው,1
ለማይረዳ,1
አይምሮው,1
ድፍን,1
ሀፍተይ,1
ተወሽቀህ,1
ትረዳ,1
ትገባታለች,1
ከሀዲ,7
ምትፎክሪው,1
በረሃ ገብተሽ,1
ውርደት,2
ጥማተኛ,1
ቂጣቸውን በጥይት መውጋት,1
ጦርነት,5
ዝቅጠት,3
አሸባሪዎቹ,1
ጅቦች,1
የደደብ,2
አሳፋሪ,3
እንዲነካ,1
ጡዛ,1
ድንዙዝ,1
ጭራሽ,3
ጋለሞታ,2
ማስቆም አልቻለም,1
አለመመለሱ,1
ግን,2
ውለታ,1
ጥለኸው,1
ገዳይ,8
ሸርሙጦች,1
ጅላጅል,1
ድዳም,1
ናጫ,1
የሚያሳዝነው,1
ደንቆሮዎች,2
መለጠፋችሁ,1
ጎጠኝነት,1
አፍረንብሃል,1
ዘረኛው,1
ነፃ,1
ጭንቅላት በጥላቻ,1
ሽንታም,9
ጠባብ,6
ዘረጦ ፈሳም,1
ፈታኝ,1
መጥፎ,4
ወራዶች,1
ሙፈሪያት,1
ጁንታ,8
ሞኝ,4
ሲንጠራራ,1
ሴተኛ አዳሪ,1
ኢትዮጵያ ጠላት,1
ጭንቅላትህን,1
ሙሁሮች,1
ይመስልህ,1
ሙሁሩን,1
ይጥፋ,1
ግልፍተኛ,1
ስራፈት,1
ጃል,2
ያልታደለች,1
አረመኔ,9
ሁነህ,1
አደለም,1
ተለጣፊ,1
ገመድ,2
እንደ ውሻ,3
ሰለሚጉትትህ,1
ተሰውሮ,1
ያብራልህ,1
ውሸትሽ,1
አታሽቃብጪ,1
ሰው በላ,1
ኣትራመጅም,1
ፈሶ,1
ወራዳ,4
ነፍሰበላ,1
ሀሀሀሀሀ,1
ተማርኩ,1
ጋድሚያ,1
ሙተህ,1
አትከብርም,1
ሲኦል,3
ጓሮ,1
እያረረ,1
ታማስላለች,1
አዝኖ,1
ጭራህን,1
ቆልፈህ,1
ቁጭ,1
አተላና,1
ኩበት,1
አብሽሮ,1
ዲቃላልጅ,1
ጦርነቱ,2
አሻራው,1
ይምከረው,1
አያልፍም,1
ድቃላ,2
እየጎነጎንህ,1
የወረደ,1
ማጨድህ,1
አውራር,1
ደነስ,1
ጫካ,1
ነወ,1
ወረኛ,2
እያስጠቀመ,1
አንደበተ,1
ጎደሎ,2
ቡራ,1
ይግደለኝ,1
እናቃጥራለን,1
ንቀታቸው,1
የዘለልሽው,1
ቀዳዳ,2
እንዃን የላችሁም,1
ሞት,5
ሽበት,1
ራቄ,1
ያንገሸግሸኛል,1
ተደብድቦ,1
ቆስለዋል,1
ልክስክስ,1
ርካሽ,2
ዝቅተኛነታቸውን,1
ሽመልስ,1
አይደላችሁም,1
እፈር,1
መተተኛ,1
ጥራ,1
አንድ ቀን,1
አውኩ,1
እንጠላት,1
ቆማጣ,1
ስድብ,6
ግም,6
የቦንገር,1
ያሻግረናል,1
ያሻግረና,1
ሹመኛ,1
ከፈራ,1
ሾካካ,1
የማዝነው,1
እሰሳ,1
ጠላሁ,1
ዌሾች,1
ጥርሳቸውን,1
ባንዳዎች,2
ሊሸጡ,1
ምድነው ችግርህ,1
የውሻ ወሬ,1
ጅብ,5
ሆዱ,1
አድሮ,1
ጥንብ,1
ችሎታ ስላላት,1
አናኒ,1
ጠላታችን,2
አይፈልግም,1
ህሊና ቢስ,2
ቁንጥጫ,1
ግልምጫ,1
አምደኛ,1
ተንታኝ,2
ወጥ አረገጠም,1
የሚሰድበኝ,1
የሚያዋርደኝ,1
fake,1
ጎንደሬ,1
ፊጥ,1
ወንጀል,4
ነውር,1
አሳዛኝ,2
የአውሬ ተግባር,1
ትክትክ,1
መንጋጋ,1
ቆልፍ,1
መናገሩ,1
አይገባም,1
አረፍተ,1
ተቃራኒ,1
የድንጋይ ዘመን,1
ፋራ,1
ብሎክ,1
ማጥፋት,6
ማጨናገፍ,1
ማሸነፍ,1
አቀላጥፈህ,1
አውሻ,1
ቆሻሽ,1
ተጋሩ,1
ቅሌት,3
ላይቀር,1
ያልጠገበ,1
ያስጨረሰ,1
ሾርት,2
እንኮን,1
አይሙት,1
የአሽከር አሽከር,1
ቂሊንጦ,1
ፍሪኩን,1
ተከቀለጳጰስ,1
ዋጠው,1
ደም መጣጭ,1
ታረድ,1
ሲቃጠል,1
ሲፈናቀል,1
አደረሳችሁ,1
መግደል,4
ግፍ,4
ውሻታም,1
ዋጋ,1
በህይወት,1
ቀለዋጭ,1
ሽሉክ,1
ነበልባል,1
ፍም,1
ጋዝ,1
አሕመድ,1
አያቅም,1
ባዶ ጭንቅላት,3
ገረመኝ,1
ሀምሐም,1
ሰውዬ,1
የጅልነት,1
ይጃጃጃላል,1
እንደ አሉላ,1
የሚያጨሰው,1
አትፈልግም,1
አይደለሽም,1
ድመት,1
እባብ,3
ከባድ,3
መስረቅ,1
እከክ,2
አንኮራፋ,1
ዶማ,3
ዶንቆሮ,1
ጥጃ,1
ቦምብ,6
ስህተት,1
ሽንት ቤት ወረቀት,1
መፀዳጃ,1
ቀውስ,1
የረሃብ ክስተት,1
ebc ማፈሪያ_ሚዲያ,1
ተላላኪና,1
ንክ,1
ክላሽ,2
መሸለል,1
እየተሰራ,1
ምታቅ,1
ሸፈጥ,1
ለቅሶ,2
በገንዘብ የሚገዛ,1
ገጠመው,1
ብሬንለስ,1
ግፍህን,1
ፆታዊ,1
ትንኮሳ,2
ግንዛቤ የላችሁም,1
ቦቅቧቃ,4
አፍ,1
ጭራ,2
የእናት ጡት ነካሽ,1
ርኩስ,2
በማጥቃት,1
ማትረባ,1
የደርግ,1
ታሰረ,1
አያስፈልግም,1
ቃጠል,1
ተደርጋለች,1
ዳይፐር,1
አሮጊቷ,1
ዱቄታም,1
ግጭት,2
ተጠያቂ,3
ነክሶ,1
ነካክተህ,1
እዬዬ,1
አይሰራም,1
ነሳህ,1
አልቻለውም,1
አሸዋ,1
ቀምሶ,1
እንለቡ,1
በግምት መቀባጠር,1
ችረውናል,1
ይሆናል እኮ ያቱልቱላ,1
መሽረፈት,3
የሸርሙጣ ልጅ,2
ቦዶ,1
ጭንቅላት,1
ታገላ,1
መታገል,1
መሞጣሞጥ,1
ካድሬ,3
ወሬ,2
በላነት,1
ፕሮፖጋንዳ ሰለባ,1
በተራ,1
ጠብ,1
እየተላላክ,1
ሠፊ,1
የሸርሙጣ,6
እያቃጠልክ,1
ዘቅዝቀህ,1
እየሰቀልከ,1
ተደበቀበት,1
ትጠላው,1
ሮጦ,1
ማውደም,1
አላረገ,1
አላካሂድ,1
አተላ,3
ከፋፈልኩ,1
ፍርፋሪ,2
ተሳዳቢ,2
ቀባጣሪ,1
አይንሽ,1
የታዉረ,1
በጭብጨባ,1
ግድ የሌለው,1
ኢትዮጵያዊ አይደለንም,1
ሰይጣንነት,1
አልበጀም,1
ዲስፕሩፍ,1
አሳማው,1
አፍንጫ ከተነካ ምን ቀረ,1
አንገታቸውን እንቆርጠዋለን,1
እንካን ጥሩ አንጠብቅም,1
እንካን ባትሆነን አፍህ,1
አይከብድህም,1
ቀፎ,1
የሸጎጠህ,1
ጥፋ,1
ጥሎብሽ,1
አህድ,1
እልቂት,1
በህመም,1
ሴታሴት,1
ጮህክ,1
አክራሪነትን,1
አድሎኛ,1
ሴረኛ,2
የሚጠሉትን,1
ከመስመር ወጣ,1
እርኩስ,3
አይመረጥም,1
ሚያስቀኝ,1
ግላቭ ነገር,1
ትጠየቂያለሽ,1
ህሊናሽ ፈቀደልሽ,1
ንቀን,1
backstabbing fucks,1
ፀረ ወራሪ,1
ከርሳም,2
ትዝ,1
የዋሆች,1
ጥራው,1
ጄት,1
ቦንብ,2
ሌላ,1
ሳያስፈቅዱ,1
ኃጢአተኛ,1
አትዘባርቅ,1
የገለማህ,1
ታቦቱን,1
ካድክ,1
ብህሪው,1
ዱዝ,1
የማጋለጥ,1
እምቦጭ,1
ጅብስ,1
የሚይርዱት,1
የሚያቃጥሉት,1
የሚጭፍሩት,1
እሚያናድደኝ,1
እንጣጥ,1
ይጠፍጥፉህ,1
እሾህ,1
መርዘኛ,1
ያንገላቱ,1
የዝንብ ገልቱ,1
ሙጥኝ,1
የዝንብ ባህሪ,1
ሌብነት,1
ቁራጮች,1
ይገስጣቸዉ,1
stup d,1
ላለምሰል,1
ግራ,3
ግራ የማጋባት,1
ያቃጠለሽ,1
ዱክት,1
እናቱን ጡት መጥባት,1
ደም,3
ኢኮኖሚ የለም,1
የባሰ,1
አትግደል,1
ድንጋይ እራስ,1
አቱን,1
በቃ,1
ይሽታል,1
የበሰለህ,1
ድንጋይ,3
ንፍጣሟ,1
ካድሽኝ,1
ቢስ,3
እየተሰቃዩ,1
ሽርርር,1
ይገርማን,1
አሳነሰው,1
ደረቅ,2
ቅማል,1
ቅርፅ,1
ዝቅ ብላ,1
አሳማ,4
ነጭ አሳማ,1
ተሳድበህ,1
በፀበል,1
ተቃወሙት,1
ጉያው,1
የተወሸቁትን,1
መርዝ,1
መጠመዱ,1
ከፋይ,1
የሴራ ዜና,1
ደመደምሽው,1
የሴት ምንትስ,1
ጡት,1
ወንዶች የውጭ,1
ውበት አያዩም,1
ኣትሉትም,1
መጋዣ,1
አደለ,1
ፅንፈኞችን,1
ፀበል,1
ወሽላታ,1
ደም መቃባቱ,1
የቁም ቅጀት,1
አንተ ሁነ,1
ሰካራም,6
ሰብ ኣዉነት የሌለው,1
የቦምብ ፍንዳታ,1
አትውረድ,1
አሞኝታሃቸው,1
ይፋረድሃል,2
መናፍቅ,1
ተቃጥለህ,1
ትሞታለ,1
እንዲ ገልቱ,1
አስተጋባሃው,1
ውጭ ጉዳይ,1
ደመቀን,1
ያለበቂ,1
ጭብጨባ,1
በቀሰቀሰበወት,1
ክስ,1
እይ,1
አትዋስ,1
ጨዋ,1
አፈላልጌ,1
አጠፋህ,1
ማፈሪያዎች,4
አታፍሩም,1
እረ በገዳ ሞት,1
ያበደ,1
ያሴሩት,1
ጫማ,1
ቅጥረኛ,2
ሲፈታ,1
ሊያጠፉ,1
አሰመሳይ,1
ሴጣን,1
አሰልቺ,2
ጌች,1
ድራፍት,1
አንተ ነህ,1
ተበዳ,1
ዘረኝነት,2
መሀይምነት,1
የማይችል,1
እንስሳ,1
የሰይጣን ቁራጭ,1
እናንተ,1
አንበጣ,2
ዓይን የሌለው,1
ጆሮውም የማይሰማ,1
የአእምሮ በሽተኛ,1
መቃብርህ,1
ሽማግሌ,2
መሸነፍ,2
ህሊና አልባ,1
አጭብጫቢ,1
ድሀ,1
የአህያ,1
እንደፈራህ,1
አትዘላብድ,1
ፈርቻለው,1
ጀብደኛ,1
ግድያዎች,1
ግልፅ,2
ጠል,1
ድድብናህ,1
ዞር,1
ሬሳ,2
ውዥንብር,2
ናፋቂዎች,2
ቀሽም,1
ቅል ራስ,1
በበታችነት,2
የሚሰቃይ,1
ጨቋኝ,1
ተጨቋኝ,1
አቃጥለን,1
ገደሉት,1
ያሳዝናል,3
ተቆርቋሪ,1
የነቀዘ,1
ድልብ,1
ጉድህ,1
ተቃዋሚ,1
ምትላቸው,1
በስደት,1
ያመለጣቸውን,1
ሲሸመሽም,1
ሸሌዋ,1
መላተም,1
እናሽፈራው,1
ሽጉጤን,1
አፓርታይድን,1
በገሀድ,1
ያልታጠበ,1
ጨጓራ,1
መልከ ጥፉ,1
ወይ አያምር,1
ወይ አያፍር,1
ፋንድያ,1
ሰንዶ,1
ማሰወቀመጥ,1
ጮሌ,1
ጣጣ,1
ንፍጣም,4
ጣት መቀሰር,1
አደገኛ,4
እዬዬህን,1
ስቀን,1
ሸቅል,1
ጩሀት,1
shame on you,1
nigga,1
ማሽቃበጥ,1
መሰል,1
ወረራ,1
ብቻ,1
መቸም,2
ኣትሆንም,1
አረገህ,1
ጥቀስ,1
ዝምብለህ,1
አታልቅስ,1
ጉድሽ,1
ትመነጥሪያለሽ,1
ፍርድሽን,1
ጠላቶች,1
ፈሪዎች,1
ቃጠለው,1
ታቀዋለህ,1
ጠልቼ,1
ምጠላህ,1
ጨፍጫፊ,1
ዘር ማጥፋት,2
መበጠርቅ,1
አላመሰግንም,1
አይደንቀኝም,1
ሲወርፋቸው,1
አውሬው,2
ሻሽ,1
ቆቡ,1
ከርዳዳ,1
ያሳደገህ,1
ወሮበላ,2
ቅርንጫፍ,1
ከፍቶ,1
ኣስመሳይ,1
በግፍ,1
መገደል,1
ትሞታለህ,1
ሬሳህ,1
ይሚረግጠው,1
ከደንቆሮ,1
ሰልጥን,1
ነፍስ በላ,1
ጭንቅት,1
ቦቲ,1
በለው,1
አይታወቅም,1
ድፍረቱ,1
ያረጀ,1
ያፈጁ,1
አወዳይ,1
ሴሰኛ,1
አድርባይ,2
ሴትዮ,1
ጠንቋይ,1
ማስፈራሪያ,1
አጋሰሱ,1
አይደለም,2
አንፈልግም,1
አት,1
ያልተጣራ,1
ገና,1
ዝቅ,1
ተሳደበ,1
መሀይም,5
ጉራውን,1
አንችልም,1
ምንም ህሊና የለውም,1
ትፋቱ,1
ሰፋጣህን,1
እቺ,1
ኃጢአት,1
ትክዳለህ,1
ኃጢአቶችህ,1
ይመርዛሉ,1
አለመታዘዝዎ,1
ቀለሜ,1
ጠቁሞ,1
ባይሆን,1
ገዳዩ,2
ጠማማነት,1
ወቀሳ,1
እርዱ,1
ዝተት,2
ያጣ,1
ተራግሞ,1
ፍሩሽካነት,1
ብስቅም,1
ዉሽት,1
ቀበሮ,1
ተጨግቷል,1
እያሰርክ,1
ማን የሚታለል,1
አሽቃባጭነት,1
ተላላኪነት,1
ከዘርም,1
ደለብክ,1
ከብት,1
አሽከርነት,1
መልስ የለሽም,1
አፋሽ,1
ለመሞቱ,1
ለጥይት,1
tplfmustgo,1
ሾጥ,1
ስው,1
ፋሽስት,1
መርጦአልቃሽ,1
አይችልም,1
ተርመጥመጥ,1
ተሸውደናል,1
ዘጭ,1
አትችልም,2
እንዳንተ,2
low iq,1
አይደለህ,1
ደንቆሮነትህ,1
የማትረባ,1
በፍፁም,1
ጀግኖችን,1
እንዳርጋቸው,1
ጠፍጣፊዎች,1
የውሸት,3
አባት,1
ጠቅላይ,1
ቦርሳ,1
ተሸካሚ,1
ክህደት,3
ባንዳነት,2
ወሸላ,1
አፉፉቱ,1
የተረገመ,2
ገሃነም,2
ተባርረህ,1
ክፍት አፍ።,1
ፈሳም,2
አባሪ,1
አሸባሪዎች,1
ተያዙ,1
ጋራባሳ,1
የሚያፈርስ,1
አምባገነን,1
የወደቀ ጭንቅላት,1
እያስነበቡን,1
ጅቦቹ,1
አይደል,1
ጨቅላ,1
የመፍጠር በሽታ,1
factionist,1
ጥላሸት,1
ቀባት,1
አጭበርባሪ,1
መቃወም,1
የግፍ,2
የምታለቅስበት,1
ጅኒ ቆለጥ,1
tplfisterroristgroup,1
genocider,1
የምትቀባጥር,1
ሹም,1
ግራ ይግባህ,1
ሀገር የክርስቲያን ብቻ አድርግ,1
እያመተህ ትደናበራለህ,1
እትወክልም,1
ኦነግ,1
አሽቋለጥን,1
እሹሩሩ,1
እፕቀመሸችህ,1
የሴት ልጅ,1
ሴት ያሳደገህ,1
ሽጠህ,1
አታፍርም,1
ሸቴ,1
መታ,1
ደመሰሰ,1
ወርልድ,1
ክላስ,1
የደደብክ,1
አለቅላቂ,2
ወድቆ,1
ካካሌ,1
የእንዳንተ ዓይነቱ,1
none,1
ባለጌማ,1
ዘው ብሎ,1
የእርጎ ዝንብ,1
ሙትቻዎች,1
ደካማነት,1
ድንጋይ ይብላ,1
አጥፍቶ,1
መከላከያ,1
አብዮት,1
ሸውዶ,1
ያዘገጁት,1
ኋላቀር,1
የማስጠላት,1
ኣይፈልግም,1
ዝም በይ,1
እብድ,3
አረሜኔ,1
ጎጠኛ,4
የስልጣን ጥማት,1
ምክንያት,1
አንገቱን እንደደፋ,1
ምደረ ባንዳ,1
ጭፍጨፋን,1
ለማጥፋት,1
ጉድጓድህን,1
ሆረር,1
ጨፈጨፈ,2
አፈናቀለ,1
ኮቪድ ነፍፍፍ,1
ጨረሰ,1
አይግረማቹ,1
አለማፈር,1
ሽለላ,1
ወንዳገረድ,1
ነስኳሬ,1
ደባሪ,1
ተፈሪ,1
እሸቴ,1
የስህተት,1
ሰደብኩሽ,1
ቆረጥሽ,1
ተከፋይ,1
ቦንብ ላጠፋ,1
ይዙርበት,1
ሮኬት,1
ተምታታብ,1
የተቃረበ,1
ጭፍጨፋው,1
አስመሳይነት,2
ዉሻ,2
የዉሻ ልጅ,2
የጦንቃይ ልጅ,1
ከፍተው,1
ምንም የሚያቃጥል,1
አልገጠመኝም,1
የበሰበስክ,1
ጠላክ,1
ቁቅን,1
በፈስ,1
ጎራ,1
ጉድ,2
የሰይጣን ስራ,1
እራስ ወዳድ,1
አደር,1
ጭንቅላትህ,1
ቅል,1
የተገጠመልህ,1
አልጫ,2
ዘራፊዎች,1
ይነብስ,1
ገድዮች,1
ብሌም,1
ዘረኞች,1
እይተንኮታኮተ,1
ከባንዳ,1
ቢያፈነዱት,1
ስስታም,1
የጠንቋይ ልጅ,1
ዘረጦ,1
መዋሸት,1
አራዳ,1
እረኛ,1
ይንደቀደቃል,1
who cares?,1
ተሰረት፣ አትፈታቸውም,1
እንዳክለፈለፈ,1
እንዳዋረደ,1
ፍርድ,1
ወርውረው,1
ጣሉት?,1
ሴተኛ,1
ተወጋዥ,1
ሰይጣንነቱ,1
አረዳድ,1
ምናምን,1
ክፋት,3
ቅጥፈት,1
ግድ,2
ድግምት,2
የጅህን,1
አፍስሰህ,1
ወራዳማ,1
ስውዬ,1
ቁራጭ,2
ሟቾቹ,1
በለከፋ,1
አጨክኚ,1
ጋጣ,1
አድሀሪ,1
እየተጣሰ,1
በከንቱ,1
ያስፈግሻል,1
ይገባሻል,1
የዘር ማጥፋት,2
ይታረድ,1
መታረዱ,1
ተላቆ,1
ታሞ,1
ክፍት አፍ,1
ካልተረከብን,1
አይሆንም,1
ድፍረት,1
ሆሽሽሽሽሽ,1
ሸውራራ,1
ኔፖ,1
ተገደለ,1
ተጨፈጨፈ,1
ተዘረፈ,1
ሲያስጠላ,1
ማጋየት,1
አስገዳይ,1
ለጥ,1
ትነሽ,1
እፈሩ,1
ነቂስ,1
ቦሞብ,1
አምታፈነዱ,1
ጅቦ,1
አሽሙረኛ,1
አሽሙረኝነት,1
የተጣላች,1
ጀዝባ,3
ጭንቅላታቸው,1
አደጋ,1
ለማዘናጋት,1
አቋም ለማስቀየር,1
ዜሮ ዜሮ,1
የሆዳም በሬ,1
ቅንድቡ,2
የሌለው,1
ይሳቅልኛል,1
ህዝቡን ማደንዘዝ,1
ፍዳዳ,1
damn you,1
ተቀናቃኝ,1
የበሰብሰ,1
የባንዳ,1
አሳምነው,1
ተደፍራ,1
ደም ስታለቅስ,1
እምቢላገሬ,1
አማሙማ,1
ሙማ,1
እንደሚወቅስኝ,1
ጥርብ,1
መተትና,1
የእጅ አመል,1
ካድሬነት,1
አለመውደድ,1
ደካማ,2
የጮህክለት,1
arrogant,1
dictator,1
ጭራቅ,2
ተራ ወሬ,1
ኮንትሮባንድ,1
ፋሲል,1
ያዛጋኝ,1
ተናፍቀሃል,1
ምትጫወት,1
ድንቁርናክ,1
ጉረኛን,1
ቁራኛ,1
ኮልኮሌዎች,1
የቆሸሸ,1
ሲጎድል,1
ምድረ ሆዳም,1
ውሽማ,1
ተወሽቀው,1
ስውር አጀንዳ,1
በሽተኞች,1
ፖለቲከ,1
መልቀም,1
ፈለጣ,1
ስራ,1
እንዘጭ,1
እንቦጭ,1
የሚጋጩ,1
ድርቅ,1
ልታፍርበት,1
አይመለሱም,1
ቀጣና,1
እንደቅጠል,1
ጥም,2
ደንቆሮነት,1
እድለኛ,1
ዱሮ,1
ቂጥ,4
ተቆርቋሪዎች,1
ዝንጀሮ,1
ጄኖሳይ,1
የአፓርታይድ,1
መሃይም,2
ጊዜዬንም አበላሸሁ,1
ጅራፍ,1
መሞትህ,1
መንፈራገጥህ,1
መጣጭ,1
እፍፍ,1
እስትራፖ,1
ባንዳው,1
የላትም,1
የምትሻ,1
የለየልህ,1
የአዕምሮ በሽተኛ,1
ሲወርዱ,1
ሲሞቱ,1
መጎትት,1
ሞግት,1
ታወርጂ,1
እስክትዬዢ,1
ጥሬ ስጋ,1
ትዘቅዝቅህና,1
ቡቼ,1
የተንቆቆ,1
ዘረኞ,1
የህል,1
ትለፋለህ,1
መልፋት,1
ከመቃብር በላይ,1
እንደከፋፋዮ,1
አፈርሳታ,1
ቅዘናም,1
ተወዝፎ,1
እንዳንቺ,1
የምትበዳ,1
ቀራቢ,1
የቆራቢ,1
ጭጭ,1
ነፍስ-ያለው ድንጋይ,1
ጫማላሽ,1
አይመለከተውም,1
ተሳስተሃል,1
ተከሳሹን,1
ትደግፋለህ,1
ችላ,1
ጥፋት,1
ያልገባው,1
ጥቅመኛ,1
ሆድ አደር,2
አለቀ,1
ለማዳን,1
እሩጫ,1
ተቀባይነት,1
አይመቸኝም,1
አይጠቅምም,1
ካድሬዎች,1
ትጭላለህ,1
ትልሳለህ,1
ሰታቅራራ,1
ወራጅ,1
ነፍላዎች,1
ፈረጅኳቸው,1
ማጣጣል,1
የተቀረፀው,1
ቆርጠህ,1
አጥፊ,1
እየተቅበዘበዛችሁ,1
እርግማን,1
መቀነስ,1
መሀይምነትሽን,1
ጭሰኛ,1
ተበተን,1
የአይምሮ ችግር,1
እፍረት,1
ሆድ ኣደር,1
ተቆርቁረሽ,1
የባለጌ,1
ልጅና,1
ዋንጫ,1
አንተም ሰው ሁነህ,1
አቀንቃኝ,1
ጉድፍ,1
ተመፃደቅሽ,1
ሰይጣንን,1
እንዴት እንደምጠላው,1
ኣርቆ,1
ኣሳቢ,1
ይታዘበናል,1
እየቆላ,1
ካጣላ,1
ተፃራሪ,1
እንዴ,2
ባጫ,1
ወርደሃል,1
ይዘሀዋል,1
ተገደህ,1
መፈሪያ,1
እሻልሻለው,1
ትንሽ,1
አላዊቂነት,1
ጠላትነት,1
ሆድአደሮች,1
ሌት,1
ሰው ገደልክበት,1
ቄስ,1
ሲጮህ,1
ሀገር ሻጭ,1
ይሁዳ,2
የንፁህ አማራ,1
