uniq sequences,number appears
huevonada,1
cerra el orto,1
indignante,1
pelotudo,5
ridículo,3
yeguaaa,1
sin laburo,1
amargados de mierda,1
gorda,2
engordar,1
oxidada,1
daga,1
golpista,1
carajos,1
maricas,1
penas del infierno,1
juzgando,1
fkn,1
hincha pelotas,1
huevas de plomo,1
histérica,1
paja,11
cállate,2
cabreada,1
patera,1
pelotudo sartenaso,1
de culo,1
petardos,1
guarrilla,1
desmesurada,1
venenosos,1
descabronarloo,1
infamia,1
tetrahijueputas,1
pobret,1
manía,1
lechera,1
puta madree,1
feo,2
sufriendo,1
mal,4
xupala,1
callar,1
mamandola,1
no tenes sentimientos,1
cantaleta,1
amariconada,1
cagones,2
mala,1
jodan,1
me da igual,1
cae un huevo,1
stuuupidossssssss,1
flacido,1
malo malisimo,1
rascándose los huevos,1
puto desastre,1
flaites,1
huevones,1
nefastos,1
poronga,2
charnegos,1
weones,1
mandarrr,1
cagando,1
cagará,1
concha de tu madre,3
lpm,1
relajo,1
chupa,1
cagado,1
cagarme,1
marujones,1
injusta,1
desperdiciemos,1
pelotas re llenas,1
careculos,1
tóxico,2
coca,1
bandas criminales,1
weta,1
serpaleto,1
huevo,2
caos,1
hueas,1
petardo,1
tetas,1
corruptas,1
abusos sexuales,1
pinches,2
yonkis,1
gitanos,1
escrachamos,1
infeliz,1
mandarla a cagar,1
pelotuda,1
pedos,1
mejor q regrese y de la cara,1
pico,1
de mrda,1
ridículos,1
rabo de paja,2
quilombo,2
tirarte,1
burla,1
pesaos,1
culiao,2
weon,1
wea,3
enojado,1
loko,1
jueputa,1
ñero,1
covid,1
aprendiz,1
papa caliente,1
infumable,1
sorete,1
buchón,1
boludos,1
boba,1
xuxa,1
hermana,1
follar joder,1
cara de ojete,1
puto gordo pendejo,1
chupe,1
duela,1
puta vergüenza,1
habladera de paja,1
macho,1
racistas,1
mequetrefe,2
romper colas,1
concha d su madre,1
cortar las tetas,1
traquetos,1
bajeza,1
pringados,1
ratas,1
cagarle,1
demeritar,1
pobre infeliz,1
llorando,2
cualquiera,1
criminal,1
maricadas,1
tontopollas,1
raja,1
cínicos,1
descarados,1
al pedo,1
pistola,1
comer la polla,1
burro,1
patada,1
coraje,1
gil de mierda,1
garchar,1
qlia,1
chata,1
angurri,1
pobre,1
típico chileno,1
desquiciada,1
cagarnos,1
engaño,1
dictador comunista,1
calle,1
uff,1
tan poco,1
banco,1
suerte,1
romper las bolas,1
guarro,1
bobo,1
mandaba a la 💩,1
laputamadre,1
csm,1
madraso,1
mariconeando,1
culpa,1
fallado,1
pija,2
incompetente,1
giladas,1
chupa la poronga,1
hpta,3
hortera,1
mamertos,1
politiqueros,1
puta madre,2
emperra,1
nadie quiere,1
asesinos,1
violadores,2
matón,1
agerrido,1
weas,1
tetrahujueputa,1
culearon,1
rancias,1
colapsa,1
emputada,1
mocha,1
brutal,1
triste,1
chupe un huevo,1
marico,1
lavar las manos,1
kilombo,1
mugrepandi,1
finoli,1
maldito enano,1
webeo,1
cagondios,1
ojete,1
pito,1
chingarse,1
wn,1
pedazo de weon,1
manda,1
porculo,1
putear,1
quema,1
mala muerte,1
culos,1
pelotudeces,1
culiada,1
hijadputa,1
avaricia,1
inútil,2
cagaron,1
crímenes,1
violencia,1
vieja zorra,1
lacayos,1
mamones,1
absoleto,1
corrupto,1
boluda,1
chupa un huevo,1
pura madre,1
trapitos al sol,1
drogas,1
vaina,1
gonorrea,1
bruta,1
morir,1
arrogancia,1
perdidos,1
ortiva,1
forros,1
volaron la cabeza,1
romperse el orto,1
rompe las pelotas,1
ctmmmmmmm,1
me quiero matar,1
cagona,1
psicópata,1
wey,1
pajariando,1
mamertos ifuegputas,1
incompatible con la democracia,1
agarrarte el culo,1
repelente,1
veneno,1
cerdos,1
nojodaaaa,1
quemar,1
hptas,1
puto sufro,1
chuparle el pico,1
partir,1
corto,1
pincho,1
energúmeno,1
machos,1
