uniq sequences,number appears
सुवऱ,1
हग,1
लंड,1
कमीनो,2
चिलम-गांजा फुक,1
फांसी,1
ठोंकाई,1
दोगली,2
भोंक,2
तू,1
गहण,1
करपाए,1
खड़ा कर,1
मिर्च,1
मृत्यु,1
ठीक नही,1
खेल,1
जिम्मेदार नही,1
गाढ़,1
नौंचवाना,1
नपुंसक,1
नक़ली,1
भुतनी के,1
चीनाल,1
चोदना,1
मुर्दाबाद,1
भाड़े के ट्टुओं,1
कुत्तपना,1
गांजा,1
भौसरी,1
राक्षस शैतान चंगुल,1
वेश्या,1
आवारा,1
तैसी,1
फालतू,1
बच्चे,1
बिना बाप के,1
चोदता,1
कुत्ते के पिल्ले,1
चड्डी उतारी जाती,1
उपद्रवी तत्व,1
लोड़े,1
मदरचोद,1
कटुओ,2
फट रही,1
ओलात,1
मक्कारी,1
औलादों,1
तलवा चाटने वाले,1
गाली गलौज,1
बेशर्म,4
गलियां,1
चूत,3
सालों पागल,1
गरिया,1
आंड,1
थूक चाटने वाले कुत्ते,1
कुत्ते की पूंछ,1
गधों,1
औकात नहीं,2
महानीच,1
चुतिए,1
कटे लंड के औलाद,1
माल चूसकर,1
कोठों पर लुटा रहे हो,1
मदरसा छाप,1
ढोंग,1
भosड़ीके,1
लाशों,1
शैतानी सुअर,1
माधरचोद,3
लौड़ा,1
भैनचौद,1
पालतू कुत्तो की तरह भोंकना,1
हिजड़े,2
गांड मारली,1
दलालो,2
बद्तर,1
पिस्सरा,1
ग़द्दार,1
निष्काशित,1
क़ातिल,1
लान्डीयो,1
चुप रंडी की औलाद,1
कटु,1
हलाला की औलाद,1
थु,1
कपटी,1
माधर्चोद,1
फ़टी,2
चुदाई,2
गुलाम,3
दल्ली,1
मादरचौद,1
भोसडे,1
हारामी,1
जाहिल,2
कुकूर मुत्ते की औलाद,1
मजाक उड़ाते हुए,1
कुत्ते सूअर,1
शर्म से डूब मरो,1
माँ बहन बेचने,1
फूंक,1
नामर्द,1
बेईमान,1
अंधभक्तों,1
भोसडिकी,1
नीच हरामजादे कमीने कुत्ते सुअर नाजायज,1
कुते,1
अपहरण,1
मिर्ची भरे,1
पेशाब,1
बलात्कार,2
बुरा,1
काले लुंड,1
बीबी के पल्लू,1
तवायफ,1
कोठों,1
भड़वी,3
बदज़ुबानी,1
गण्डमरी,1
पूछ,1
गालियां,1
प्राणी,1
नाजायज औलाद,1
मारूंगा,1
माँ चोद,1
रंडी बाज,1
हरामी की औलाद,1
भांड,1
मर गया,1
गोली मारनी,1
बोसडी के,1
बेशरमों,1
नामुरादों,1
गिरी हुई सोच,1
बाप समझो,1
साले हरामी,1
भौसड़ीके,1
बेग़ैरत,1
मरवानी,1
शोषन,1
अत्याचार,1
नपुंशक,1
बांझ,1
लफगा,1
गांडू,2
हत्यारों,1
भड़वागिरी,1
कुत्तो,1
सुअरो,2
ढोंगी पाखंडी ठग,1
कमीनापन,1
फटी हुई,1
भोसडीके रंडी,1
छट्टि का दूध,1
हिजड़े कुत्ते,1
भौक,1
गधा,1
जूता,1
झंडू,1
कटवे,1
छल,1
गरीब,1
हलाल,1
रुदालियों,1
बकचोद,1
चोदू,1
कीड़े,1
चरस,1
पप्पू,1
मां चोद,1
महा बेशर्म,1
बेवकूफ,1
मंदबुद्धि,1
कुतो,1
गाँड़,1
भोस डी के,1
दल्लो,1
हिजड़ा,1
गांड मार,1
भडुओं,1
चमचे,1
फासीवादी,1
लवड़े,1
मर,1
घपला जेल दाल खाने,1
ठग,1
संघी खटमल,1
नौटन्की,1
टुकडे टुकड़े,1
निगल गए,1
नफरतों,1
बे-वजह,1
असफल,1
सुअर कि औलाद,1
कटुआ,1
टूट जाएगी,1
निकम्मी,1
नाज़ायज़,1
स्वार्थी,1
लालची,1
भोस्डिके,1
फटती,1
गांड चाटने,1
अबे उल्लू,1
चूतियोटीक,1
हस्तमैथुन,1
क़त्ल,1
हलकट,1
चुतुर्मुर्ग,1
कूटने,1
गालियाँ,1
उल्लू,1
भो्‍सड़ीके,1
जबर्दस्ती,1
भोंकने,1
बेंचोद,1
निक्कमी,1
इज्जत लुटवाएँगे,1
बेशर्मों,1
कूट,1
सांप,1
निगल जायेंगे,1
चुतियापा,1
कुटाई,1
भाड़,1
हारे,1
जुआ,1
बदहाल,1
अण्ढ्भक्त,1
हरामपन,1
साले कुत्ते की औलाद गाली,1
बहिष्कार,1
गांडु,1
जला,1
बतमीजी,1
हराम के कुत्ते,1
भड़वा गिरी,1
हराम की जनी,1
खोपड़ी घूमी,1
तांडव,1
आलतू फालतू,1
माँ,1
बहन,1
चुत्तड़,1
लान्डीयो सूअर,1
कत्ल,1
तलवा चाटने,1
माधरजात,1
भौके,1
बिका हुआ,1
नाली,1
चिरकी,1
रंडिया,1
