uniq sequences,number appears
antideutsches subjekt,1
opfer,1
fragwürdigen,1
verhöhnen,1
kranker,1
blöde,3
masturbierende,2
pickelplatagen,1
keine ahnung,2
pervers,1
haut ab,1
häßlichkeit,1
gekrochen,1
hitler,1
richtig auf die fresse,1
verbrecher,3
feiglinge,4
verrottete,1
korrupte,1
pfui teufel,2
unchristen,1
krieg,1
wahlschafe,2
hasse,3
weiber,1
geil,2
schwachsinn,7
bärtigen,1
kinderschänder,1
kotzt,2
dummheit,9
deutschfeindlichkeit,1
kriminologe,1
drogen,1
untergang,2
pfaffen,1
gescheiterten,1
weltfremden,1
quatsch,2
vergewaltiger,2
zersetzung,2
vernichtung,2
stoff,1
idioten,9
ekelhafte,2
volltrottel,1
schlimmsten,1
rechten,1
moslems,1
bedaerungswürdigen,1
schwuchtel,2
kerl,1
geiles höschen,1
weib,2
sau dummer,1
fresse gehauen,1
mimimi,1
politisch-korrekt,1
#safespace-krieger,1
in die hosen sch...,1
mauermörder,1
verstoß,1
lemminge,1
sklaven,7
hässliche,1
fratze,2
krachenden niederlage,1
drecks,2
scheisst,4
unfassbar,1
sauerei,1
schmarotzer,15
verkommen,1
darmbewohner,1
abgefuckten,8
altparteien,1
sogenannte,1
steinzeitzombies,1
jammerlappen,1
dämon,2
erdowahn,1
dummen türken,1
scheiss-egal,1
scheiss,9
gekauft,1
nix,3
zu wenig,1
gitterstäbe,1
ratte,1
entsorgten,1
museldiebe,1
rotgrünenmuselmist,1
sklavin,1
gefährlich,1
istambul,1
rumänen,1
bulgaren,1
unwesen,1
fake news,1
schweinejournalist,1
absurdistan,1
zweitfrau,1
quotenmusel,1
sharia partei,1
nicht ganz hell auf der platte,1
nicht einmal,1
wutzekopp,1
gören,1
fucking,2
gutmenschen,4
völkerwahn,1
dicke,1
kaum,1
garnicht,1
kinderfi....n,1
deutschfeindliche,2
grauen,1
verfolgen,1
#asylanten,1
gelogen,1
lügen medien,1
verdroschen,1
bekloppte,1
eierlosen,1
haufen,1
träumer,1
behinderung,1
leider,1
nicht die hellste kerze,1
türken,1
für voll nehmen,1
anal ritter,1
verlogener,1
linker,3
islamlobbyist,1
besser nicht,1
stän***,1
schlimmer als göbbels,1
saudummer,1
versauen,1
wicht,1
nulltipper,4
nicht viel beizutragen,1
muss,1
hintern kriechen,1
abhängig,1
antifantenbrut,4
laien-ministerin,1
geilheit,1
gebrechlich,1
verprügle,1
hetzpropaganda,1
dumm gehalten,1
lügenbande,2
verarschen,2
islamischen,1
masseneinwanderung,1
dummköpfen,1
asiaten,1
freaks,1
nich menschlich,1
truppenuschi,1
grünen-würstel,1
nichts versteht,1
fahrräder putzen,1
unbedeutend,1
schaden,1
größere pfeife,1
lächerliche,1
manipulierte,1
murksels,1
bezahlter diener,1
speichellecker,2
korrumpierten,1
billige,1
wahlwerbung,1
wahlschafshirne,1
billigen,2
polit-idioten,1
migrantenkrieg,1
betonkopf,1
rückwärtsgewandt,1
labert,2
trampel,1
quaken,1
taugt sie nicht,1
sesselschnarcher,1
abzuservieren,1
übertriebener,1
härter,2
aus maul hauen,1
zensur,1
mist,3
unfähigsten,1
blödes,1
larve,1
geistesgestörten,1
prügeln,1
dummes maul,1
terrorakt,1
wahnsinnigen,1
droht,2
hetzerin,1
kranke,3
deutschen-feindliche,1
satan,1
oberdummzicke,1
göre,2
verschissen,2
denunzianten,4
intoleranten,2
hasserfüllten,1
versagern,1
brutal,1
gewissenlos,1
gottlos,1
ohne eier,1
honk,2
entglitten,1
mäulchenfalten,1
nazimedien,1
geschwätz,3
dumnscheätzer,1
clowns,1
gezüchtet,1
pst,1
gebrabbel,1
scheißt,2
gelabber,1
scheißprovinz,1
dummer,1
rotfaschisten,1
dummerchen,1
irre,2
pinkeln,1
das urinal nicht treffen,1
messerstecher,1
möchtegernbürgermeister,1
unterdrückt,1
misshandelt,1
scham,1
hetzkampagne,1
schwachsinnigere,1
unglaublich,1
kinderfickerpartei,2
dreckigen,1
bastarde,5
politverblödungsshows,1
linke,2
bazille,2
politschmarotzer,1
prostituierte,1
hartz iv,1
wichsvorlagen,1
pornos,1
gesunken,1
null,1
tonnengewicht,1
schlimmer,4
fanatiker,1
unendlich dumm,1
teufels,1
hintern,1
immerzu,1
hackfresse,1
sperrung,1
schläge auf den kopf,1
schei.......ss,1
unlustiger,1
spasst,1
ignoranten,1
ns regime,1
propaganda-tv,1
nicht mehr mit anzusehen,1
schwarzen,1
schmodder,1
fettigen,1
schäme,2
verbrecherstaat,1
ganoven-richtern,1
korrupten politikern,1
instinktlosigkeit,1
völliger versager,1
abgeschobenenposten,1
abgemagert,1
überreif,1
ausmisten,1
zum teufel jagen,1
pferdegebiss,2
belästigen,1
beschweren sich,1
ab,2
belastet,1
überrennen,1
illegalen,1
wegesperren,1
drnunzianten,1
teufel,1
teufels feldprediger,1
geistesgestört,1
linken clowns,1
islamophob,1
körperverletzung,1
ruinieren,2
genderisten,1
schwarze lesbischer transe,1
sehr gefährlich,1
schlimmste,1
gewaltwelle,1
gefahr,1
kranken,1
hirne,1
geistige,1
bitter,1
rächen,1
ungefragt,1
leid,1
elendig,1
verrecken,6
pinkle,1
abgewählt,2
unerwünscht,1
halt´s maul,1
fehlgeleiteter,1
stück gewissenlosigkeit,1
davongejagt,1
niemals,1
ausgerlöscht,1
versklaven,1
dümmer,5
kleines mädchen,1
du offenbar,1
alter,3
mülleimer,1
gesegnet,1
zähe,1
unkrautwurzel,1
feigling,2
gauckler,1
waschlappen,2
asylantenpack,3
zittern,1
abseits der zivilisation,1
dünnschiss,2
drecksmigranten,1
kanacken,2
verfluchte scheisser,1
dumm -deutschen,1
vergewaltigern,1
aufmerksamkeitswinseln,1
armseligen,1
hühnerscheisse,2
scheinheiligsten,1
merkels vasallen,1
depperten,1
schranzenverein,1
beschissenes,1
scheinheiligen,2
weich,1
dreckspresse,1
typen,1
bedrohung,1
beispiellügen,1
verunsichern,1
terror türken,1
lacht aus,1
mord,1
raub,1
verschleiert,1
menschenverachtung,1
unverantwortlich,1
verschwindet,1
miststück,2
großes maul,1
dummes labern,1
absolut kein,1
saudumme,1
schleimig,1
rückgratlos,1
sau,1
selbst schuld,1
girlies,1
klüngel,1
schmutz,2
faule säcke,1
doof,1
gesocks,1
sitzen gebliebene,1
abohrfeigen,1
verkrusteten,1
fettbäuchigen,1
zwangsverheiratet,1
affen,2
geschissen,2
blödsinn,2
scheinheilgste,3
ziegenrasse,1
gejaule,1
arbeitslager,1
abgeschoben,1
gehorchen,1
pimpf,1
schmach,1
wichtigtuer,1
stalinisten,1
rotgrünes,1
kratzen,1
💩,2
strotzt vor blödheit,1
40er-iq,1
afdeppenstadl,1
ungebildet,1
unterversorgt,1
todesstrafe,1
deutschhasser,1
polit-arschlöcher,1
muslimischen #terror,1
tropf,1
meine fresse,1
kaputtgelogen,1
lügenmedien,1
hochgradiger,1
abgewählte,1
spd-null,1
labern,3
kastriert,1
dümmste,2
blockparteien,1
scheißegal,2
schädel einschlagen,1
debile,1
primitiver,1
sklave,1
quotenhexe,1
naziverhalten,2
scheisshausparolen,2
türken davongejagt,2
ober-bastard,1
arroganten,1
trittbrettfahrerin,1
dreck,5
gewalt,2
mangelnder bildung,1
hyperpigmentierten,1
linken blagen,1
hetzerische,1
wiederlich,1
krankes pack,1
schland,2
verlogenen,4
scheissdreck,1
lügensender,1
nazifilme,1
gehirnwäsche,1
bewaffnet,1
zögern nicht,1
kotzgrüne,4
hysterischem,1
schwachen,1
deutschefeindlichen,1
verschwinden,1
hässlichen,1
memmen,1
blödheit,1
asylwahnsinn,1
vollspacken,3
dreckschleudern,1
verdammte,1
saudies,1
polaken,1
lümmel,1
rückstandlos,1
fangt doch mal an zu denken,1
ihr afrikaner,1
geburtenkontrolle,1
angesagt,1
häßliche,2
arbeitsloser,1
minderheit,1
säubern,1
gegenwehr ausschalten,1
strunzdummes,1
blamieren,1
scherge,1
migrantenpack,2
vergewaltigt,1
größte dreck,1
lächerliste,1
nullen,1
wahlzirkus,1
kriegsverbrecherischen,1
angriffskrieg,1
kriegshetzerische,1
scheiss-klimaschützer,1
dumm-deutscher,1
lächerliches,1
züchtet,1
spaßgesellschaft,1
waffel,1
🖕,1
radikale,1
gefangenenlager,1
blinde,1
taube,1
shit,1
solchen leuten,1
unkraut,2
verrotten,1
böses,2
blödsinnig,1
schuldige,1
mißgeburten,1
schweinefleisch,1
flüchtlinge,1
saufen,2
kinder vergewaltigen,1
wurst,2
fuck refugges,1
dummköpfe,3
verbrecherkollegen,1
buttermilch,1
schwachsinngealterte,1
abstellgleis,1
psychopathisch,1
säcke,1
keinerlei ahnung,1
vorwerfen,1
massiver,1
marodierenden,1
mob,2
drecksministerium,1
dummen säue,1
angsthase,1
terror,2
tote,1
politidioten,1
klappe halten,1
mongo,1
schlampen,1
erniedrigend,1
lobbyisten.babel,1
marionette,1
kroch,1
in den arsch,1
fckerdogan,1
butcher,1
erdoganistderhass,1
unerträglich,2
kriege,1
söldner,1
fresse hauen,1
faschismus,1
arschlecken,1
putschregime,1
verachte,1
tröten,1
islamisierung,3
rasissmusgelaber,1
dekadente,1
geistige verblödung,1
fettbacke,1
sitzen gebliebenen,1
sinken,1
feind,1
brauchen...dich nicht,1
luder,1
kanackenstadt,1
kanackenstaat,1
gruselig,1
undemokratischere,1
überflüssiger,1
vorzudrängeln,1
devoten,2
schleimer,1
kriecher,1
sklavenstaat,1
wahlbetrug,1
medienpack,3
geistigen dünnschiss,1
inkompetenz,1
kotzübel,1
asylantenabschaum,1
tusse,1
schwanz,1
naturgemäße,1
teure,1
bescheißen,1
kinderfickerei,1
reicht nicht,1
lug,2
trug,2
verkommenen,1
verrät,1
wehe,2
schäbigen,1
oberpfeife,1
schleunigst zurechtgestutzt,1
reinfall,1
heuchlerin,1
ohne bildung,1
ohne orthographische grundkenntnisse,1
politischen müll,1
hinauszuonanieren,1
widerliche,1
fratzen,1
schlechter,1
hass,3
daitchen,1
lachnummern,2
armseliges würstel,1
hinterhältiger,2
anzupissen,1
geh scheißen,1
dringen,1
aufzwingen,1
beschimpfen,1
entscheidungsunfähigen,1
weicheier,1
afrikascheiße,1
ziegenficker,1
selber schuld,1
knast,2
isis-schlampe,1
gefährder,1
rattenschwanz,1
affenland,1
ausgangssperre,1
migranten,1
übergewichtigen,1
nutte,1
miese,1
völkische,1
drecksack,1
schweine,2
illegale,1
ohne begrenzung,1
faulen zauber,1
dschungelcamp niveau,1
d promis,1
polittusse,1
zuchtstuten,1
gelackmeierten,1
schallende ohrfeige,1
großmäuligen,1
hergespielt,1
froschfresser,1
nichts gelernt,1
selbstverschuldet,1
wirtschaftskriminalität,1
beschessen,1
provit,1
mafia,2
hinterfotzige,2
stimmt,1
birne,1
lungerten,1
schmutzl,1
multikuliti wahn,1
prostituiert,1
maulaufreißer,1
traurig,1
dummdämliche,1
keine pressefreiheit,1
bananenrepublik,1
nudel,1
üble,1
muslimische invasoren,1
rücksichtslosen,1
kanackenweiber,1
hurensöhne,1
sexualdelikte,1
brisant,1
vergewaltigungsrate,1
#hoax,1
honks,1
#abmerkeln,3
untragbar,1
trump hasser,1
dummbrot,1
scheißwetter,1
asozial,1
riesenarschloch,1
keine eigene meinung,1
naiv,2
pfeifen,1
am ende,1
kanakisch,1
klapperschlange,1
warzentusse,1
kleinwüchsigem,1
strunzdumm,3
knäckebrot,1
lügner,1
trottel,1
bekloppten,1
im arsch,1
nichtsnützigen,1
analphabeten,1
sozialtouristen,1
kriminelle,2
diktatur,1
rauten im erika,1
gefängnisses,1
asylanten-verbrecher,1
dreckiges,1
dummland,1
rückstandslos entsorgen,1
unterschlagung-presse,1
vollpfosten-sender,1
zwangsabgaben,1
dummbacken,1
fucken,1
überflüssig,2
haare an meinen arsch,1
bahnhofsklatscher,1
verblödetes,1
illegal,1
schwachköpfe,3
peinlich,3
abgesetzt,1
alt,1
hässlich,1
braucht niemand,1
weg,3
#deutschlandhassern,1
schwul-linker,1
pseudo-gutmensch,1
rübe,1
verblödeter,1
bande,2
zensierten,1
unverschämtheit,1
erschlichen,1
davonjagen,3
würstel,2
dämliche,2
ruiniert,1
stasi-merkel,1
nie,3
wutlosen,1
zombies,1
dressiert,1
verlauste,1
schabracke,1
neonazis,1
mörder,1
abkassieren,1
langweilen,1
festgehalten,1
kein mädchen,1
gespieltes,1
asozialer,1
penner,2
schergen,3
rauben,1
verbrechern,1
stecken,1
tucke,1
faulenzerposten,1
chaoten,1
unsicherer,1
im schritt,1
genossen,1
gehört nicht,1
schwarzfuss,1
scheinheilgsten,1
scheinheilige hunde,1
jämmerlich,1
verarschung,1
gewaltexzesse,1
keiner ernst,1
hütte,1
bleib einfach still,1
rache,1
verräter,2
aufzuhängen,1
nackt,1
rattenpack,1
geprügelt,1
überflüssigen,1
merkeltollhaus,1
krank,1
brennt,1
ar***,1
angst,3
heuchlerische,1
personifizierte straftat,1
lemmingen,1
erschreckend,1
tonne treten,1
ostküstenhure,1
#is terroristen,1
ratten,1
verschwulten,1
islam-monster,1
sozial-touristen,1
watschn,1
strafe,1
vollsuff,1
kopfschmerzen,1
wut,1
frettchen,1
pietätlose,1
fehgesteuerter ignorant,1
hirnprinz,1
schultrottel,1
sitzen geblieben,1
ohne schulabschluss,1
gesindel,4
niewieder los,1
onanieren,1
nervt,1
moralisierende dämlichkeit,1
nicht viel wissen,1
mensch,1
asylanten-sauereien,1
scheide,1
versifftes,1
einschlagen,1
gefasel,1
dreckslinken,1
faschistenschweine,1
lump,1
obergärig,1
flasche,1
schnell abgefüllt,1
möpsen,1
vaginas,1
trinker,1
hurenbock,1
hinterfotziger,1
hund,1
lügt,2
betrügt,1
armselige,1
jammert,1
allerletzte,1
behindert,1
dummes gelaber,1
sofort abk.......n,1
überlaufen,1
röhre,1
luxusartikel,1
klamotten,1
rauschmittel,1
labertrumpe,1
duckmäuser-staat,1
harpyie,1
antifant,1
nichtsnutz,1
hose runter,1
schwanz zu kurz,1
tot,2
witzfigur,1
fressen,2
schmarotzenden,1
rausschmeissen,1
dummbatz,1
treten,1
schandmäuler,2
polit-pfeifen,1
muschpoke,1
ars**,1
verlogene pack,1
brühe,1
zugrunde gehen,1
gierige,1
linke scheiß,1
schlägt,1
zieh dir lieber eine rein,1
dummdreisten,1
überheblichen,1
nicht zu ertragen,1
verkommem,1
verkaufen,1
verdammten,1
linken anarchisten,1
geklaut,1
auszubeuten,1
bremsen,1
stümperhafte,1
dillettantische,1
helle leuchte,1
verarschungsgericht,1
prügelt,1
verdorben,1
#asylanten-schwemme,1
schlawacken,1
höhlen,1
heuchelt,1
ohrfeigen,2
ab dafür,1
ohne rechte,1
dödel,1
prothesen träger,1
ober-schul-versager,1
unsinn,1
tierasyl,1
schädigen,1
islamischen barbarei,1
schwänze lutschen,1
stinken,1
schlecht hin,1
hartes,1
kapiert es nicht,1
keine,1
volksverräter,1
korrumpierte,1
berufspolitiker-müll,1
vollschaufelt,1
aids verseuchten,1
negern,1
schmierfratzen,1
fake-news,1
keine einreise für alleinstehende,1
durchgegriffen,1
tritten,1
maul stopfen,1
invasion,1
kulturell inkompatible,1
verbrecherisch,1
schafe,1
gör,1
geldknappheit,1
in den hintern blasen,1
pubertierende,2
pickelträger,1
schreckschusswaffe,1
schweineblut,1
halbnigger,1
schwanzgesteurt,1
primitive rasse,1
türke,1
typische afd hetze,1
dreisten lügen,1
unmöglich,1
linksfaschist,1
anarchist,1
einsperren,1
verschimmeln,1
übergangen,1
verfluchte scheisse,1
taugt doch nichts,1
scheissland,1
papagei,1
zw. d. ohren,1
ignorant,1
abstoßend,1
stetigen menschlichen abwärtsspirale,1
aufs maul,1
riss,1
unfähigste,1
belästigung,1
importieren,1
judenhassende,1
ohne kontrolle,1
heulst,1
rum,1
darmblähungen,1
pickelplantage,1
an die wand zu fahren,1
pissen,1
hinnehmen,1
schlachtung,1
aufruf,1
völkermord,1
wahlvieh,1
kruden,1
gestapo,2
knecht,1
labertasche,1
rassistischen,1
scheißdreck,1
asylantenschmarotzer,1
manipulation,2
arschlöscher,1
ertragen,1
wenig ahnung,1
arschkriecher,1
hetzkammer,1
dreck am stecken,1
fettarsch,1
geisteskranke,1
machtgeile,1
dreckspartei,1
bereichern,1
nazitäter,1
behinderte,1
beschissen,1
abfall,1
ziegen hüten,1
leiden,1
lautstark,1
judenfurz,1
vollidiot,1
dumm-deutschen,1
dumbest woman on earth,1
gaffer,1
zick,1
hetzt,2
spotten,1
barbarischen,1
gevögelt,1
hinterfotzig,1
terroranschläge,1
linksradikalen,1
reichsbürger,1
anschläge,1
verkommene,1
'experten',1
🤢,1
aggressiven,1
feuerleger,1
illegalen einwanderer,1
entstellt,1
deppeter,1
fett gepamperte,1
zugpferde,1
arabischer islamlobbys,1
saublöde,1
trauriger,1
skrupellose,1
das letzte,1
hoaxmap,1
vergewaltigen,1
furchtbare,1
arrogant,1
sinnlos,1
bedeutungsloseste,1
widerlichsten,1
verbrecherorganisation,1
pennen,1
gesülze,1
sozialschmarotzern,1
schläger trupps,1
gnade,1
rektum,1
nicht mehr zu ertragen,1
nicht gefallen,1
nigger,1
abgestochen,1
saustall,1
eklat,1
menschenverachtend,1
willkürlich,1
naives,1
krumm,1
islamist,1
nie etwas selbst erschaffen,1
vollnieten,1
geht unter,1
totengräber,1
abgehalfterte,1
durchschaubare,1
an´s bein zu pinkeln,1
taugt zu nichts,1
politmarionetten,1
stinkstiefel,1
unruhestifter,1
muslimische #invasion,1
#asylschmarotzer,1
#krimigranten,1
schlafmützen,1
angsthasen,1
erbärmlicher,1
verjagen,1
verarscht,1
zombie vasallen,1
utopien,1
nichts konkretes,1
wischiwaschi,1
nichts anderes erwartet,1
nichts menschliches,1
dummschwätzerei,1
hirnerweichender,1
links-faschistischer,1
ko***,1
vollgeschissen,1
dumme kuh,1
schnarchnasen,1
beschädigen,1
versenkt,1
absolute nullnummer,1
vollniete,1
feiger,1
nichtsnutziges pack,1
nichtsnutziges,1
lumpenpack,1
müll,1
verreckt,1
hingerichtet,1
kein verläßlicher,1
stümper,1
versenkung,1
autoritäres,1
beibringt,1
töten,1
verantwortung,1
ungebildeten,1
überbezahlten,1
phrasendreschern,1
populist,1
häßliches,1
grusel-kabinett,1
dummbacke,1
verteuern,1
schlagstöcken,1
geficktes,1
elitäre,1
unbeaufsichtig,1
treiben,1
ohne rückrat,1
tote hose,1
zur hölle,1
arsch lecker,1
hittler,1
stasi,1
4ten reich,1
hässlicherer,1
unfähige,1
hetzerreligion,1
arsch treten,1
angelogen,1
#lügenpresse,1
kriegstreiber,1
kriecht,1
horror,1
arsch tritt,1
blödmänner,1
vergewaltigung,1
migranten-asylanten,1
abartige,1
verschwulter,1
braunhäutiger,1
herrgott,1
hau,1
typisch,1
gesockse,1
clan,1
nehmen noch nicht mal,1
erst,1
auch nicht,1
vogel,1
ausländerfeindlichkeit,1
mach dich vom acker,1
eselstreiber,1
ziegenmelker,1
kaputtgemacht,1
bumsen,1
kein spaß,1
tierquäler,1
hölle,1
obertrottel,1
märchen,1
schw.puff,1
vernichten,1
gewaltigen,1
wanderwarze,1
gehirnverseucht,1
schwitzt,1
verdächtiger,1
psychopathin,1
