uniq sequences,number appears
بؤرة,1
الجحيم,2
العنصرية,1
نييك,1
فاجرين,1
بنات بارات,1
خرائية,1
لاتفقه,1
فحول,1
المهازل,1
بس,1
كافرة,1
ملحدة,1
بتشتم,1
المعادي للسامية,1
بتحشرو حالك في كل اشي,1
مشكلات,1
لعينة,1
سيئة,2
مفبركين,1
ياخرنق,1
حربا,1
صهاينة,1
زبالة,1
سياسات قردوغان,1
الفواحش,1
سرطان,1
يفتق,1
مطفر,1
الفئة الضالة,1
القرف,1
كذاب,2
طرد,1
منطنشه,1
يصرخون,1
ما نبي,1
مصاروه,1
مالها نهايه,1
غير قادر,1
فار,1
ينرمى,1
زريبة,1
ضيعت,1
حرفيا,1
تعيطش,1
للأسف,3
فسدة,1
تلعن,1
عكاك,1
تنتهك,2
يموت,2
النار,2
عبثا,1
أشداء,1
كراكر,1
أمك,1
مجرد,1
اسود,1
فاحش,1
حظرك,1
قتلتو,1
دمرتو,1
تسرقو,1
يستاهل,1
تكذب,1
الكلب المسعور,1
يتسحل,1
يدبح,1
مشكله,1
الغثيان,1
فظيع,2
الجهل,2
اللعينين,1
الجاهلين,1
لا يصلح,1
أحمقا,2
ثملا,1
تقبريني,1
شرموطة,1
مليئة,1
التمييز,1
المقزز,1
ركل,1
مؤخراتهم,2
سرماية,1
يعدمني,1
بصرخوا,1
بلا مخ,1
حيوان,1
صرماية,1
نقبر,1
زعرانك,1
دار عجزة,1
يهود,2
قاسية,1
مشكلة,1
المسبة,1
البدينين,1
البلهاء,1
كذبيه,1
لايلعب,1
حقد,1
شتائم,1
الجرذان,1
تعب,1
الفاسدة,1
سرسرية,1
ساذج,1
بقره,1
قذر,4
بسخرية,1
زبايل,1
محتل,1
قاتل,2
تتمحن,1
دب,4
الكسل,1
لا شيء,1
عاهر,1
أدعسك,1
لشوم,1
كركوز,1
خدامة,1
زنجية,1
تدعيات,1
افعاله,1
خداعها,1
بيدق,1
ياولد الكلب,1
خرا,2
الذعر,1
غصبا,1
بلحه,2
يطلعهم,1
بهيمة,1
هجّر,1
انهيار,1
شرموطه,1
يكلاب,1
الرافضة,2
ملعون,2
مايخاف,1
بجاحه,1
يهينك,1
ستموت,1
حسرة,1
ازعر,1
سفيه,2
ابن الستين كلب,1
شبه منفوخ,1
أخونجي,1
مقلب,1
اخرس,2
النجس,1
الخنزير,1
الديوث,1
الكيماوي,1
الشيطان,1
مزبلة,1
مش مشكله,1
مرتزق,2
المنيك,1
السرقة,2
كذابين,1
تختفون,1
ماتردون,1
شركة نصب,1
نفاقك,1
ابن الزنوه,1
عيال زنا,1
التخلص,1
إخوات شراميط,1
ما حدا عندو ذرة شرف,1
مصداقية,1
مرفقها من مؤخرتها,1
لا تستطيع إدارة شؤونها بشكل صحيح,1
تفرقه,1
سفاح,1
الفرس,1
يكذبون,2
عبدت النار,1
الذل,1
مارخصكم,1
متهور,1
يفتقد المصداقية,1
يفجعهم,1
أسماك البيرانيا آكلة لحوم البشر,1
مستنقع,1
تماسيح,1
إدمان,1
مصخرة,1
لستم أهلا,1
لاشيمة,1
ولاغيره,1
تسرقون,1
ملعونين,2
خسرتو,1
غرقتونا,1
ترهاتكم,1
شهيد,1
الجبان,1
المشردين,1
البائسين,1
لعين,3
خدعك,1
يستفزني,1
المستعمر,2
العملاء,1
بائعي وطنهم,1
ياخونة,1
الدمى الجاهلة,1
ماعرفو يربونك,1
تقع،سرق،لهف،جربوع،نضف،ينكشف,1
ماهندك أحد,1
الطيازي,1
مضايقتي,1
الهراء,5
السيء,2
من والاكم,1
من ايدكم,1
عند الله تلتقي الخصوم,1
واطيين,1
المشاكل,1
حقراء,1
دبه قطبيه,1
بالجفا,1
يضرون,1
وسخة,1
الصهيونب,1
كويحة,1
تفطس,1
الصراصير,1
الذنب,1
الاذناب,1
الاخونج,2
يهاجمون,1
حفلة التبرير,1
داعش,2
بدون شخصيه,1
اذبحك,1
تدمير,2
المشتبه بهم,1
ظلموا,1
الروافض,2
مسكين,1
معدته كبرت,1
حظائر,1
بكره,1
غير محترم,1
شائنة,1
مشينة,1
يهدموا,1
بيوت المسلمين,1
رديء,1
خزيتو,1
رجعي,1
غضب الله,1
ويلكم,1
الغبي,2
تذوب,1
حمضي,1
صرمايي,1
بخلقتك,1
كونتي,1
لعينا,1
المتخلف,1
الحمير,1
مغرر,1
ملعوب عليهم,1
غسيل حمامات,1
رخصك,1
رخص تربيت,1
ديوث,1
بضربي,1
بقوة,1
قتله,1
مثيرون للاشمئزاز,1
غير أخلاقيين,1
متطرفين يمينيين,1
اشد,1
كرهتني,1
عنصريه,1
ضائع,1
المسكينه,1
مهرجون,1
اشرار,1
رجمهم,1
بيسكروا,1
بالنار,1
قرف,1
غلطانين,1
المتنفذون,1
ميزانية اللحجي,1
يبقى لحجي,1
أفظع,1
حقدا,1
حسدا,1
محاربة,1
راشق,1
كسولين,1
بيسترزق,1
بيتاجر,1
لاتتلزقي,1
مكشوفه,1
متشتغلناش,1
اتنشن,1
انعدام المشاعر,1
مجننين,1
قرفتنا,1
يلعن ابوها,1
المهرجون,1
طيزي,1
أخرس,1
زب,1
يمتعها,1
تنهبوا,1
العبث,1
كافر,1
حلال الدم والمال,1
ضرب,1
أحول,1
مشكلجي,1
فاسق,1
حرفتم,1
ادوسك,1
العاجز,1
نقص عقلي,1
سمينه,1
دبا,1
استعجلوا,1
ياحمير,1
نهبوا,1
استفزاز,1
مشكلته,1
العاهر,1
خسارتكم,1
اخضع,1
اطلع,1
برى,1
كل تبن,1
تباً,1
موتك,1
سأقتلك,1
ترجي,1
نكبتنا,1
صهيوني,1
الهبل,1
هبيلة,1
نرجسي,1
سلبي,1
الحمار,1
حشره,1
حشرتك,1
النرجسي,1
الخبيث,1
المختل عقليا,1
الكريه,1
البراز,1
متعصب,1
ظالم,1
غير صحيح,1
البلاهة,1
والديكم,1
عيال,1
الحرام,1
يفشلو,1
راشي,1
تجننين,1
الحربي,1
في الخفاء,1
المخادع,1
يأذيه,1
يكسره,1
ارهابيه,1
التصفيه,1
الحثالة,1
شريران,1
مطوع الغفله,1
اغتصابها,1
هتك عرضها,1
هجمه,1
الهش,1
إضاعة,1
جهلكم,1
نصاب,1
يحاسبونه,1
صلعته,1
الفشلة,1
يضاجعون,1
غير ناضجة,1
غاز السارين,1
يخادعون,1
يبطنون الكفر,1
الخاسرون,1
الحاقدون,1
الكاذبة,1
أزعر,1
نهدمت,1
ماتو,1
أسفل,1
مش سالكين,1
الكلب,1
قتلتم,1
والاكم,1
حقيرة,1
سرقة,1
يضربوا,1
ياسخيف,1
غبيين,1
حشرة,2
البشع,1
الخليفة ابوصومعة,1
عبيط,1
الفساد,1
دمار,1
الصعاليك,1
شيوعيين,1
يتطاول,1
هرموناتهم,1
جربوع صغير,1
مافيك حيلة,1
يلعن ززقق,1
انهيق,1
اعاجم,1
دينا المجوس,1
النصيري,1
كف,1
سبك,1
شتمك,1
النزع الأخير,1
فقد الأمل,1
البائسة,1
فاسدون,1
الموحش,1
الدرك الاسفل,1
يعيب,1
مثير للاشمئزاز,1
منافقين,1
كلب,1
التحرش,1
كابوس,1
قديم,1
معندهاش تجديد,1
متخلفين,1
الجفا,1
ظلم,1
ظالمين,1
مثيرون للشفقة,1
عاجزين,1
فاسدين,1
الأبرياء,1
زبال,1
خسيسة,1
هطف,1
اغبياء,1
المسيئة,1
لا يحبك,1
لا يحب,1
اسباب الدمار,1
عليك,2
يقبل يعيش بخيمة,1
كذبه,1
لعبه,1
جرارين,1
ديق,1
الاختباء,1
حسودهم,1
قذارتمن,1
قنبله موقووته,1
ساكته,1
مشاكل,1
خسران,1
منهار,1
ياب العيد,1
مريض,1
بنتخانق,1
نكذبه,1
سب,1
أصنام,1
الغريبة المجنونة,1
تضرب,1
عشوائي,1
هجوم,1
الكيان الصهيوني,1
فاشلا,1
خاسر متألم,1
الماكر,1
نتنة,1
الجرار,1
يلعن ابوك واهلك,1
القاتل,1
بذائه,1
مش راضي,1
تحمير,1
حمقاء,1
حاقد,1
يهودي,1
يعاني، الاحتلال، لعنة,1
هز,1
سحب,1
سقط,1
يبكي مثل النسوان,1
حصار,1
قصفتم,1
لم يعد لهم مفر,1
لا نريدك,1
