Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
,,somewhat,1.0,mild,4.0,protective,2.0
,,straightforward,24.0,mildly,3.0,confusion,2.0
,,subjective,6.0,mocking,3.0,controversial,2.0
,,suggestive,3.0,motivational,1.0,praise,2.0
,,supportive,6.0,nationalistic,1.0,optimistic,2.0
,,sweeping,1.0,negative,292.0,resigned,2.0
,,terse,1.0,neutral,64.0,sadness,2.0
,,threatening,3.0,nostalgic,1.0,malicious,2.0
,,urgent,1.0,objective,3.0,skepticism,2.0
,,vivid,1.0,optimistic,1.0,surprise,2.0
,,warning,2.0,or,4.0,doubtful,2.0
,,worried,1.0,ownership,1.0,disregard,2.0
,,,,patriotic,1.0,displeased,2.0
,,,,pessimistic,2.0,disdain,2.0
,,,,polite,1.0,discriminatory,2.0
,,,,positive,37.0,discontent,2.0
,,,,potentially,3.0,derisive,2.0
,,,,pragmatic,1.0,uncertain,2.0
,,,,praise,2.0,abrupt,2.0
,,,,praiseful,1.0,with,2.0
,,,,prideful,1.0,confident,2.0
,,,,protective,2.0,vindictive,2.0
,,,,provocative,1.0,disbelief,2.0
,,,,rational,1.0,hopeful,2.0
,,,,reassuring,1.0,affirming,2.0
,,,,rebellious,1.0,criticizing,2.0
,,,,regretful,4.0,forceful,2.0
,,,,remorseful,1.0,accusative,2.0
,,,,requesting,1.0,firm,2.0
,,,,resigned,2.0,comparative,2.0
,,,,resilient,1.0,harsh,2.0
,,,,sadness,2.0,condemnatory,2.0
,,,,sarcastic,2.0,nostalgic,2.0
,,,,self-assured,1.0,rebellious,2.0
,,,,self-preservation,1.0,speculative,2.0
,,,,semi-positive,1.0,complimentary,2.0
,,,,serious,5.0,anxious,2.0
,,,,skeptical,18.0,alarming,2.0
,,,,skepticism,2.0,stern,2.0
,,,,slight,1.0,divisive,2.0
,,,,slightly,4.0,measured,1.0
,,,,solemn,1.0,manipulative,1.0
,,,,speculative,1.0,reproachful,1.0
,,,,stern,1.0,malevolent,1.0
,,,,straightforward,1.0,light-hearted,1.0
,,,,subject's,1.0,intense,1.0
,,,,suggestive,1.0,instructional,1.0
,,,,supportive,3.0,offensive,1.0
,,,,surprise,2.0,innocence,1.0
,,,,surprised,5.0,respectful,1.0
,,,,suspicious,5.0,indifference,1.0
,,,,sympathetic,1.0,inappropriate,1.0
,,,,the,1.0,philosophical,1.0
,,,,thoughtful,1.0,impatience,1.0
,,,,threatening,5.0,hurt,1.0
,,,,towards,1.0,gratitude,1.0
,,,,uncertain,2.0,grateful,1.0
,,,,understanding,2.0,genuine,1.0
,,,,unfriendly,2.0,frustrative,1.0
,,,,urgent,3.0,fearful,1.0
,,,,vindictive,1.0,self-deprecating,1.0
,,,,warning,4.0,patriotic,1.0
,,,,with,2.0,motivational,1.0
,,,,worried,1.0,nationalistic,1.0
,,,,,,admiring,1.0
,,,,,,towards,1.0
,,,,,,thoughtful,1.0
,,,,,,the,1.0
,,,,,,sympathetic,1.0
,,,,,,considerate,1.0
,,,,,,contemplative,1.0
,,,,,,subject's,1.0
,,,,,,solemn,1.0
,,,,,,slight,1.0
,,,,,,semi-positive,1.0
,,,,,,self-preservation,1.0
,,,,,,self-assured,1.0
,,,,,,demeaning,1.0
,,,,,,resilient,1.0
,,,,,,requesting,1.0
,,,,,,remorseful,1.0
,,,,,,reassuring,1.0
,,,,,,rational,1.0
,,,,,,prideful,1.0
,,,,,,praiseful,1.0
,,,,,,irritated,1.0
,,,,,,melancholic,1.0
,,,,,,entitled,1.0
,,,,,,ownership,1.0
,,,,,,exposing,1.0
,,,,,,dissatisfied,1.0
,,,,,,elitist,1.0
,,,,,,simplistic,1.0
,,,,,,amazed,1.0
,,,,,,alarmed,1.0
,,,,,,agreement,1.0
,,,,,,a,1.0
,,,,,,vivid,1.0
,,,,,,terse,1.0
,,,,,,sweeping,1.0
,,,,,,dramatic,1.0
,,,,,,exclusive,1.0
,,,,,,explanatory,1.0
,,,,,,somewhat,1.0
,,,,,,slang,1.0
,,,,,,sentimental,1.0
,,,,,,annoyance,1.0
,,,,,,sensitive,1.0
,,,,,,requestive,1.0
,,,,,,repetitive,1.0
,,,,,,professional,1.0
,,,,,,historical,1.0
,,,,,,possessive,1.0
,,,,,,pleading,1.0
,,,,,,playful,1.0
,,,,,,plain,1.0
,,,,,,perturbed,1.0
,,,,,,insensitive,1.0
,,,,,,judgemental,1.0
,,,,,,disturbing,1.0
,,,,,,disbelieving,1.0
,,,,,,domineering,1.0
,,,,,,desperate,1.0
,,,,,,distrustful,1.0
,,,,,,observational,1.0
,,,,,,strategic,1.0
,,,,,,displeasure,1.0
,,,,,,abusive,1.0
,,,,,,disinterest,1.0
,,,,,,analytical,1.0
,,,,,,candid,1.0
,,,,,,cautioning,1.0
,,,,,,celebratory,1.0
,,,,,,disappointment,1.0
,,,,,,determined,1.0
,,,,,,clarifying,1.0
,,,,,,courteous,1.0
,,,,,,denial,1.0
,,,,,,decisive,1.0
,,,,,,decision,1.0
,,,,,,curt,1.0
,,,,,,complaint,1.0
,,,,,,constraint,1.0
,,,,,,condemning,1.0
,,,,,,but,1.0
,,,,,,assuring,1.0
,,,,,,apathy,1.0
,,,,,,apathetic,1.0
,,,,,,anxiety,1.0
,,,,,,insulting,1.0
