Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
disdainful,3.0,dismissive,46.0,disappointment,1.0,disdainful,12.0
dismissive,52.0,disparaging,8.0,disapproval,9.0,exclusionary,12.0
"dismissive,",1.0,disrespectful,3.0,disapproving,36.0,threatening,11.0
disparaging,13.0,divisive,3.0,discontent,9.0,slightly,11.0
disrespectful,3.0,dramatic,1.0,discriminatory,8.0,cynical,11.0
emotional,2.0,elements,1.0,disdain,1.0,alarmist,10.0
emphatic,2.0,emotional,29.0,disdainful,9.0,subjective,10.0
exasperated,1.0,emotive,12.0,dismissive,22.0,formal,10.0
exclamatory,1.0,emphatic,6.0,disparaging,23.0,discontent,9.0
exclusionary,2.0,encouraging,2.0,displeasure,1.0,disapproval,9.0
expressive,1.0,evaluative,3.0,disregard,1.0,angry,9.0
formal,9.0,exclusionary,4.0,disrespectful,7.0,political,9.0
friendly,2.0,explicit,2.0,dissatisfied,1.0,contemptuous,9.0
frustrated,21.0,expressive,18.0,distrustful,2.0,a,9.0
harsh,1.0,factual,1.0,doubtful,1.0,commanding,8.0
hint,1.0,formal,1.0,else's,1.0,emphatic,8.0
historical,1.0,frustrated,3.0,excitement,1.0,supportive,7.0
hopeful,2.0,frustration,1.0,exclusionary,6.0,insulting,7.0
hostile,45.0,generalizing,1.0,expense,1.0,charged,6.0
humorous,1.0,harsh,2.0,fearful,2.0,undertone,6.0
imperative,2.0,hateful,2.0,frustrated,8.0,antagonistic,6.0
indifferent,1.0,highly,1.0,frustration,18.0,of,6.0
inflammatory,5.0,hint,2.0,"group,",1.0,indifferent,6.0
informal,87.0,hostile,9.0,hatred,1.0,accusative,6.0
informative,8.0,humor,1.0,hostile,102.0,incendiary,5.0
inquiring,1.0,humorous,3.0,indifference,2.0,suggestive,5.0
inquisitive,3.0,imperative,3.0,indifferent,5.0,pessimistic,5.0
insulting,1.0,implicit,1.0,insensitive,1.0,politically,5.0
ironic/sarcastic,1.0,incendiary,5.0,insulting,1.0,resentful,5.0
judgmental,9.0,inciting,2.0,ironic,1.0,xenophobic,5.0
mocking,16.0,inflammatory,32.0,issues,1.0,imperative,5.0
negative,2.0,informal,254.0,judgmental,4.0,authoritative,4.0
neutral,18.0,informational,1.0,light-hearted,1.0,playful,4.0
of,1.0,informative,223.0,mayor,1.0,urgent,4.0
offensive,3.0,inquisitive,1.0,mildly,1.0,inquisitive,4.0
opinionated,1.0,insensitive,1.0,mistrust,1.0,descriptive,4.0
pessimistic,3.0,insulting,5.0,mocking,10.0,humorous,4.0
pity,1.0,interrogative,1.0,nationalistic,2.0,argumentative,4.0
playful,1.0,investigative,1.0,negative,412.0,advisory,3.0
polarizing,1.0,ironic,1.0,"negative,",1.0,evaluative,3.0
polite,1.0,judgemental,1.0,negatively,1.0,divisive,3.0
political,1.0,judgmental,21.0,negativity,1.0,prejudiced,3.0
provocative,10.0,loaded,1.0,neutral,23.0,demanding,3.0
questioning,7.0,mockery,1.0,neutral-positive,1.0,bias,3.0
rhetorical,1.0,mocking,9.0,nostalgic,1.0,pejorative,3.0
sarcastic,119.0,motivational,1.0,observational,1.0,disappointed,3.0
"sarcastic,",1.0,negative,16.0,of,3.0,personal,3.0
sensationalist,1.0,neutral,32.0,offensive,1.0,concerned,3.0
serious,1.0,of,2.0,one,1.0,persuasive,3.0
skeptical,2.0,offensive,21.0,or,1.0,harsh,3.0
supportive,1.0,opinion-based,1.0,outrage,1.0,anger,3.0
threatening,4.0,opinionated,36.0,"perpetrator,",1.0,cautionary,3.0
urgent,4.0,opinionative,1.0,pessimistic,2.0,suspicious,3.0
with,1.0,partisan,1.0,playful,1.0,towards,3.0
,,pejorative,3.0,political,1.0,hint,3.0
,,personal,3.0,positive,19.0,comparative,2.0
,,persuasive,3.0,prejudiced,1.0,annoyance,2.0
,,playful,2.0,provocative,3.0,rebellious,2.0
,,polarizing,1.0,punitive,1.0,encouraging,2.0
,,polite,1.0,racially,1.0,distrustful,2.0
,,political,7.0,rebellious,2.0,explicit,2.0
,,politically,5.0,regressive,1.0,indifference,2.0
,,positive,1.0,resentful,5.0,inciting,2.0
,,potentially,1.0,resentment,2.0,insensitive,2.0
,,prejudiced,2.0,reserved,1.0,ironic,2.0
,,prescriptive,1.0,resigned,1.0,nationalistic,2.0
,,protective,1.0,sarcastic,5.0,speculative,2.0
,,provocative,47.0,satisfaction,1.0,fearful,2.0
,,punitive,1.0,serious,1.0,punitive,2.0
,,questioning,6.0,skeptical,13.0,resentment,2.0
,,resistant,1.0,skepticism,1.0,hateful,2.0
,,sarcastic,24.0,slightly,3.0,blaming,2.0
,,skeptical,5.0,someone,1.0,warning,2.0
,,slightly,8.0,stereotypical,1.0,polarizing,2.0
,,speculative,2.0,stern,1.0,polite,2.0
,,subjective,10.0,strict,1.0,the,2.0
,,subtle,1.0,strongly,1.0,sympathetic,2.0
,,suggestive,4.0,suggestive,1.0,criticizing,2.0
,,supportive,1.0,supportive,5.0,serious,2.0
,,suspicious,1.0,surprised,1.0,curious,2.0
,,threatening,4.0,suspicious,2.0,blunt,2.0
,,underlying,1.0,sympathetic,2.0,friendly,2.0
,,undertone,5.0,the,2.0,hopeful,2.0
,,with,13.0,threatening,3.0,excitement,1.0
,,yet,1.0,to,1.0,expense,1.0
,,,,toward,1.0,reserved,1.0
,,,,towards,3.0,vengeance,1.0
,,,,trivializing,1.0,doubtful,1.0
,,,,undertone,1.0,urgency,1.0
,,,,urgency,1.0,trivializing,1.0
,,,,vengeance,1.0,"group,",1.0
,,,,vindictive,1.0,else's,1.0
,,,,warning,2.0,displeasure,1.0
,,,,with,1.0,vindictive,1.0
,,,,worried,1.0,dissatisfied,1.0
,,,,xenophobic,5.0,disregard,1.0
,,,,,,disdain,1.0
,,,,,,"aggressive,",1.0
,,,,,,agitated,1.0
,,,,,,worried,1.0
,,,,,,disappointment,1.0
,,,,,,defiant,1.0
,,,,,,defiance,1.0
,,,,,,curiosity,1.0
,,,,,,critique,1.0
,,,,,,hatred,1.0
,,,,,,to,1.0
,,,,,,toward,1.0
,,,,,,observational,1.0
,,,,,,satisfaction,1.0
,,,,,,skepticism,1.0
,,,,,,regressive,1.0
,,,,,,someone,1.0
,,,,,,stereotypical,1.0
,,,,,,racially,1.0
,,,,,,controversial,1.0
,,,,,,"perpetrator,",1.0
,,,,,,outrage,1.0
,,,,,,or,1.0
,,,,,,one,1.0
,,,,,,stern,1.0
,,,,,,strict,1.0
,,,,,,issues,1.0
,,,,,,nostalgic,1.0
,,,,,,neutral-positive,1.0
,,,,,,strongly,1.0
,,,,,,negativity,1.0
,,,,,,negatively,1.0
,,,,,,"negative,",1.0
,,,,,,surprised,1.0
,,,,,,mistrust,1.0
,,,,,,mildly,1.0
,,,,,,mayor,1.0
,,,,,,resigned,1.0
,,,,,,light-hearted,1.0
,,,,,,criticism,1.0
,,,,,,ironic/sarcastic,1.0
,,,,,,contrarian,1.0
,,,,,,informational,1.0
,,,,,,implicit,1.0
,,,,,,humor,1.0
,,,,,,highly,1.0
,,,,,,generalizing,1.0
,,,,,,contentious,1.0
,,,,,,elements,1.0
,,,,,,dramatic,1.0
,,,,,,"critical,",1.0
,,,,,,determined,1.0
,,,,,,critical/sarcastic,1.0
,,,,,,connotation,1.0
,,,,,,"colloquial,",1.0
,,,,,,coercive,1.0
,,,,,,"casual,",1.0
,,,,,,anecdotal,1.0
,,,,,,analytical,1.0
,,,,,,alarming,1.0
,,,,,,admonishing,1.0
,,,,,,"derogatory,",1.0
,,,,,,discontented,1.0
,,,,,,"dismissive,",1.0
,,,,,,exasperated,1.0
,,,,,,sensationalist,1.0
,,,,,,"sarcastic,",1.0
,,,,,,exclamatory,1.0
,,,,,,rhetorical,1.0
,,,,,,pity,1.0
,,,,,,historical,1.0
,,,,,,inquiring,1.0
,,,,,,cheerful,1.0
,,,,,,interrogative,1.0
,,,,,,conspiratorial,1.0
,,,,,,investigative,1.0
,,,,,,condemnatory,1.0
,,,,,,complaining,1.0
,,,,,,blameful,1.0
,,,,,,authoritarian,1.0
,,,,,,at,1.0
,,,,,,another,1.0
,,,,,,an,1.0
,,,,,,amused,1.0
,,,,,,Team,1.0
,,,,,,Grün,1.0
,,,,,,AfD,1.0
,,,,,,yet,1.0
,,,,,,"assertive,",1.0
,,,,,,underlying,1.0
,,,,,,subtle,1.0
,,,,,,benevolent,1.0
,,,,,,resistant,1.0
,,,,,,protective,1.0
,,,,,,prescriptive,1.0
,,,,,,potentially,1.0
,,,,,,celebratory,1.0
,,,,,,challenging,1.0
,,,,,,partisan,1.0
,,,,,,opinionative,1.0
,,,,,,opinion-based,1.0
,,,,,,motivational,1.0
,,,,,,mockery,1.0
,,,,,,loaded,1.0
,,,,,,judgemental,1.0
,,,,,,factual,1.0
