Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
informal,212.0,frustrated,6.0,discomfort,1.0,admiring,5.0
informal/reverential,1.0,happy,1.0,discontent,5.0,cautionary,5.0
informative,10.0,hint,3.0,discontentment,1.0,respectful,5.0
inquisitive,12.0,humorous,12.0,discriminatory,2.0,hint,5.0
insulting,1.0,hypothetical,1.0,disdainful,6.0,disappointed,5.0
intimate,1.0,impatient,1.0,disgust,1.0,annoyance,5.0
ironic,1.0,imperative,2.0,disinterest,1.0,disrespectful,5.0
irritated,1.0,inappropriate,1.0,dismissive,21.0,derisive,5.0
judgmental,7.0,inclusive,1.0,disparaging,8.0,imperative,5.0
melancholic,2.0,inflammatory,3.0,displeased,1.0,urgent,4.0
mocking,9.0,informal,143.0,displeasure,2.0,ominous,4.0
motivational,2.0,informative,320.0,disrespectful,2.0,ambiguous,4.0
mournful,1.0,inquiring,2.0,distressed,2.0,emphatic,4.0
negative,4.0,inquisitive,3.0,distrustful,1.0,political,4.0
neutral,141.0,instructional,1.0,dominance,1.0,criticism,4.0
nostalgic,2.0,instructive,1.0,doubtful,3.0,cynical,4.0
objective,1.0,interrogative,3.0,educational,1.0,narrative,4.0
observational,1.0,introspective,1.0,empathetic,1.0,mildly,4.0
ominous,3.0,inviting,1.0,encouraging,6.0,nostalgic,4.0
or,4.0,ironic,1.0,enthusiastic,1.0,demanding,4.0
partisan,1.0,jocular,1.0,entitled,1.0,confused,4.0
pedantic,1.0,judgemental,1.0,exclusive,1.0,discriminatory,4.0
personal,1.0,judgmental,15.0,exhaustion,1.0,speculative,4.0
pessimistic,3.0,light-hearted,2.0,factual,2.0,concern,4.0
playful,5.0,metaphorical,2.0,flirtatious,1.0,sadness,3.0
polite,7.0,mild,1.0,friendly,3.0,affectionate,3.0
political,1.0,mocking,3.0,frustrated,16.0,inflammatory,3.0
positive,14.0,motivational,3.0,frustration,67.0,praising,3.0
possessive,1.0,narrative,4.0,grim,1.0,teasing,3.0
provocative,4.0,nationalistic,1.0,group,1.0,evaluative,3.0
questioning,10.0,negative,13.0,helpful,1.0,inquiring,3.0
rebuking,1.0,neutral,93.0,hint,2.0,emotive,3.0
reflective,9.0,of,3.0,hopeful,2.0,interrogative,3.0
reprimanding,1.0,offensive,4.0,hospitality,1.0,determined,3.0
resentful,2.0,ominous,1.0,hostile,11.0,ironic,3.0
resigned,1.0,opinion,1.0,humorous,5.0,contemplative,3.0
respectful,1.0,opinionated,24.0,imminent,1.0,admonishing,3.0
sarcastic,63.0,oppositional,1.0,impatient,6.0,criticizing,3.0
semi-formal,1.0,optimistic,1.0,inappropriate,1.0,excited,3.0
serious,11.0,personal,12.0,indifferent,2.0,optimistic,3.0
sexual,1.0,persuasive,1.0,inquiring,1.0,reassuring,3.0
skeptical,2.0,philosophical,2.0,inquisitive,4.0,inappropriate,3.0
sorrowful,1.0,playful,5.0,insensitive,2.0,indifferent,3.0
suggestive,1.0,polemical,1.0,intimate,1.0,anxious,3.0
supportive,4.0,political,3.0,introspection,1.0,requesting,3.0
tense,1.0,positive,12.0,ironic,1.0,praise,3.0
threatening,1.0,possibly,1.0,irritation,1.0,suspicious,3.0
urgent,3.0,potentially,1.0,jealousy,1.0,melancholic,3.0
warning,3.0,praising,3.0,jovial,1.0,objective,3.0
welcoming,2.0,prejudiced,2.0,joyful,2.0,observational,3.0
,,protective,1.0,judgmental,4.0,decisive,3.0
,,provocative,9.0,kind,1.0,doubtful,3.0
,,questioning,8.0,light-hearted,6.0,mild,3.0
,,reassuring,3.0,lighthearted,1.0,constructive,3.0
,,reflective,6.0,logical,1.0,factual,3.0
,,reprimanding,1.0,longing,1.0,vulgar,2.0
,,requesting,2.0,loving,1.0,argumentative,2.0
,,respectful,2.0,manipulative,1.0,critique,2.0
,,sarcasm,1.0,melancholic,1.0,alarmist,2.0
,,sarcastic,11.0,mild,2.0,metaphorical,2.0
,,self-aware,1.0,mildly,4.0,straightforward,2.0
,,self-reflective,1.0,mixed,1.0,figurative,2.0
,,slang,1.0,mocking,11.0,self-reflective,2.0
,,slang/colloquial,1.0,motivated,1.0,hopeful,2.0
,,slightly,11.0,motivational,3.0,apologetic,2.0
,,social,1.0,negative,201.0,joyful,2.0
,,somewhat,1.0,neutral,85.0,philosophical,2.0
,,speculative,4.0,nostalgic,2.0,prejudiced,2.0
,,straightforward,2.0,objectifying,1.0,admiration,2.0
,,subjective,10.0,objective,2.0,anger,2.0
,,suggestive,4.0,observational,2.0,concise,2.0
,,supportive,6.0,of,2.0,controversial,2.0
,,teasing,1.0,offensive,1.0,competitive,2.0
,,undertone,1.0,open-minded,1.0,distressed,2.0
,,vague,1.0,optimistic,2.0,displeasure,2.0
,,very,1.0,or,3.0,conditional,2.0
,,vulgar,2.0,overwhelmed,1.0,reprimanding,2.0
,,warning,2.0,persistent,1.0,contemptuous,2.0
,,with,5.0,personal,1.0,cordial,2.0
,,,,pessimistic,3.0,welcoming,2.0
,,,,playful,4.0,cautious,2.0
,,,,polarizing,1.0,surprise,2.0
,,,,positive,59.0,intimate,2.0
,,,,pragmatic,1.0,detached,2.0
,,,,praise,3.0,empathetic,2.0
,,,,preference,1.0,corrective,2.0
,,,,preparatory,1.0,restrictive,2.0
,,,,pride,1.0,anticipation,2.0
,,,,professional,1.0,celebratory,2.0
,,,,provocative,1.0,amusement,2.0
,,,,punitive,1.0,reckless,2.0
,,,,reckless,2.0,clarifying,2.0
,,,,reflective,2.0,alarming,2.0
,,,,regretful,6.0,but,2.0
,,,,relief,1.0,blame,2.0
,,,,relieved,1.0,anticipatory,2.0
,,,,reluctant,1.0,appreciative,2.0
,,,,reminiscent,1.0,insensitive,2.0
,,,,remorseful,2.0,remorseful,2.0
,,,,requesting,1.0,advisory,2.0
,,,,resentful,3.0,dominance,1.0
,,,,resolute,1.0,despair,1.0
,,,,respectful,2.0,hospitality,1.0
,,,,restrictive,2.0,flirtatious,1.0
,,,,sadness,3.0,grim,1.0
,,,,sarcastic,4.0,disagreement,1.0
,,,,satisfaction,1.0,discomfort,1.0
,,,,self-appraisal,1.0,group,1.0
,,,,self-critical,1.0,displeased,1.0
,,,,self-deprecating,1.0,discontentment,1.0
,,,,self-reflective,1.0,educational,1.0
,,,,sensual,1.0,disgust,1.0
,,,,sentimental,1.0,exhaustion,1.0
,,,,serious,4.0,entitled,1.0
,,,,skeptical,5.0,disinterest,1.0
,,,,slightly,9.0,exclusive,1.0
,,,,specific,1.0,helpful,1.0
,,,,strong,1.0,distrustful,1.0
,,,,strongly,1.0,firm,1.0
,,,,subtly,1.0,imminent,1.0
,,,,suggestive,1.0,strongly,1.0
,,,,supportive,9.0,reminiscent,1.0
,,,,surprise,2.0,resolute,1.0
,,,,surprised,1.0,satisfaction,1.0
,,,,suspicious,3.0,self-appraisal,1.0
,,,,sympathetic,1.0,self-critical,1.0
,,,,teasing,2.0,self-deprecating,1.0
,,,,thoughtful,1.0,sensual,1.0
,,,,threatening,6.0,sentimental,1.0
,,,,towards,1.0,specific,1.0
,,,,unbothered,1.0,strong,1.0
,,,,underlying,1.0,subtly,1.0
,,,,uneventful,1.0,relieved,1.0
,,,,urgent,1.0,surprised,1.0
,,,,warning,2.0,sympathetic,1.0
,,,,wishful,1.0,thoughtful,1.0
,,,,with,2.0,towards,1.0
,,,,worried,1.0,unbothered,1.0
,,,,worrisome,1.0,underlying,1.0
,,,,yearning,1.0,uneventful,1.0
,,,,,,wishful,1.0
,,,,,,worried,1.0
,,,,,,worrisome,1.0
,,,,,,reluctant,1.0
,,,,,,relief,1.0
,,,,,,introspection,1.0
,,,,,,motivated,1.0
,,,,,,irritation,1.0
,,,,,,jealousy,1.0
,,,,,,jovial,1.0
,,,,,,kind,1.0
,,,,,,lighthearted,1.0
,,,,,,logical,1.0
,,,,,,longing,1.0
,,,,,,loving,1.0
,,,,,,manipulative,1.0
,,,,,,mixed,1.0
,,,,,,objectifying,1.0
,,,,,,punitive,1.0
,,,,,,open-minded,1.0
,,,,,,overwhelmed,1.0
,,,,,,persistent,1.0
,,,,,,polarizing,1.0
,,,,,,pragmatic,1.0
,,,,,,desire,1.0
,,,,,,preference,1.0
,,,,,,preparatory,1.0
,,,,,,pride,1.0
,,,,,,professional,1.0
,,,,,,desirous,1.0
,,,,,,sarcasm,1.0
,,,,,,defensive/agitated,1.0
,,,,,,complaint,1.0
,,,,,,tense,1.0
,,,,,,charged,1.0
,,,,,,absolute,1.0
,,,,,,accusative,1.0
,,,,,,affirmative,1.0
,,,,,,candid,1.0
,,,,,,caring,1.0
,,,,,,caustic,1.0
,,,,,,complimentary,1.0
,,,,,,concerning,1.0
,,,,,,contrastive,1.0
,,,,,,curt,1.0
,,,,,,declarative,1.0
,,,,,,demeaning,1.0
,,,,,,divisive,1.0
,,,,,,dramatic,1.0
,,,,,,endearing,1.0
,,,,,,explanatory,1.0
,,,,,,explicit,1.0
,,,,,,sorrowful,1.0
,,,,,,sexual,1.0
,,,,,,danger,1.0
,,,,,,semi-formal,1.0
,,,,,,exclusionary,1.0
,,,,,,exclamatory,1.0
,,,,,,historical,1.0
,,,,,,implicit,1.0
,,,,,,indignant,1.0
,,,,,,emotionally,1.0
,,,,,,informal/reverential,1.0
,,,,,,insulting,1.0
,,,,,,irritated,1.0
,,,,,,discouraged,1.0
,,,,,,despairing,1.0
,,,,,,mournful,1.0
,,,,,,defiant,1.0
,,,,,,partisan,1.0
,,,,,,pedantic,1.0
,,,,,,crude,1.0
,,,,,,possessive,1.0
,,,,,,rebuking,1.0
,,,,,,resigned,1.0
,,,,,,expressive/emotional,1.0
,,,,,,happy,1.0
,,,,,,hypothetical,1.0
,,,,,,accusing,1.0
,,,,,,vague,1.0
,,,,,,very,1.0
,,,,,,acceptance,1.0
,,,,,,advising,1.0
,,,,,,amused,1.0
,,,,,,antagonistic,1.0
,,,,,,anxiety,1.0
,,,,,,approving,1.0
,,,,,,authoritarian,1.0
,,,,,,awkward,1.0
,,,,,,bias,1.0
,,,,,,boundary,1.0
,,,,,,commendatory,1.0
,,,,,,compassionate,1.0
,,,,,,confident,1.0
,,,,,,conflicted,1.0
,,,,,,confusion,1.0
,,,,,,considerate,1.0
,,,,,,cooperative,1.0
,,,,,,undertone,1.0
,,,,,,analytical,1.0
,,,,,,somewhat,1.0
,,,,,,opinion,1.0
,,,,,,inclusive,1.0
,,,,,,instructional,1.0
,,,,,,instructive,1.0
,,,,,,introspective,1.0
,,,,,,inviting,1.0
,,,,,,jocular,1.0
,,,,,,judgemental,1.0
,,,,,,nationalistic,1.0
,,,,,,oppositional,1.0
,,,,,,social,1.0
,,,,,,persuasive,1.0
,,,,,,polemical,1.0
,,,,,,possibly,1.0
,,,,,,potentially,1.0
,,,,,,protective,1.0
,,,,,,self-aware,1.0
,,,,,,slang,1.0
,,,,,,slang/colloquial,1.0
,,,,,,yearning,1.0
