Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
,,speculative,2.0,sarcasm,1.0,inquiring,2.0
,,straightforward,4.0,sarcastic,9.0,hopeful,2.0
,,strategic,1.0,seeking,1.0,firm,2.0
,,strict,1.0,self-critical,1.0,regretful,2.0
,,subjective,7.0,self-deprecating,1.0,compassionate,2.0
,,suggestive,1.0,serious,1.0,urgent,2.0
,,supportive,1.0,severe,1.0,severe,2.0
,,suspicious,1.0,skeptical,8.0,alarmist,2.0
,,threatening,2.0,slight,1.0,ambiguous,2.0
,,undertone,1.0,slightly,11.0,evaluative,2.0
,,violent,3.0,stern,1.0,defiant,2.0
,,with,2.0,strict,1.0,dramatic,2.0
,,,,strong,1.0,playful,2.0
,,,,suggestive,1.0,divisive,2.0
,,,,supportive,1.0,victims,1.0
,,,,surprise,1.0,disbelieving,1.0
,,,,surprised,1.0,seeking,1.0
,,,,suspicious,5.0,contempt,1.0
,,,,sympathetic,1.0,self-critical,1.0
,,,,thinking,1.0,self-deprecating,1.0
,,,,thoughtful,1.0,stern,1.0
,,,,threatening,4.0,thinking,1.0
,,,,to,1.0,surprise,1.0
,,,,towards,4.0,cruelty,1.0
,,,,unwelcoming,1.0,controversial,1.0
,,,,urgent,2.0,thoughtful,1.0
,,,,victims,1.0,convenience,1.0
,,,,vindictive,3.0,to,1.0
,,,,violent,4.0,determinative,1.0
,,,,warning,5.0,disinterested,1.0
,,,,worried,1.0,critique,1.0
,,,,yet,2.0,despair,1.0
,,,,,,unwelcoming,1.0
,,,,,,optimistic,1.0
,,,,,,sadness,1.0
,,,,,,fraudsters,1.0
,,,,,,motivational,1.0
,,,,,,misinformed,1.0
,,,,,,mild,1.0
,,,,,,patronizing,1.0
,,,,,,preference,1.0
,,,,,,intimidation,1.0
,,,,,,pride,1.0
,,,,,,interaction,1.0
,,,,,,information,1.0
,,,,,,productive,1.0
,,,,,,proud,1.0
,,,,,,guilty,1.0
,,,,,,for,1.0
,,,,,,dislike,1.0
,,,,,,real-life,1.0
,,,,,,exclusive,1.0
,,,,,,relaxed,1.0
,,,,,,empathy,1.0
,,,,,,relief,1.0
,,,,,,"relief,",1.0
,,,,,,resignation,1.0
,,,,,,confused,1.0
,,,,,,resistant,1.0
,,,,,,disregard,1.0
,,,,,,displeasure,1.0
,,,,,,opportunistic,1.0
,,,,,,confusion,1.0
,,,,,,inciting,1.0
,,,,,,conditional,1.0
,,,,,,humorous,1.0
,,,,,,clinical,1.0
,,,,,,coercive,1.0
,,,,,,combative,1.0
,,,,,,concerning,1.0
,,,,,,contemplative,1.0
,,,,,,corrective,1.0
,,,,,,criticism,1.0
,,,,,,decisive,1.0
,,,,,,diagnostic,1.0
,,,,,,discouraging,1.0
,,,,,,disregarding,1.0
,,,,,,dissatisfied,1.0
,,,,,,exclamatory,1.0
,,,,,,explanatory,1.0
,,,,,,generalized,1.0
,,,,,,cautious,1.0
,,,,,,argumentative,1.0
,,,,,,a,1.0
,,,,,,forceful,1.0
,,,,,,admonitory,1.0
,,,,,,authoritarian,1.0
,,,,,,comparative,1.0
,,,,,,criticizing,1.0
,,,,,,enthusiastic,1.0
,,,,,,figurative,1.0
,,,,,,impatient,1.0
,,,,,,taunting,1.0
,,,,,,indignant,1.0
,,,,,,mixed,1.0
,,,,,,reminiscent,1.0
,,,,,,requesting,1.0
,,,,,,sceptical,1.0
,,,,,,strongly,1.0
,,,,,,hint,1.0
,,,,,,accusing,1.0
,,,,,,condemning,1.0
,,,,,,informational,1.0
,,,,,,reproachful,1.0
,,,,,,scrutinizing,1.0
,,,,,,semi-formal,1.0
,,,,,,simple,1.0
,,,,,,slang,1.0
,,,,,,strategic,1.0
,,,,,,undertone,1.0
,,,,,,America,1.0
,,,,,,"USSR,",1.0
,,,,,,acceptance,1.0
,,,,,,anger,1.0
,,,,,,behavior,1.0
,,,,,,blaming,1.0
,,,,,,caustic,1.0
,,,,,,complimentary,1.0
,,,,,,reactive,1.0
,,,,,,prescriptive,1.0
,,,,,,pragmatic,1.0
,,,,,,judicial,1.0
,,,,,,insinuating,1.0
,,,,,,insinuative,1.0
,,,,,,insulting,1.0
,,,,,,intense,1.0
,,,,,,ironic,1.0
,,,,,,judgemental,1.0
,,,,,,mildly,1.0
,,,,,,poetic,1.0
,,,,,,"mocking,",1.0
,,,,,,of,1.0
,,,,,,opinion,1.0
,,,,,,opinion-based,1.0
,,,,,,personal,1.0
,,,,,,plain,1.0
,,,,,,worried,1.0
