Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
or,2.0,self-critical,1.0,grateful,1.0,commanding,4.0
playful,2.0,self-deprecating,1.0,hedonistic,1.0,desperate,4.0
pleading,1.0,sexual,1.0,hint,1.0,irritated,4.0
poetic,1.0,simple,1.0,hopeful,2.0,emotive,4.0
polite,1.0,slang,2.0,hopeless,1.0,admonishing,3.0
positive,5.0,slightly,12.0,hostile,18.0,candid,3.0
praising,1.0,somewhat,3.0,humor,1.0,resentful,3.0
predictive,1.0,subjective,6.0,humorous,10.0,dramatic,3.0
provocative,4.0,suggestive,5.0,impatience,2.0,somewhat,3.0
question,1.0,sympathetic,1.0,impatient,2.0,violent,3.0
questioning,16.0,threatening,2.0,inappropriate,1.0,sad,3.0
reassuring,1.0,unclear,1.0,indifferent,16.0,demanding,3.0
reflective,13.0,vulgar,4.0,indirect,1.0,mixed,3.0
reproachful,1.0,warning,1.0,informal,1.0,nonchalant,3.0
resigned,2.0,,,inquiring,4.0,excited,3.0
romantic,1.0,,,inquisitive,3.0,regret,3.0
rude,1.0,,,insensitive,1.0,disappointed,3.0
sad,3.0,,,intimate,1.0,philosophical,3.0
sarcastic,62.0,,,introspective,1.0,optimistic,3.0
"sarcastic,",2.0,,,irreverent,1.0,confident,3.0
self-deprecating,2.0,,,irritated,2.0,slang,2.0
serious,2.0,,,irritation,1.0,sarcasm,2.0
skeptical,1.0,,,jealousy,1.0,narrative,2.0
slightly,1.0,,,joyful,1.0,metaphorical,2.0
solemn,1.0,,,judgmental,7.0,regretful,2.0
somber,1.0,,,light-hearted,6.0,intimate,2.0
speculative,1.0,,,lighthearted,1.0,fearful,2.0
straightforward,1.0,,,malicious,2.0,appreciative,2.0
suggestive,1.0,,,melancholic,1.0,a,2.0
supportive,1.0,,,mild,4.0,practical,2.0
threatening,3.0,,,mildly,4.0,impatient,2.0
uncomfortable,1.0,,,mixed,3.0,understanding,2.0
underhanded,1.0,,,mocking,5.0,malicious,2.0
violent,1.0,,,motivational,1.0,emphatic,2.0
vulgar,1.0,,,negative,193.0,uncertain,2.0
wishful,1.0,,,negatively,1.0,dissatisfaction,2.0
,,,,neutral,97.0,discontent,2.0
,,,,nonchalant,3.0,urgent,2.0
,,,,objectifying,2.0,thoughtful,2.0
,,,,objectively,1.0,detached,2.0
,,,,of,2.0,confusion,2.0
,,,,offended,1.0,objectifying,2.0
,,,,offensive,1.0,challenging,2.0
,,,,optimistic,2.0,slight,2.0
,,,,or,9.0,cautious,2.0
,,,,overwhelmed,1.0,impatience,2.0
,,,,pessimistic,1.0,of,2.0
,,,,philosophical,2.0,hopeful,2.0
,,,,playful,10.0,abrasive,2.0
,,,,pleasant,1.0,but,2.0
,,,,positive,40.0,poetic,2.0
,,,,potentially,1.0,discomfort,2.0
,,,,practical,2.0,serious,2.0
,,,,pragmatic,1.0,romantic,2.0
,,,,rebellious,1.0,somber,2.0
,,,,reflective,6.0,enthusiastic,2.0
,,,,regret,3.0,reassuring,2.0
,,,,regretful,2.0,informational,2.0
,,,,relaxed,3.0,calm,2.0
,,,,relief,1.0,biased,2.0
,,,,relieved,1.0,charged,2.0
,,,,repulsion,1.0,comparative,2.0
,,,,requesting,1.0,"sarcastic,",2.0
,,,,resentful,3.0,melancholic,2.0
,,,,resentment,1.0,lighthearted,2.0
,,,,resigned,8.0,apologetic,2.0
,,,,responsible,1.0,irreverent,1.0
,,,,routine,1.0,pragmatic,1.0
,,,,sadness,4.0,hopeless,1.0
,,,,sarcasm,2.0,humor,1.0
,,,,sarcastic,5.0,potentially,1.0
,,,,satisfied,1.0,ironic,1.0
,,,,seeking,1.0,pleasant,1.0
,,,,self-critical,4.0,pessimistic,1.0
,,,,self-defensive,1.0,overwhelmed,1.0
,,,,self-deprecating,7.0,offended,1.0
,,,,"self-deprecating,",1.0,disheartened,1.0
,,,,skeptical,5.0,objectively,1.0
,,,,slight,2.0,inappropriate,1.0
,,,,slightly,17.0,introspective,1.0
,,,,somber,1.0,exasperated,1.0
,,,,soothing,1.0,negatively,1.0
,,,,stereotypical,1.0,expressing,1.0
,,,,suggestive,1.0,intense,1.0
,,,,supportive,3.0,indirect,1.0
,,,,surprise,1.0,rebellious,1.0
,,,,surprised,5.0,insulting,1.0
,,,,suspicious,1.0,joyful,1.0
,,,,sympathy,1.0,insensitive,1.0
,,,,tense,1.0,jealousy,1.0
,,,,thoughtful,2.0,irritation,1.0
,,,,threatening,6.0,discriminatory,1.0
,,,,to,1.0,relief,1.0
,,,,touch,1.0,directive/instructive,1.0
,,,,uncertain,2.0,stereotypical,1.0
,,,,uncertainty,1.0,very,1.0
,,,,understanding,2.0,alarming,1.0
,,,,upset,1.0,urgency,1.0
,,,,urgency,1.0,upset,1.0
,,,,urgent,2.0,analytical,1.0
,,,,very,1.0,uncertainty,1.0
,,,,violent,2.0,touch,1.0
,,,,warning,3.0,to,1.0
,,,,with,4.0,"apologetic,",1.0
,,,,,,tense,1.0
,,,,,,sympathy,1.0
,,,,,,suspicious,1.0
,,,,,,aspirational,1.0
,,,,,,surprise,1.0
,,,,,,soothing,1.0
,,,,,,despairing,1.0
,,,,,,"self-deprecating,",1.0
,,,,,,self-defensive,1.0
,,,,,,seeking,1.0
,,,,,,satisfied,1.0
,,,,,,celebratory,1.0
,,,,,,contemptuous,1.0
,,,,,,routine,1.0
,,,,,,responsible,1.0
,,,,,,resentment,1.0
,,,,,,"conversational,",1.0
,,,,,,requesting,1.0
,,,,,,repulsion,1.0
,,,,,,relieved,1.0
,,,,,,hint,1.0
,,,,,,matter-of-fact,1.0
,,,,,,fetishistic,1.0
,,,,,,hedonistic,1.0
,,,,,,caring,1.0
,,,,,,amused,1.0
,,,,,,affirmative,1.0
,,,,,,admiration,1.0
,,,,,,accepting,1.0
,,,,,,speculative,1.0
,,,,,,straightforward,1.0
,,,,,,unclear,1.0
,,,,,,sympathetic,1.0
,,,,,,uncomfortable,1.0
,,,,,,underhanded,1.0
,,,,,,wishful,1.0
,,,,,,simple,1.0
,,,,,,sexual,1.0
,,,,,,possessive,1.0
,,,,,,pejorative,1.0
,,,,,,grateful,1.0
,,,,,,commendatory,1.0
,,,,,,non-neutral,1.0
,,,,,,complaint,1.0
,,,,,,conversation,1.0
,,,,,,lyrical,1.0
,,,,,,literary,1.0
,,,,,,conversation-like,1.0
,,,,,,crude,1.0
,,,,,,interrogative,1.0
,,,,,,impolite,1.0
,,,,,,demeaning,1.0
,,,,,,familiar,1.0
,,,,,,factual,1.0
,,,,,,explicit,1.0
,,,,,,solemn,1.0
,,,,,,antagonistic,1.0
,,,,,,authoritative,1.0
,,,,,,bitterness,1.0
,,,,,,frustration/irritation,1.0
,,,,,,"frustration,",1.0
,,,,,,flirtatious,1.0
,,,,,,directly,1.0
,,,,,,exclusionary,1.0
,,,,,,exclusion,1.0
,,,,,,empathetic,1.0
,,,,,,embarrassment,1.0
,,,,,,doubtful,1.0
,,,,,,pleading,1.0
,,,,,,disregard,1.0
,,,,,,dispassionate,1.0
,,,,,,disgust,1.0
,,,,,,polite,1.0
,,,,,,praising,1.0
,,,,,,predictive,1.0
,,,,,,question,1.0
,,,,,,defiant,1.0
,,,,,,criticism,1.0
,,,,,,creative,1.0
,,,,,,controversial,1.0
,,,,,,controlling,1.0
,,,,,,reproachful,1.0
,,,,,,conflicted,1.0
,,,,,,condemnatory,1.0
,,,,,,complaining,1.0
,,,,,,closure,1.0
,,,,,,cheerful,1.0
,,,,,,rude,1.0
,,,,,,harsh,1.0
