uniq sequences,number appears
stop complaining,1
alter my ip address,1
return,1
who do you think you are,1
going wrong,1
jump to conclusions,1
depressed,1
hack,2
low pay,1
long working hours,1
anti-zionist bigotry,1
isis,1
completely destroyed,1
death wish,1
making things up,1
thin air,1
like this,1
decry,1
tax,1
want to tax you,1
unreasonable,1
wasting,1
bad guys,1
obnoxious thing,1
poorly,1
horrible,1
terrible,1
incompetency,1
put,1
angola,1
cost,1
unnecessary,1
countless other things he shouldn't have done,1
exaggerating,1
pats on the buttocks,1
feckless,1
self regarding,1
badly written,1
racism,1
nobody,2
those people,1
treason,1
especially,1
let alone,1
shady,1
messing,1
fix,1
go off,1
poorer,1
shouldn't,1
avoid,1
nasty,1
shot up,1
absurd,1
not grounded,1
heartbreaking,1
only,2
bomb,1
hypocrisy,1
not welcome,1
stalking,1
deleting everything,1
losing,1
corrupted,1
god knows what,1
pointing,1
killing,1
hundreds of people,1
flaming things,1
robs,1
prison,1
raped,1
no,1
free,1
hurting,1
tied,1
seriously,1
first world,1
third world,1
warez,1
broke,1
face,1
oil pit,1
defacing,2
shenanigans,1
challenging,1
sit on a stick,1
a person like you,1
offensive,1
voyeurism,1
deletion,1
protected,1
traitor,1
difficult,2
transphobic,1
need to know,1
life,1
atheists,1
hell,1
good riddance,1
you're gone,1
don't you ever come back,1
too late,1
accused,1
ruining,2
troll,1
interfering,1
not a good person,2
threaten,1
violation,1
looting,1
pedophiles,1
pathetic,1
remove,1
right now,1
disgrace,1
obviously,1
get it straight,1
impolite,2
keep your nose out of other people's business,1
look bad,1
keep,1
whining,1
think,2
not allowed,1
mind your own business,1
not knowing,1
smarter,1
brits,1
threat,1
unblock,2
you people,1
little,1
wasted,1
communist agenda,1
sick,1
feel sorry,1
him,1
hedonism,1
personal attacks,1
unsecured,1
unable to face facts,1
no right,1
strangers,1
boring,1
block,3
another ip address,1
annoying,1
bossy,1
cyberbully,1
authority,1
tell,1
nice work,1
driving us crazy,1
delete,2
i don't care,1
blind,1
not the smartest people,1
negative,1
not very wise,1
trying to sound cool,1
not like,1
those kids,1
condescending,1
implies judgment or criticism,1
disrupting,1
disrespecting,1
kkk meeting,1
leave,1
that person,1
narc,1
deleting peoples pages,1
power trip,1
can't converse,1
self-appointed,1
fascist,1
sadder,1
screwing,1
not very clever,1
germans,1
revert warring,1
prank,1
inaccurate,1
miserable,1
blocking,1
problems with control,1
stop talking,1
unfriendly,1
spank,1
banning,1
lack of knowledge,1
impaired,1
affected in other ways,1
clean after,1
