uniq sequences,number appears
truppe (context-dependent),1
kriegen,1
lieben solche leute,1
naiver,3
schafe,1
schlechtes,3
geldknappheit,1
geschuldet,1
geschenkt,1
kein wunder,1
keine,4
wollen,1
🤦🏼‍♀️,1
schreckschusswaffe,1
schweineblut,1
lügt,2
problem,3
asiaten,2
linken anarchisten,1
nicht verwöhnt,1
herausforderung,2
sitzen geblieben,2
ohne schulabschluss,1
verkommen,2
verraten,4
verkaufen,1
islam-anhänger,1
sozial-touristen,1
getarnt,1
vollsuff,1
dämliche,1
kopfschmerzen,1
🤮,1
hass,2
wut,1
arroganz,1
watschenbaum,1
bezahle,1
pietätlose,1
messerangriffen,1
asylbewerbern,1
verharmlost,1
fehgesteuerter,1
niewieder los,1
ruinieren,2
nervt,1
moralisierende,1
nicht integriert,1
verschweigen,1
nazi,6
stimmunggegen,1
hirn braucht man nicht,1
schwachen (weak),1
keine windräder,1
ohne genügend abstand,1
landbewohner,1
e-karre,1
behauptungen,1
erfinden,1
angst,7
urinieren,1
weg ermee,1
deutschfeindlichen,3
merkeltollhaus,1
krank,1
tauchte,1
unaufrichtige,2
personifizierte straftat,1
islamkritiker,1
knast,3
erschreckend,1
islamistischer,1
vergewaltiger,1
droht,2
islamisering,1
is terroristen,1
unehrliche,5
tradition,1
schweinefleisch,2
migranten,4
kanalisationen,1
ratten,1
verzehren,1
noch nicht tatkräftig eingesetzt,1
streiten,2
sogenannten,2
braunen,1
extremen,2
nicht erlauben,1
geld verdienen,1
nimmt doch keiner erst,1
mauer,1
rausschmeissen,1
spinnt,2
rauswerfen,1
asylanten,2
verzichten,2
haha,1
meidung,1
unaufrichtigste,1
wahrheit,1
ohne,1
polit-pfeifen,1
unehrlichen menschen,1
verschwindet,1
zugrunde gehen,1
eliten,1
bürgerkriegen,1
planen,1
machts,1
niemand,2
naiv-deutsche,1
riecht,1
nicht ganz nachvollziehbar,1
größeren quatsch,1
schlägt alle grünen,1
zieh dir lieber eine rein,1
nicht zu ertragen,1
opfer,4
tot,1
anzulegen,1
lässt die hose runter,1
unterstützer der ostküste,2
weiblichen geschlechtsteilen,1
trinker,1
freier,1
betrügt,1
bedenkliche person,1
jammert,1
gauck,1
schlimmer,7
verwirrt,3
steuerbetrug,1
gilt nur,1
in ihrem kopf,1
nicht fehlen,1
gern einen posten,1
beanspruchte,1
überlaufen,1
gucken in die röhre,1
luxusartikel,1
rauschmittel,1
räuspert,1
ruhe,1
unehrlich,2
terror,2
sagt alles,1
unschön,3
nutzt,1
macht,3
an die wand zu fahren,1
völkermord,1
volksverräterin,1
unnötig,1
weg,10
autoritäres,1
islamisches,1
zweifelhaftes,1
ungebildeten,2
überbezahlten,1
populist,1
stoppt,1
verteuern,1
sicherheitspersonal,1
keine mut,1
wirklich,1
frei rumlaufende,1
kriminelle geflüchtete,1
ihr unwesen treiben,1
ohne rückgrat,1
fällt,1
unter 5%,1
tropenkranken,1
leugenaar,1
zielige,1
niets boeiends,1
goldjungenfamilien,1
rechts gesinnt,1
stasi,1
gestapo,1
4ten reich,1
haut,1
unlogische,1
inkompetenten,1
tegen,1
schande,1
kein verläßlicher,1
nachkarteln,1
los,1
solche,1
ängstlicher,1
verjagen,1
elitären kreis,1
gleichgesinnten,1
bestijden,1
levenskosten,1
hinters licht führt,1
normale mensch,1
verlogenen,2
verschrikkelijke,1
leider,6
falsch,3
labert,2
quatsch,12
utopien,1
nichts konkretes,1
wischiwaschi,1
nichts menschliches,1
naive,4
unholy,1
hirnerweichender,1
links-faschistischer,1
kram,3
beachtlich,1
gutmenschen,3
vollgeschissen,1
leichtgläubige,1
müden,1
beschädigen,1
fremdes eigentum,1
versenkt,1
niete,1
hinterhältiger,1
feiger,1
treffen,1
wach werden,1
wenig im kopf,1
viel in den taschen,1
ausnutzen,1
angelogen,1
kein spaß,1
juden,2
tierquäler,1
bestraft,1
nix,1
lügen,3
märchen,1
verklickern,1
für geld alles sagen,1
wehren,1
festgefahren,1
herziehen,1
kritisieren,1
abschiebungen,1
verdächtiger,1
asylausnutzer,1
habt ihr nichts besseres zu tun,1
zensurstaat,1
hackt,1
kaputtgemacht,1
ausländerfeindlichkeit,1
afdwuergt,1
ungebildet,5
kriegstreiber,1
gegen,3
vorziehen,1
mitverursacht,1
anstrengend,1
zurechtweist,1
nie,4
nicht mal,1
erdogan doch auch nicht,1
migranten-asylbewerbern,1
diese leute,2
tritt,1
die menschenwürde mit füßen,1
burkha,1
homosexueller schwarzer,1
federboa,1
linken müssen weg,1
ausgewiesen,1
nordafrikaner,2
armes,2
clan,1
gegenteil,1
😠,1
ängstlichen,1
trägen,1
vage,1
gelokt,1
nazis,2
nazitäter,1
behinderte,1
schlechter,3
nicht nützlich,1
ziegen hüten,1
leiden,1
lautstark,1
lern,1
vergessen,2
unterstützer,3
berichten,1
vorgibt,2
wollen es nicht begreifen,1
implies negative stereotypes about islamic countries,1
naziverhalten,2
parolen,1
davongejagt,1
hetzt,1
lug,2
trug,2
manipulation,2
hetzen,2
spotten,1
nicht den mut haben,1
umstrittene,1
abzuschiebenden,1
terroranschläge,1
linksradikalen,2
reichsbürger,1
anschläge,1
verkommene presse,1
kz,1
bereichern,1
vergisst,1
muslimische,1
einwanderung,1
kriminellen,2
herum führen,1
diener,2
rassistischen,2
wehe,3
schaden,4
unehrlichen,2
eigenen welt,1
syrer,1
keine nordafrikaner,1
nichts ist schlimmer,1
so wenig ahnung haben,1
problemen,1
👎,3
🖕,1
weg muss,1
hetzkammer,1
dreck am stecken,1
durchbricht,1
warnen,1
verwirrte,1
schland,2
experten (used sarcastically),1
agressieve,1
gemaskerde,1
brandstichters,1
gefährlicher,2
atommüll,1
illegalen einwanderer,1
nicht mehr zu ertragen,2
nicht gefallen,1
auf keinen fall,1
unentwegt,1
rechter,1
nigerianer,1
erstochen,1
eklat,1
menschenverachtend,1
willkürlich,1
naives,2
lacht,2
islamist,1
nichts selbst erschaffen,1
dom,1
pijn doet,1
unter,1
abgehalfterte,1
schwierigkeiten zu machen,1
taugt zu nichts,1
strömen,2
kein ende,1
posaunen,3
mafia,2
unruhestifter,1
staatsgelder kassieren,1
konsorten,3
gnade euch gott,1
privat armee,1
menschen,1
hier her kommen,1
nicht vorteilhaft,1
uninformiert,4
verlierern,1
dürfte niemals passieren,1
biodeutschen,1
komisch,2
behaupten,1
freiem fuß,1
fett,1
gepamperte,1
zugpferde,1
islamlobbys,1
gezwungen,2
triest,1
huurlingen,1
pennen,1
interessiert mich nicht,1
ausnutzer,1
krebskranken,1
das letzte,1
kriminell,1
sinnlos,1
am wenigsten ansprechen,1
verbrecherorgañisation,1
kriegt,1
zutun,1
übertrieben,1
was anderes,1
misstrauen,1
auffälligsten,1
abgesahnt,1
alten b-movies,1
hinters licht geführt,1
hochzupuschen,1
alles besser als bewährung,1
schauspiel,1
gerangel,1
bilddungsbürger,1
🤢,6
type,1
verloren,1
onzin,1
schandaal,1
übliche trump-kritik,1
propaganda,3
dr. goebbels,1
unaufrichtiger,1
außerrandundband-minister,1
verkaufst,1
entsprechen ihrem aussehen,1
trauriges gerede,1
langweilig,1
schwarzen,3
schwarzen burkas,1
dunkler 'kultur',1
kennst die spdler nicht,1
auf die nerven,1
entsorgen,1
fragwürdig,1
verlogen,1
nie wieder,2
nötigen,1
keine personen,1
bestimmen,2
emanzipation nicht,1
sittliche deutsche mütter,1
vor den 68ern,1
bereuen,1
kein mitleid,1
schadenfreude,1
nimmt,1
zerstört,1
globalisten-gruppe,1
aufbringen,1
verleumden,1
betrügen,1
attackieren,1
schießen,2
irreführung,1
einwanderer,3
sed-frau,1
linken u-booten,1
glatteis führen,1
asylbewerberflut,1
negatives,1
asylbewerberstop,1
rückführung,1
erg,1
islamisten,4
eigenhändig darum kümmern,1
keinen ernstzunehmenden widerstand,1
schlachtbank,1
eh,1
beschäftigen,1
niet slim,1
terrorist,1
schwarzer,1
frech,1
typisch,1
blind,1
dame aus meck-pom,1
schützen,1
unnötiges,1
unsichere,1
keine hemmungen,1
finanzbetrüger,1
türkischen,1
seifenkisten,1
mehr kann er ohnehin nicht,1
pädophile,2
abgewählt,2
grünen brut,1
antideutsches,1
subjekt,1
fragwürdigen ziele,1
verhöhnen,1
bewusster politik-stil,1
typische grünen wähler,1
anfänger,1
berufspolitiker,1
ungerechtigkeit,1
fordern,1
gefallen,2
wundert,1
grüne neune,1
nahles,1
stegner,1
asylsuchende,1
verbrecher,4
terroristen,2
korrupte,1
oh jee,1
unchristen,1
konfrontation,1
krieg,3
onwetende,1
teleurstellend,1
faschisten,1
besserwisser,1
wütend,1
reißt seinen mund auf,1
vergiftung,1
ablehnt,1
getöteten,1
gepennt,1
nicht kennt,1
leise sein,1
sekte,1
kein guter boxer,1
haut dich jeder sparingspartner weg,1
wechselhaften,1
wahlkampf,1
um an der macht zu bleiben,1
keine linke regierung,1
nicht gut,1
ständige blinzeln,1
dicht,1
vluchtelingen,1
hahahaha,1
braucht eine psychotherapie,1
kontrolle,1
rücksichtslos,1
schmeicheln sich ein,1
machtgeilheit,1
verkauft,1
scharia-basiert,1
unverständlicher,1
beweihräuchern,1
tief gespaltenen landes,1
keiner will ihn zurück,1
kritisiere,1
nicht wollen,3
selbstherrlichkeit,1
egozentrisch,1
randalierer,1
wahnsinn,1
nichtmal,1
trotzdem,1
verurteilt,1
missbraucht,3
schlimmeres,1
deserteuren,1
rassist,1
xenophob,1
weigert,1
afrika stuurt,1
frustrierend,4
streicht,1
kriege,2
jaulen,1
wollten jede preis,1
zur verantwortung,1
asylbewerber verbrechen,1
totgeschwiegen,1
keinen cent,1
entspricht dem spd-standard,1
basta,3
friedhöfe,1
kuh,1
rückenschwimmen,1
verdrücken,1
linken,2
klauen,1
absitzen,1
alzheimer,1
austritt,1
rechte,1
böse nazis,1
ddr,2
honeckermäßig,1
alimentieren,1
gerede,2
allein,1
fahnenflucht,1
hering,1
göring,1
nerven,1
schnellstmöglich,1
soll,1
kopf zu machen,1
konfettiparaden,1
türkei,1
özdemir,1
geistigen quatsch,1
merkel-propaganda,1
durchsuchen,1
erwischt,1
🤮🤮🤮,1
drittklassige,1
schlechten,1
gefällen,1
an die macht kommen,1
nö,1
nicht,8
vergewaltigungen,1
flüchtlinge,2
schmeicheln,3
sexuell missbraucht,1
sexuell belästigt,1
geflüchteten,3
angewiesen,1
umdrehen,1
anders,2
freie fahrt,1
regt euch nicht auf,1
negative berichte,1
reichsuniform,1
flüchtling,2
nicht einsitzt,1
versagen,1
hohn,1
rommel wache auf,1
misbruik,1
dumm,1
dorfbewohner,1
glauben,1
land,1
da dauerts,1
unmenschlich,1
geschwür,1
zerstören,1
diskriminieren,1
gehetzt,1
gestänkert,1
kann nichts,1
taugt nichts,1
totaler versager,1
trockener alkoholiker,1
druck,1
unterschlagung,2
unsympathisch,1
in der klemme,1
krimineller,1
msm-journaille,1
nicht mag,1
norfafrikanern,1
antifaschisten,1
durchgesetzt,1
bleiben sitzen,1
türken,3
unproduktiven,1
nichts brauchbares,1
emotionele gepraat,1
inszeniertem gutmenschentum,1
lüge,1
keine regeln,1
größten deutschen schweinerei,1
mogelpackung politiker,1
angepassten,1
ja sager,1
fanatiker,3
bekritiseren,1
linksgrüne gruppierung,1
so richtig abgehen,1
moord,2
eroberte,1
immigranten,1
schlimmen,1
volksmörder,1
verrückt,2
ernst genommen,1
bolschewismus,1
nichts besser,1
abzuwenden,1
right trash,1
deutsche frauen,1
kaputt,1
kampagne,1
pst,1
furchtbar,3
unter strafe,1
bullshit,1
sollen weiterhin in ihrer provinz bleiben,1
unüberlegter,2
typen,1
zittern,1
skandal,1
verfehlen,1
täter,1
bürgermeister,1
folge,1
unterdrückt,1
misshandelt,1
scham,1
unverständlichere,1
bärtigen männer,1
typ,2
verklagen,1
nichts verloren,1
naiven personen,1
prostituierte,1
hartz iv,1
gezonken,1
nul,1
tonnengewicht,1
leute,1
gesinnung,1
dummes geschwätz,1
niet,1
politici,1
pers,1
media,1
übertriebener polizeigewalt,1
härter vorgehen,1
hart durchgreifen,1
zensur,1
anhänger,3
mist,2
unfähigsten,1
angestellt,1
terrors,1
gestörten,1
flausen,1
austreiben,1
müsste,1
falseflag,1
terrorakt,1
giftgaseinsatz,1
hetzerin,1
geblockt,1
feindliche person,1
rothschild anhängern,1
ihre interessen anderen überlassen,1
unten durch,1
intoleranten,1
hasserfüllten,1
hart,1
such,1
feiner linker,1
ausreden,1
entglitten,1
gesichtszüge,1
mundfalten,1
alles tun,1
wenn es ihm nützt,1
sehr gefährlich,1
intoleranten kriminellen,1
schlimmste gewaltwelle,1
bitter,1
rächen,1
ungefragt,1
sterben,1
pranger,1
unerwünscht,1
sei leise,1
ärgerlich,1
ohne rücksicht,1
muss abgewählt werden,1
empörung,1
abgeschafft,1
unterdrücken,1
rare,1
het ergst,1
moet staan,1
vorgegeben,2
sensibel,1
offenbar,1
zeitliche,1
gesegnet,1
zähe,1
mensch,1
'licht' geschoben,1
passiv,1
ertragen,2
gruselig,2
vergewaltigern,1
aufmerksamkeitswinseln,1
armseligen,1
gefahr,1
schlagen,1
spaßig,1
identifiziert als schwarze lesbischer transperson,1
keinesfalls,1
noch weniger,1
sperrung,1
konflikten,1
einfach,1
rote leute,1
ns regime,1
alte,1
fettigen,1
schäme,2
ungerechten,1
bestechlichen,1
instinktlosigkeit,1
abgeschobenenposten,1
abgemagert,1
kräftige,1
ausmisten,1
verscheuchen,1
belästigen,1
kein land möchte,1
beschweren sich,1
haut endlich ab,1
belastet unser sozialsystem,1
einwanderer ohne papiere,1
wegsperren,1
#rassist,1
#islamophob,1
körperverletzung,1
nicht schlau,1
abzuservieren,1
alteingesessenen,1
trampel,1
rückwärtsgewandt,1
verstoß,1
menschenwürde,1
streit,1
krachenden niederlage,1
ablenken,2
verbrechen,1
zahlen müssen,1
fürchten,1
nur noch,1
altparteien,1
bestimmte religion,1
jammernden,1
deutschen,1
packen,1
unterstützen,2
ersetzt,1
naiven,1
scheiden aus,1
wohl gekauft,1
abgeschoben,2
zu wenig,1
gitterstäbe,1
muslimischer,1
straftäter,1
geheilt,1
rotgrünen-quatsch,1
overspoeld,1
gefährlich,1
nix machen,1
zersetzung,2
geflüchtete,2
rache,1
bestrafen,1
verräter,1
überhaupt nicht,1
ärgert,1
wie immer der geschrieben wird,1
naivität,3
deutschfeindlichkeit,1
nicht mehr akzeptabel,1
kriminologe,1
vorher auf drogen getestet,1
übel,1
untergang,3
verantworten,1
gescheiterten,1
weltfremden,1
kriminellen bereich,1
vernichtung,1
stoff,1
intus,1
unsinnige,1
nicht einreisen lassen,1
vervelend,1
oude,1
niet lang,1
trouwens,1
boksen,1
😂😂,1
schlimmsten,2
bedaerungswürdigen,1
schönes höschen,1
vorne gelb und hinten braun,1
schüttelt den kopf,1
lacht uns aus,1
anarchisten,1
denkzettel,1
politisch-korrekten,1
#safespace-krieger,1
absurdistan,1
kopftuch,1
zweitfrau,1
sultan,1
migrantenkrieg,1
morde,1
warten,1
keinen schulabschluss,1
abhängig,1
prüfen (check),1
dokumentieren (document),1
die laien-ministerin,1
gebrechlich,1
zu schaffen machen,1
zutun bekommt,1
gegen trump,1
masse,1
hilfe zu spät,1
keinen (im kontext 'linken'),1
hinters licht führen,2
bande,1
islamischen masseneinwanderung,1
gesteuert,1
lach mich kaputt,1
haltet euch raus,1
nichts versteht,1
fahrräder putzen,1
unbedeutend,1
nicht ernstzunehmende,1
manipulierte,1
bezahlter,1
korrumpierten,1
billige,1
weich klopfen,1
keine rechte,1
leeren,1
gefällt mir nicht,2
belasten,1
quotenvertreterin,1
sharia,1
nicht ganz aufgeklärt,1
gesicht,1
hals,1
verkehrte welt,1
völkerwahn,1
schwer,1
nicht sinnvoll,1
deutschfeindliche,2
verfolgen,1
#asylbewerbern,1
schützt,1
rausgekommen,1
gelogen,2
lügende,1
leise,2
haufen,1
nicht gewählt,1
träumer,1
gesperrt,1
ganzen,1
nicht der größte experte,1
nicht für voll nehmen,1
pudert sich gerade die nase,1
unehrlicher,2
islamlobbyist,1
schmeichelt,1
unwesen,1
fake news,1
gehört gekündigt,1
scheinheilgste,1
hergespielt,1
schwangere,1
muslimische frauen,1
misleiden,1
zo snel mogelijk dit land wilden verlaten,1
ausgangssperre,1
immer mehr aus wie,1
in anderen klamotten,1
völkisch,1
erbrechen,1
masseneinwanderung,1
islamischen,1
faulen zauber,1
enttäuscht,1
dschungelcamp niveau,1
d promis,1
leidtragenden,1
standpauke,1
nichts gelernt,1
selbstverschuldet,1
selber schuld,1
wirtschaftskriminalität,1
beschwindeln,1
provit,1
huichelaars,1
parasieten,1
was stimmt da in seiner wahrnehmung nicht,1
keine nordafrikaner lungerten,1
nackten,1
aufzufordern,1
sofort,2
wahn,1
abstoßend,1
prostituiert,1
schießt,1
traurig,1
keine pressefreiheit,1
schwierigen situation,1
simbabwe,1
vorgeführt,1
isis-frau,1
gefährder,1
fliegt uns bald um die ohren,1
übersät mit problemen,1
nie wieder los,1
pädophilie,1
härtefälle,1
nichts,2
nicht mehr ernstzunehmen,1
übersehen,1
gestrichen,1
fy,1
zurechtgestutzt,1
reinfall,1
still sein,1
ohne bildung,1
ohne orthographische grundkenntnisse,1
rausposaunt,1
zu klug,1
nicht zu wort,1
für die anderen,1
sozialhilfeempfänger,1
konzernen,1
nicht mehr ernst genommen,1
verärgern,1
dringen,1
aufzwingen,1
beschimpfen,1
entscheidungsunfähig,1
rechtsextrem,1
hinterlistig,1
schnüffeln,1
nicht wählbar,1
muslimischen migranten,1
füttere,1
sitz,1
unordnung,1
überflüssig,2
allerwertesten,1
enorm,1
illegale,1
hinterlistige,1
ab mit euch,1
unaufrichtigen,1
abgesetzt,1
alt,1
braucht niemand,1
aufregen,1
rechter kritiker,1
linker-gutmensch,1
nöte,1
zwangsabgaben,1
zensierten,1
unverschämtheit,1
drängen,1
0 zw. den ohren,1
unrechtmäßig,1
vor gericht gestellt,1
ruiniert,1
geduldet,1
klappen,1
wutlosen,1
dressiert,1
verschwinde,1
amateur,1
spd,1
gar nicht,1
frau aus dem osten,1
genehmigen,1
schrecklich,1
ersetzen,1
rückstandslos,1
nicht meine favoriten,1
köln ist am ende,1
durch und durch multikulti,1
sexualdelikte,1
brisant,1
vergewaltigungsrate,1
#hoax,1
#abmerkeln,1
untragbar,1
gegner,1
dwaas,1
echt,1
keine eigene meinung,1
typischer deutscher,1
klapperschlange,1
fracking,1
schweröl,1
kleinwüchsigem,1
nicht sehr schlau,1
gott sei dank,1
lügner,2
schwule,1
analphabeten,1
froh,1
hergibt,1
sozialtouristen,1
diktatur,1
fertig,1
gefängnisses,1
teure,1
enttäuschen,1
masterplan,1
deutsche zur minderheit,1
nicht nachdenken,2
da hilft kein arzt mehr,1
umweltsünder,1
muß weg,1
waffen,1
urheber,1
nummer,1
lobby,1
white power,1
keine koalition,1
abwählt,1
fangt doch mal an zu denken,1
geburtenkontrolle,1
angesagt,1
arbeitsloser journalist,1
so eeien,1
darf nicht weiterhin,1
slechte,1
komische,1
schwuler,1
begünstigter handlanger,1
vergewaltigt,1
merkel-wahlzirkus,1
nur posten zählen,1
interessieren die nicht,1
kriegsverbrecherischen,1
angriffskrieg,1
verschweigt,1
blazen voll,1
gutgläubiger deutscher,1
nicht ernstzunehmendes,1
züchtet,1
spaßgesellschaft,1
hausfrauen-bildungs-tv,1
radikale,1
gefängnis,1
asylwahnsinn,1
gewalt,2
umstritten,1
nicht begriffen,1
abgewählte,1
übergriffige,1
uniformierteste,1
geistesriese,1
blockparteien,1
debile,1
gefeiert,1
unangemessene parolen,1
abgewehrt,1
überaus,1
arroganten,1
trittbrettfahrerin,1
sterben lassen,2
mangelnder bildung,1
blagen,1
auffallend,1
weh tut,1
machtgerangel,1
muslimban,1
nichts an,1
nazifilme,1
gehirnwäsche,1
afd tatort verschnitt,1
bewaffnet,1
zögern nicht,1
klimakatastrophe,1
sind sie nicht schon weg,1
ihr deutschen,1
dekking,1
😨,1
echauffieren,1
ruf,1
anti-duitse,1
verdwijnen,1
blinde,1
taube,1
solchen,1
hose,1
sitzen gebliebenen,1
sinken,1
unerträglich,2
söldner,1
heulen,1
ausrasten,1
faschismus,1
putschregimes,1
schwachen,1
widerstand,2
dekadente,1
verwirrtheit,1
behauptet,1
feind,1
dich nicht,1
bw-einsätze,1
kuscheljutiz,1
chaoten,1
chaos,1
wahlschafen,1
multikultistadt,1
multikultistaat,1
undemokratischere,1
vorzudrängeln,1
wahlbetrug,1
inkompetenz,1
nationalisten,1
sieger,1
asylbewerberbeschützer,1
verblödet,1
macht scheinbar alles,1
#erdogan,1
erniedrigend,1
lobbyisten.babel,1
finger kauenden politikerin,1
onnodig,1
psychopathisch,1
boxhorn,1
böses erwachen,1
schuldige,1
mißachtet,1
saufen,1
gesetz,1
extra wurst,1
entsetzt,1
heule,1
reg dich mal ab,1
gealterte,1
abstellgleis,1
keinerlei ahnung,1
härter,1
massiver,1
kein fan,1
aus tiefstem herzen,1
wichtig macht,1
schämt,1
schwer bewachten,1
islamterror,1
tote,1
werden folgen,1
überhaupt,1
recht neu zu wählen,1
intergrierte,1
abgeschobenen,1
schwarze,1
hinterherlaufen,1
afdler,1
neonazis,1
mörder,1
unüberlegte,1
eindringlinge,1
gehindert,1
abkassieren,1
langweilen,1
absolut kein geld,1
linke sprühaktionen,1
iss dann wohl geld da,1
unnötiger,1
klüngel,1
faule,1
zurückkehren,1
extrem,1
undurchdacht,1
begeistert,1
harziv,1
belangt,1
sitzen gebliebene,1
verkrusteten,1
schluss,1
einfach gestrickt,1
sofahocker,1
zwangsverheiratet,1
durcheinander,1
😡,1
is,1
rückgratlos,1
recht,1
suchen,1
nicht passen,1
wessen brot ich esse dessen lied,1
depperten,1
keinerlei,1
pack,1
weich,1
nicht erklären,1
unmut,1
vermeintliche,1
bedrohung,1
verunsichern,1
spd ler,1
erdogan,1
türkischen politikern,1
ondergedoken,1
roof,1
verhuld,1
menschenverachtung,1
onverantwoordelijk,1
weggestemd,1
gekostet,1
kwijt te raken,1
kein mensch,1
ohje,1
niemand serieus,1
ga naar je hut,1
blijf gewoon stil,1
abneigung,1
nicht immer ehrlich,1
islam,1
afrikaner,1
böses ende,1
angefasst,1
genossen,1
attackiert,1
verhindern,1
rechte person,1
zins-eintreiber,1
rauben,1
verbrechern,1
unzufrieden,1
bla bla bla,1
gespieltes theater,1
gegen ihren willen festgehalten,1
ablehnen,1
austreten,1
gewaltexzesse,1
nix gewesen,1
unsicherer,1
nsu,1
schleyer,1
buback,1
abstand,1
richtig,1
afd truppe,1
schmach,1
stalinisten,1
rotgrünes,1
kratzen,1
zurück,1
nicht die klügste,1
teilt sich,1
40er-iq,1
müssen,1
endlich,1
gehorchen,1
harte strafe,1
größten deutschfeinde,1
negativ,1
sollte besser nur noch zu halloween auftreten,1
