uniq sequences,number appears
दिमाग नहीं,1
लड़की का चक्कर,1
मौत से टक्कर,1
परेशानी,5
लूट,1
अक़्ल नही आ रही,1
ठीक नहीं,1
गन्दगी,3
बद्तर,1
बिगड़ने,1
बेइज्जत,2
तुझे,7
सबक सिखाया,1
सिखते रहेंगे,1
गाली पाप,1
चढ़ जा,1
जबरदस्ती,3
छीन,2
मुंह में दहीं जम जायेगा,1
बोलेगा तक नहीं,1
नफरत,6
बे,8
लाशों,1
चुप करा दूंगा,1
समझा ना,1
पूछता नहीं,1
खेलना नही आता,1
गुरु ज्ञान दे रहा,1
मालिक,1
ढोंग,1
झोपड़ियाँ,1
फालतू,6
आत्महत्या,1
तैयारी,1
चुनाव जीतने के लिय,1
इज्जत नहीं,1
असली,1
ऐसे लोग,1
दूर रहे,1
चले जाओ,1
उल्लंघन,1
खराब,6
ना दिखती,1
पैदाइश,1
छेद,1
कोई काम नहीं करता,1
शोषन,1
अन्याय,2
अत्याचार,2
ज्यादेतर,1
धोखेबाजी,1
अपमानित,1
डर,5
ना होती,1
भगा,1
नॉन ब्राह्मण,1
मारने वाला,1
हिम्मत नहीं है,1
बातें फेंक रहा है,1
काम,1
बिना आजादी,1
आतंकवाद,1
बेरोजगार,1
हारी होती,1
नही देख,1
लड़ोगे,1
अपशब्द,1
निपटने,1
हिम्मत,3
सबक सिखा देंगे,1
चुप,5
रहो,1
बेकार आदमी,1
सबक सिखाए,1
डरे हुए,1
दरिद्रता,1
मजहब,1
जानवर,3
अच्छे लोग होते ही नहीं,1
बुरे इंसान,1
गालियां,2
डरते,2
फैलाने,1
बोलो,1
तुजे,2
बदज़ुबानी,1
उखाड़,1
दम,4
अपनी औकात में रहेंगे,1
छुप,2
पैसे लेकर,1
कुछ भी काम,1
ठीक से बात करना सीख,1
ब्लैक कमांडर,1
हत्यारा,2
मोटा चुना,1
इनका स्तर दिखा दो,1
धोखा,3
प्राणी,1
छोटा,1
भयानक,1
डकार,1
बेकार इंसान,2
बुरी सोच,3
सुधारना नहीं चाहते,1
इस औरत,1
जलन,2
चोर,3
शरम,1
बेशरम,1
घोटाले,1
भ्रष्टाचार,1
लोहे के चने चबवा दिये,1
स्तर दिखलाई,1
कीचड़,1
फेलाई,1
धोखेबाज,5
सख्त कार्रवाई,1
नीचे स्तर,1
करारा जवाब,1
मत मानना,1
शांतिदूत,1
मतलब,1
बुरी तरह मरो,1
बुरा आदमी,2
कोशिश भी नही की,1
बाप दादा,1
बहाना,2
झटके,1
खत्म,1
मारूंगा,1
बेशर्म,3
गलियां,1
दुश्मन,1
अपना ज्ञान अपने पास रख,1
बेकार का रोना,1
सजा,4
नही सुधरेंगे,1
इंसान,1
छीने,1
शर्म की बात,1
बदला,1
मानसिक संतुलन बिगड़ गया,1
जैसे लोग के साथ रहोगे वैसे हो जाओगे,1
परिणाम सामने है,1
अपराधी,1
साथ,1
डरपोक,5
अच्छा नहीं होगा,2
आवाज नही उठा सकते,1
झूठ,2
लगाम,1
सुधारेंगे,1
धमकिया,1
धोखाधड़ी,1
बाथरूम,1
नौटकिबाजी,1
नहीं हो सकती,1
डरकर भाग गया,1
दुःख,2
जेल,3
न पहुँच सके,1
नासमझो,1
कोसती,1
मातम,2
दम खत्म,1
चाटुकारिता,3
कौन सी कमाई,1
खर्चा चलाता है,1
घर से पैसे लाता है,1
गरीब,2
बन्द करें,1
सबक सिखाएंगे,2
अल्पविकसित,1
भुखमरी,1
कुछ नहीं कर रहे,1
आरक्षण,1
बिना किसी काम,1
नहीं,8
फर्क नहीं पड़ता,1
दृश्य,1
चुना,1
स्वार्थी,1
आनी चाहिए,1
दंड,1
तुझ जैसों,1
चापलूसी करने वाले भक्त,1
नहीं पा रहे हो,1
खिलायोगे,1
तुझसे अच्छे,1
बुरी बातें,1
रत्ती भर गैरत,1
गंदी,1
गंदे,1
मलिका बनी फिर रही है,1
हराम,4
चुतुर्मुर्ग,1
पिटने,1
सामने आकर,1
निकलेगा,1
काट दिया,1
हल्ला मचाने,1
घपला,1
fir,1
चुप कर दो,1
इन सबको,1
टीआरपी के चक्कर में,1
बात नहीं बनी,1
कुछ और करो,1
धर्म बदल लिया,1
बुरा काम,1
तुम लोग की वजह से,1
संघी,1
नफरतों,1
व्यापार,1
बे-वजह,1
असफल,1
लूटवायेगा,1
गर्दन टूट जाएगी,1
नासमझ,1
बेटा,1
चंगुल,1
क्यों नहीं की,1
लूटने,1
बुरे लोग,1
मागेंगे,1
इल्ज़ाम,1
मुँह लगने,1
ऐसा ही किया,1
दलदल,1
हल्ला मचा रहे हो,1
इज्जत नहीं देता,1
कम,1
दिखाते ज्यादा,1
गाली तुझे,1
नक़ली,1
सख्त,5
कार्रवाई,5
ऐसी तैसी,1
चाटने वाले,1
कोसिस,1
भाग जाएगा,1
कामचोरी,1
सबक सिखाऊंगा,1
हज़ार बार सोचेगा,1
धमकी,2
फट,1
गद्दार,2
छेड़,1
शरमा,1
उपद्रवी,1
शर्मसार,2
ख़रीदे नहीं जाते,1
शरीफ नहीं देखना चाहते,1
चुप कराता,1
आवाज़ नहीं निकलती,1
मृत्यु,1
जिम्मेदार,1
धंधा,1
सत्ता,1
मज़ाक,2
जवाब ना दिया,1
भूल गया,1
शायद,1
खराब चीजों,1
परंपरा,1
अखाड़े,1
जलाने,1
शर्म करो,1
ग़लत,2
कमजोर,1
इमरजेंसी,1
चिलायेगा,1
अंधे,1
सुधार जाओ,1
जलजला,1
problem,1
डरा हुआ,1
कमी,1
बाराबर जवाब मिलेगा,1
रोते रहना,1
शिकायत,1
मोमबत्ती जला रहा,1
रो रहे,1
सो रही है,1
चुभन,1
करतूतो,1
गहण नहीं करपाए,1
फ्लॉप,1
जबरदस्त सदमा,1
झुंड,1
कुछ भी,2
शहीद,1
बुरी तरह लपेट,1
पका दिया,1
कुछ नहीं किया,1
लापरवाही,1
हरकतों,2
अच्छे नहीं,1
गिरफ्तारी,1
बेइज्जती,2
गीदड़,1
जली,1
अच्छी नहीं हुई,1
पापों,1
ईमानदार नहीं,1
गिरा हुआ,2
गिराया,1
आत्म मुग्ध,1
चाटुकारिकता,1
छोड़ दो,1
इतने सारे,1
अक्ल की जरूरत नहीं पड़ती,1
भला,1
परवरिश,1
सुधरेगा,1
सूखा,2
उमीद क्या करूँ,1
उड़ा दो,1
डुबलीकेट,1
भुगता,1
विरोध,2
तुम जैसे,1
बिना मतलब,1
पनाह नहीं देगा,1
धक्का मुक्की,1
क्यों नहीं करता,1
विडंबना,1
दरद,1
सीवरेज,1
लेंगे,1
भटकते रहना,1
लौंडा,1
उडाओ,1
बाप का,1
कड़वा,1
अच्छे आदमी नहीं,1
सहन,1
इज्जत,1
बिमार,1
मर गयें,1
तमीज़ से नहीं,1
पैदाइशी बुरे आदमी,1
मौत,1
जलती,1
बेरहमी,2
पीट,1
अच्छा नहीं,3
प्लास्टिक की बोतल फेकेंगे,1
डूब मर,1
ना करें,1
जरुरत नहीं,1
मूर्ख,1
गड्ढे,1
नहीं भरे जा रहे,1
खिलवाड़,1
कुछ काम का नहीं है,1
बेकार औरत,1
दारू,1
अश्लील,1
हालत,1
बलात्कारी,1
असुरक्षित,1
उंगलियों का उपयोग,1
कही और,1
बहाने,1
मत घुसो,1
न उठाए,1
लुटेरे,1
भटके,1
दुश्मनों,1
बर्दाश्त की हद पार,1
व्यवहार,1
सबक सिखाने,1
खराब सोच,1
लूटा,1
हवाले कर देना चाहिए,1
धोखेबाजों,3
कुटाई,2
गुलामी,1
इन्सानो के पूर्वज,1
बंदर,1
इस्के इसको,1
उछलो,1
शांत कर देंगे,1
हिंसा,2
बीमारी,1
फरेब,1
टेस्ट किया जाए,1
हराम काम करने वाले,1
मुँह,1
लाचार,1
कीचड़ उकालने वाला,1
पिटाई,1
भ्रष्ट,3
नहीं आती,1
आ गया,1
गंदी सोच,1
करतूत,2
नहीं अच्छा,1
तेरे जैसे लोग,1
कैसे पत्रकार बन जाते,1
टॉयलेट साफ करने वाला,1
क्या भेजोगे,1
तुमसे साल भर में मेरा कुछ न हो सका,1
रोना-धोना,1
भाड़ में जाए,1
भगाओ,1
तुझ जैसे लोग,1
चिल्लाने,1
हरा सौच,1
अच्छा दिखाने,1
पैसे देता है,1
लड़ पाते नहीं हो,1
सही से नहीं लिख सकता,1
पत्रकार बना घूम रहा है,1
कब्ज,1
कुछ भी बोल,1
एकदम,1
आउट,1
मानसिक रोगी,1
खो चुके,1
बिच,1
मार रहे हैं,1
तोड़फोड़,1
पूछ,1
मरा,1
ढोंग रचने वाले,1
कामचोर,1
नीचा गिराने,1
जबरन,1
निबटा,1
कुछ भी करेगा,1
भटका,1
अच्छे व्यवहार के आदमी नहीं,1
बकैती,1
पकड़ो,1
अफवाह,1
हिस्सा खा रहे हो,1
शिकायत करना,1
दुशरो के नही होते,1
छोड़ो,2
समझते,1
रायता फैलाया,1
क्या कर दिया,1
क्या कर रही थी,1
फेंक रहा है,1
लाभ लिया तू,1
नहीं सुधरेगा,1
वैसा का वैसा,1
गोरो,1
तुम्हारे पास नहीं है,1
हमला,2
छोटासा,1
नमुना,1
मरने,1
उटपटांग,1
नफरत फैलाया,1
आदमी,1
ततपर,1
अच्छी नहीं,1
लालच,1
भाग गया,1
हरवा देगा,1
बिना किसी दम,1
रोक,1
बेकर,1
सत्यानाश,1
कर सकता है,1
हारी,1
जान बूझकर,1
सूपड़ा साफ,1
हत्यारे,1
सर्मथन,1
मैच फिक्स,1
असर,1
हेटर्स,1
आपत्ती जनक,1
गंदगी,1
तुम्हें,1
बाहर कर देना,1
सबक सिखाओ,1
गंदी नजर,1
समस्या,1
जैसा काम वैसी शक्ल,1
प्रॉब्लम,1
मर रहे थे,1
तोड़ी,1
औकात,2
वैसा ही करें,1
मुह नही खुलेगा,1
यह सब,1
n समझ,1
बीच मे न आ,1
बुरे काम,1
कत्ल,1
पागलखाना,1
गाली देना,1
नहीं कर पाता,1
ठीक से नही,1
खराब करतूत,1
पकडा जाये,1
बलात्कारियों,1
फाँसी,1
पेरोल,1
नाच,1
लाउडस्पीकर,1
रैप,1
मर जाये,1
लौंडे,1
लानत,1
उत्पाद मचा,1
चिल्लाना,1
बन्द,1
अलगाववादी,1
none specially,1
झांक,1
बलात्कारीयो,1
बहुत बुरी पिटाई,1
मिर्ची लग रही है,1
आबे,1
मत कर,1
घुटनों के बल,1
ज्ञानी (in a sarcastic context),1
उछल रहे हो,1
बनाया,1
हार,1
स्तर दिखा दिया,1
इज्जत से न खेले,1
रेप,1
बुरे लोगों,1
कड़ी लगाम,1
ओए,1
इतने जल्दी,1
dam,1
जेल में डाल दो,1
सबक नही सिखा सकते,1
तुम इंसान अच्छे नहीं,1
अरे,1
सिखले,1
निकला,1
हाथ और पैरो से बात होनी चाहिए,1
नहीं खेल रहा है,1
चिल्ला रहे है,1
तुझसे,1
नहि मिलाएँगे,1
कांग्रेस,1
तीर मार रहे हो,1
कमेंट करे,1
चिल्लाती,1
बिल्कुल नहीं चलता,1
जल रही है,1
बिगड़,1
बाहर करो,1
पलट गए,1
कम दिमाग वाले,1
उफ्फ,1
सुलूक,1
ठोस कदम,1
हिन्दु मुसलमान कराओ,1
अपनी रोटी सेको,1
तेरे जैसा आदमी,1
वोट मांगने मत आना,1
तमाशा मचाएंगे,1
जूठा,1
गिरफ्तार,1
