uniq sequences,number appears
እውነቱን ለምን,1
አላቅም,1
አይነካም,1
ክ,1
የተባልነው,1
ወንጀለኞች,1
የማፍረስ,1
ጥሮ ግሮ,1
ደከማው ሙስልም,1
ዳካማ,1
ወንጀሎች,2
ያሰራጫል,1
መታገል,1
ስለሚፈራ,1
የሚረበሸው,1
ፍርድን,1
ሰስርአት,1
እያፈረሰ,2
ስራ,1
አንተ ቀና የሆነ ልብ የለህም,1
መምራት አንችልም,1
አጣብቀት,1
ሳይሆንልህ,1
ስንት ግዜ,1
ትሞክር,1
የላዳ ጠባይ,1
መንገድ ዝጋ,1
ስታነሳሳ,1
ቆይተህ,1
አሁን,2
ምንስ,1
ያልተገባ,1
ጥሩ ቅርጽ ነው የላት,1
ተገቢ ያልሆነ,1
አስተሰሰብ,1
ከፍተኛ በደል,1
አዝኛለሁ,1
ችግር ላይ,1
ከመታገልና ከመጮኽ,1
ከማይረዱት,1
ወገን,1
ቅ,1
ማስተከከል,1
ተንታኝ,1
አትፈርስም,2
ሰብአዊነት የሚሰማህ,1
ቀሪ,1
የዋህ,3
የማያገለግሉ,1
ቀልባቸው,1
ዘር ማፅዳት,1
እጣ,1
ተቃራኒውን,1
ፍርዱን,2
አሳስቶህ,1
ተለይተሀት,1
ሂድ,1
ትንሽ,1
እንደትልቅ,1
አይመጥንም,1
አልልህም,1
ቁጥጥር ስር,1
አንበጣ,1
የሚያጠቃ,1
እንዴ,4
ሳይከበር,1
ቁሳዊ,1
ቀናው,1
ከንፈር መምጠጥ,1
አስከፊነት,1
አይስማን,1
እንፈር,1
እየተራመድክ,1
ለህሊናው የማይኖር,1
ዋጋ ያስከፍልሀል,1
ዝም ብለዋል,1
አውቅን,1
ባዮች,1
የመዘገብ,1
ብቃት,1
ያልተቀበሉት,1
የማያስጠራ,1
አትደግፉ,1
ተራ,2
ተጨቁነን,1
ጠላትነቱን,1
ያስቃል,1
መሆን አይችልም,1
ኣታፍርም,1
እያረክ,1
እያሉ,2
ሚሳደቡት,1
ጠፉት,1
አይባልም,1
የዘር ማጥፋት,1
ራስን ይጎዳል,1
እንደምትሸውድ,1
አይገባም,2
ልቦና ያለው ስው,1
ይጥፋ,1
መሮ ምቱ,1
አልታወቀህም,1
በነፃ,1
ድጋፎችን,1
ጨክን,1
አይንህም አስተውል,1
ማመን አትፈልግም,1
አይደለሽም,1
አይመስልም,2
ጦርነቱ,1
ፍረድ,1
አደከመው,1
ኣያጋረም,1
ተማርን,1
ሲበተብጡ,1
እንጂ,1
ልትበቅል,1
እንደመስማት,1
መጨረሻ,1
ትቀላቀላለህ,1
አንፈልግም,1
አንሰጥም,1
የማይጣጣምን,1
ታዲያ,2
የሚገቡህ,1
አደለህም,1
ታናድዳለህ,1
ሙፈሪያት,1
ጥሩ መሪ ነው ብዬ አላስብም,1
ፈታኝ,1
ነጭ,1
ደህና,1
ጉራጌ,1
አትይዥም,1
ድሀ,1
የሉበትም,1
ምንድነው,1
ብዙ ብዙ ማውራት,1
ለማይገባው ለማይረዳ ይሄ ሁላ አያስፈልግም ሀፍተይ,1
ጽፍ,1
ተጥቅመህ,1
ከበረሀው,1
ባለ አላማ,1
መሆንሽን,1
ዝቅታ,1
የማይገባው,2
ፍርሀት,2
አልተቆጠቡም,1
አይፈልግም,2
ሊሰጠው አይገባም,1
ተይ ቢሏት,1
ዝም ብላ,2
ጭራሽ,1
እውነት አይደለም ማረጋገጥ አይቻልም,1
አንሳ,1
የምታሳዝነኝ,1
አቁመዋል,1
እናንተ,3
ይሄንን ሰው,1
መለጠፋችሁ,1
አይደለንም,1
ነው እንዴ,1
መጠፎ,1
ዞሮ,1
ተገቢ ያልሆነና,1
ዝቅ የሚለው,1
ላሣደገችህ,1
ካንተ የሚጠበቀው,1
ይኸ አይደለም,1
ጨዋ ህዝብ,1
ደፈር,1
ያንቺ አይነት,1
እየተከከበበ,1
ራስወዳድ,1
አናኒ,1
በደህና የአእምሮ ጤንነት ሁኔታ ላይ በማይገኘው,1
እንነቃቸዋለን,1
ሽመልስን,1
አንቺ,1
የውስጥ ጉዳዬን,1
አትለቀው,1
ቢስ,1
በክፉ,1
መሪ,2
ክብር የማይሰጠኝ,1
ዝቅ አያደርገውም,1
ጎንደሬ,1
ትጥለለች,1
እንደፍለጉ,1
ዘመዶቹ,1
አንተን አይመለከትም,1
አታዊሪ,1
አሳፋሪ,1
አሳዛኝ,2
ጨካኞች,1
ጫወት,1
አደገው,1
ይቃለከር ይገርመን ተቃራኒ ነገሮች,1
ተረት,1
ኣትርሳ,1
የትም አይደርስም,1
ብሎክ,3
ሹመኛ,1
ከፈራ,1
መንግስት,2
አብይ,1
የቦንገር ልጅ,1
ያሻግረናል,1
ነፍስ ጉዳይ,1
አንገትህ,1
እዳው,1
ገብስ,1
ሁኔታህ,1
አይሻልም,1
ሰው ብዙም ላያምንህ ይችላል,1
ያቅተኛል,1
እውቀት ብቻውን ብዙ ጥቅም የለውም,1
ስራው በደል,1
መሰለፍ,1
ጉድጓድ,1
ጫካ,1
ውግያ,1
ቡድን,1
ብዙ ሊያስወሩ,1
አንደበተ እንደሌለው,1
በመዝለልሽ,1
መቆጣት የለብሽም,1
ፊደል ያልቆጠረው,1
ትኩተረት,1
ዝም ብሎ,1
ራስን ከፍ ማድረግ,1
ዘለልሽ,1
አይመለከታችሁም,1
የማይረዳ,1
መሰላችሁ,1
የማታስቡ,1
ዕያየሁ አይደለም,1
ማየት መሆን የለባቸውም,1
እቀራለሁ,1
ላርግ,1
መጥፎ ስራ,1
ምርኮኛ,1
ስርአት የሌለህ,1
ወጥተህ,1
መሰብ,1
የበታችነት ስሜት,1
እዚህ ያደረሳችሁን,1
በዚህ ልትኮራ አይገባም,1
አይዘኑ,1
እውነታውን,1
አላውቅም,1
ሰብሰብ,1
እርሰዋን,1
እንደማንወዳት,1
አነስተኛ,2
መጣጥፍ,1
እውነቱ ዘግቦዋል,1
አትየው,1
ያሉት,1
እየሞተና,1
እየተፍለመ,1
ማነው,1
የሚያስተችህ ነገር የለም,1
ያልተረጋገጠ,1
አያውቅም,1
ጤና ያለ አይመስለኝ,1
መጥኖ,1
መደቆስ,1
ድስት,1
ጥዶ,1
ማልቀስ,1
የገደለውና,1
ሊገደሉ,1
መጠን የለሽ,1
በካንሰር ተለክፎ,1
ውፍረት,1
እያብጠለጠለች,1
ርዮትን,1
እሷን,1
እሰራኛን,1
እንዴት እሰር,1
ከአይጥ ጉድጓድ,1
ካስፈረዱበት,1
የጊዜ ጉደይ,1
የተንጋደዱት,1
አህመድ,1
ሚልዬኖቹን,1
የሚሰረቅ,1
እያጎደ,1
ጠብመንጃ,1
ወታደር ብዛት,1
ዘወር በል,1
እራስሽን ጠብቂ,1
መውትጣት,1
ብቻ,2
አያነሳውም,1
መናገር,1
እችላለሁ,1
ቁጥጥር,1
እቃሽ,1
ይዛሽ,1
ማሄድ,1
ትጠላለህ,1
አገሪቱን እንዳይሆን ያደረጋችሗት,1
አርቃችሁ,1
አታስቡ,1
አታመጡ,1
ዝም ብለህ,1
ሞቱ,1
እያስክፋህ,1
ተገቢ ያልሆኑ,1
ሀሣብ,1
ሞገቱ,1
ክርክር,1
ያሳጣ,1
ምንም,1
ትርጉም,1
ውጤት የለውም,1
የሌለው,1
ለጦርነት,1
እንደቀልድ,1
ቅናት,1
ምስኪኑ,1
ጋደም,1
ትጉህ,1
ልትበሳጪ,1
ትቸኩላላችሁ,1
ስሪ,1
የማይጠብቅ,1
የማይጣልበት,1
ጨለማ,1
አስፈሪው,1
መቀለድ,1
ውጤቱ,1
መጥፋት,1
ወድቀው,1
ቀሩት,1
የዘለለ,1
ምንም አታደርጉም,1
ተራግምያለሁ,1
የሚፈነጩባት,1
ኣንፈልግም,1
አደብ,1
ያስገዛልን,1
ተገዢ,1
ሴትነቱ,1
ይከበራል.,1
በሙቀቱ,1
ልወድቅ,1
አትድገምልን,1
መጥናትህን,1
አለወደድኩትም,1
ምን ሆነህ,1
አጣምራችሁ,1
ተላጭታችሁ,1
ተተኪው,1
አይገባውም,1
የማዳከም,1
በዝምታ,1
ባታደነድነው,1
የሚያወራው,1
ክርክሩ,1
አከረርከው,1
አንች,1
አብዝቶ,1
ከእውነት የራቀ,1
ፖለቲካ መሳሪያ,1
አይደለኸም,1
ዳገፈዎቹ,1
ወሬ,2
አገልጋይ,1
ችግርና,1
መከራ,2
እኳስ ምክንያት,1
መከፋፈል,1
በመዘጋቱ,1
የተከፉ,1
ተቆርቆሪ,1
ወድቁ,1
ሊፀፀቱ,1
ሊጎዱ,1
ነፍስ የሚጠፋ,1
ሕይወት መጥፋት,1
አይለኝም,1
አይወክልም,1
ዝም ብትል,1
አልቻላችሁም,1
በዙ ሰዎች,1
ይጠቅሳል,1
ተወውና,1
አፍ አለኝ,1
ያወራል,1
ክፋቱ,1
ቀውስ,1
ለሌላ ቦታ የለንም,1
ማነህ,1
አላረገም,1
መፍረስ,1
ታረገዋለህ,1
ያለ ማስረጃ,1
ሳይ,1
ለማሸሽ,1
የደሀ ልጅ,1
እራሱን የሚያሳዩ,1
አታስፈልግም,1
የረሳው,1
ምንም አትሰሩም,1
በመተው,1
ደፋር,1
ነገሮችን ቶሎ የሚረዳ ሰው አይደለም,1
መውቀሰ,1
ልማጥ,1
በህግ የተከለከለን,1
ቀለል,1
እንዲህ,1
ክብርህን የማይመጥን,1
አታድርግ,1
ያታለልክ,1
ፋረድሃል,1
አምባገነን,1
አታቂም,1
አደረከው,1
ያንተ፤ ፔሮል፤ ባትፅፍ,1
በቀሰቀሰበወት,1
አይሆንም ነበር,1
ክስ,1
ወይ እይ,1
ሳትመርጥ,1
አታቅርብ,1
ጨዋ,1
አፈላልጌ,1
የከፋ,1
አታፍሩም,1
ውጣ ውረድ,1
ተነግረናለህ,1
አለ,1
አለመቻል,1
አሰልቺ,1
ያቃተህ,1
የሚያሾፍ,1
ለራሱ ብሄር ብቻ የሚያስብ,1
አርቆ የማያስብ,1
ካመንሽበት,1
ከለቀቅሽው,1
ትክክል እንዳልሆንሽ,1
ምንም የማያስብ,1
አንበጣ የሚያይ ዓይን የሌለው,1
ጆሮውም የማይሰማ,1
ሞራል,1
ጤናውም,1
ማውራት,1
አንተ አዛውንት ሰውዬ,1
አህያ,1
ክብር የለለው,1
ደጋፊ አትሁን,1
ንፁሀን ሞት,1
ቀይራዋል,1
ሀሰብ,1
አያሳጣን,1
ውስጥ አትግቢ,1
ግን ትክክል አይደለም,1
እየሞተ,1
እየደቀቀ,1
የሚያስከፋ,1
አነሳሽ,1
ለነገሩ,1
ያሳምናል,1
መምጣትህን,1
በስር እየተሰቃዩ,1
እየተጉዱ,1
በማያሳይ,1
ዝቅ ብላ (yield),1
አንድነት የለም,1
ተሳድበህ,1
ማይድን,1
በሸታ,1
ያስራል,1
እሳት,1
መጠመዱ,1
ህይወቱን ማጣቱ,1
መፈንቅለ,1
አታሳስቱ,1
ምንትስ,1
ጡት,1
የውጭ ውበት,1
የውስጥ ውበት,1
ብልግና,1
ተማኝነት,1
የመፍረስ,1
የሚያሰዘነኝ,1
ደም መቃባቱ,1
ሁህ,1
ያበቃና,1
ድብቅ ስራዎች,1
የድሀ ቤት,1
እያቃጠለ,1
ሳይመቸው,1
ዝም ብየ,1
ያረገህ,1
ገሀድ,1
ፍርድ,2
ጠላቶቻችን,1
ፈሪዎች,1
ፍራቻ,1
ጎድልሃል,1
ጠልቼ,1
ብዙም ደስ አትለኝም,1
አይደንቀኝም,1
አላመሰግንም,1
እንዳንተ አይነቱ ሰው,1
ሹም,2
ሲቃወም,1
አስፈሪ እንሰሳ ሻሽ ቆቡ ከርዳዳ,1
ስርአት የለውም,1
ያርቃል,1
መገደል,1
መጎዳቱ,1
አታውቀውም አትመጣምም,1
ከአንተ,1
ይከብድሃል,1
ማይገባህ,1
አትልፋ,1
ተገቢ ያልሆነ ጭንቀት,1
ያንሰዋል,1
አለማወቁን,1
አስፈሪ,1
ገጸ-ባህሪ,1
ወክላ,1
የማይ,1
እርዳታ አንፈልግም,1
ያልተጣራ ክስ,1
ዶር ፍስህን ካዋከቡት,1
የዲሲ ግብረ-ሃይሎች,1
የፖለቲካ ስራዎች,1
ምኞትህ,1
አይከብድም,1
መቸም,1
ምኞት,1
የማይሰማና,1
ልበ ደንደና,1
ስርአት የሌለው,1
ስጋት,1
መውደቅ,1
ግድያዎች,1
ዞር ያለ ነገር,1
የተዛባ,1
አይነት,1
አንድ ላይ,1
የማያቅ,1
ጨቋኝ,1
ተጨቋኝ,1
ሀገር አልባ,1
ሰላም አናገኝም,1
የገደሉትን,1
አሳማኝ,1
ተቆርቋሪ,1
ዕይታ,1
ዕየጣርክ,1
ትጣራለች,1
