uniq sequences,number appears
اذاكم,1
غير الموهوبين,1
غير مدرك,1
يثير الجدل,1
نسف,1
يشله,1
غير المطلع,1
السياسين,1
شغب,1
تكسير,1
اغبى,1
اسكتي,2
شرفهم,1
الخط الأحمر,1
غير مطلعة,1
الصدق,1
النضج,1
خاطئا,1
درس بالأخلاق,1
أزعل,2
مهزومين,1
امه كانت بتبيع زبدة,1
غير قانوني,1
غير المناسب,1
على الإطلاق,2
غير صادق,1
يضربك,1
غير مناسبين,2
ازعجونا أنصار العصملي,1
العثمانيون الترك,1
سذاجة,1
تخليت,1
شخص مثلك,1
مش عاجبك علاقاتها الدولية,1
فارغة,1
مثيرة للشفقة,1
مصيبه,1
مولم,1
مستحيل,2
لاتمثل,1
السخيفة,1
الاغتصاب,1
اعتداء,1
ما نبي مصريين,1
ضحية,1
حرام عليك,2
تقديس,1
مبتدئين,9
أسمر,2
يضحكون,1
بساطته,1
تجننولاو,1
ماحد,1
الفلس,1
هزلت,1
العينات,1
حددنا,1
تركنا,1
الخط الاحمر,1
السجن,2
مكشوفين,1
تناقضهم,1
ايها الرجل (you man),1
لا يشبهوننا (do not resemble us),1
الله لايوفق,1
حزب اللات,1
المليشيات الشيعية,1
احتليتوا,1
هجرتون,1
نغلبكم,1
مواجه مباشره,1
دروس,1
ليست جيدة,3
بعتم,1
الأرض والعرض لليهود,1
كيف ستقفون أمام الله,1
يلا,1
مش متزحلق,1
إفريقي,2
عدم تكافوء النسب,1
موتو بغيظكم,1
يا مصريين يا متهزئين,1
إهمال,1
تعبتنا,1
إهانة,1
لرئيسه,1
تخربونها,1
فكوا امنا,1
غير قادرين,2
لا فائدة له,1
بالسوء,1
كفاااايه با حكم,1
أي سلام,1
,2
يكفر,1
مكذوبه,1
يتركون,1
جهلهم,1
لن نرغب، أبدا,1
خرجناك,1
غلبناكم,1
حرمناك,1
صياحكم,1
تدورون الاتنشن,1
شوية بنات,1
بتوع الفول,1
ياحسوفه,1
محد مهتم,1
زودتها,1
اثارة جدل,1
اركد,1
سمينة (fat),1
غير سوي,1
معادون,1
ساخراً,1
سطحي,4
مفهاش احترام,1
مستحمل,1
ليس صادق,1
يسكتلياه,1
ظُلم,1
كارثية,1
العشوائيه,1
ليسوا جيدين,1
مو قد النقاش,1
تتهم,1
انتحار,1
ثقافي,1
أحتل,1
يشه,1
لا يفهم,1
السارق المسلح,1
المغتصب المتسلسل,1
مو ذكي,1
القهر,1
الانكسار,1
فاظلم,1
لا نرجوك مرحمةً,1
الضجيج,1
فتى,2
عمل رجل,1
قصيرة,1
أقصر,1
يكذبون,2
سهلون,1
تفجير,1
المشتبه بهم,1
الذين ظلموا,1
النار,3
فهولاء الشيعة,1
مسكين,1
مليان,1
من القهر,1
معدته كبرت,1
قسّمهم,1
المستعمر,1
الضرب,1
اللكم,1
يهود,2
بكره,1
كنيس يهودي,1
ما ينفع,1
لست على حق,1
مساكين,2
غير محترم,1
شائن,1
بيهدموا,1
بيوقعوا,1
انحرق,1
بدون شخصيه,1
رحمة الله عليكم,1
اعتقال,1
داعش,2
لا تعرف,1
الجفا,1
غير ذلك,2
يضرون,1
احسبي الله عليك,1
يعملون فيك,1
شَتَمَني,1
مخالط,1
مشتبه,1
طفولي,1
بحذر,1
التطبيع,1
المباركة,1
تموت,1
الذنب,1
الأذناب,1
يهاجمون,1
حفلة التبرير,1
فلانه,1
علانه,1
شراميط,1
خزيتو,1
فلسطيني,1
الشرطة,1
الأشرار,1
مغرر,1
ملعوب عليهم,1
غسيل حمامات,1
رخصك,1
رخص تربيت ابوك,1
ضربي,1
الرد,1
غير الأخلاقيين,1
طردهم,2
اشد,1
كرهتني,1
ما تشوفوها,1
الافريقين,1
عنصريه,1
ضائع,1
المسكينه,1
اشرار,1
رجمهم,1
بيسكروا,1
ذنبي,1
دعيت على,1
رجعي,1
غضبان,1
بلاش,1
مش فلسطينية,1
مش مخيم,1
لا تتكلم,1
يا ويلكم,1
ياليهود,1
الهلاك,1
فساد,2
عرضة,1
مطر حمضي,1
ضربة,1
بخلقتك,1
كونتي,1
ترجيتك,1
مارديت,1
تحت قبضة,1
المشاكل,1
قبص,1
مارخصكم,1
غير مناسب,1
يفجعهم,1
زرفوا,1
الاسماك,1
مستنقع,1
تماسيح,1
اتباع,2
مافيش,1
لا بحر,1
لا نفط,1
الإدمان,1
لا يمكنهم تحمل الشيء الحقيقي,1
صار غير,1
شواربكم,1
لستم أهلا لها,1
لاشيمة فيكم,1
ولاغيره,1
تسرقون,1
ما تضمن نجاح مخرجاته,1
عبدت النار,1
عنيف,1
أسود,1
تفرقه,1
اسكت,3
الكيماوي,1
مزبلة,1
التاريخ,1
ستموت,1
بحسرة,1
لن يعطيك شرف,1
ابتزازه,1
فشلة,3
معصب,1
البنات تدعي,1
ترفضه,1
لييش,1
يبطح نفسة,1
تخفيض الرواتب,1
مقلب,1
لا تستطيع,1
بشكل صحيح,1
الدعارة,2
تربيتم,1
سرقة,2
كذابين,1
تختفون,1
ماتردون,1
شركة نصب,1
حقا أمر لا يصدق,1
فاشل,1
عيال فاشلين,1
الغبيين,1
ذرة شرف,1
مصداقية,1
🤮🤮,1
خسرتو,1
غرقتونا,1
ترهاتكم,1
تدري,1
قاعد تتابع,1
ازغل عليك,1
😂 مش قادر يتقدم خطوه أردوغان,1
ماعرفو يربونك,1
مخترقين,1
سرق,1
لهف,1
فاكر نفسه نضف,1
ينكشف,1
بدفدفة,1
ماعندك أحد,1
صعب,2
فررتم,1
زعلان,1
قاموا بمضايقتي,1
غير لطيف,2
يبتعد,1
اجادل,1
والاكم,1
ايدكم,1
الخصوم,1
لا يعلمون شيئًا,1
شهيد,1
مفزوع,1
نصيح,1
قفل,1
تخطف,1
المشردين,1
مسوي,2
هيك,1
مجرد,2
يا عمي,1
ما بيعرف شي,1
خدع,1
ضعيف,1
المشكلة,1
غير كفئة للغاية,1
يستفزني,1
سخيفة,1
شو وضعك,1
العملاء,1
بائعي وطنهم,1
مو للبناني,1
مجرد دمية,1
حرق,1
عانت,1
تعذبت,1
يأذيه,1
يكسره,1
يتجاهل,2
ارهابيه,1
التصفيه,1
السرقة,1
ليسوا مناسبين,1
حذفت,1
آخر,1
اغتصابها,1
هتك عرضها,1
اقتصاد هش,1
المضللة,1
كلا,1
يحاسبونه,1
صلعته,1
عاكس الضوء,1
يلعب بدوري مبتدئين,1
ماقابل خصم قوي,1
نائمون,1
غير ناضجة,1
انخرب,1
تدعمون,2
الخفاء,1
مضادت الصواريخ,2
الهبل,1
المجانين,1
النرجسية,1
حشرتك,1
أخلص من,1
none expressed; however,1
implied negativity in the phrase 'ولا شيء جيد يخرج',1
ليس بريء,1
جرائم,1
ماقبلتي,1
طفوليين,1
الاكتئاب,1
حسبي الله عليكم و على والديكم,1
يفشلو,1
راشي,1
استح,1
الأسد,1
غاز السارين,1
السيء,2
الفساد,1
دمار,1
مشكوكة,1
غير مدروسة,1
مضللين,1
عكاريت,1
بشع,1
جبانة,1
ابوصومعة,1
ضربوا,1
يتطاول,1
بتتحكم فيهم هرموناتهم,1
رحمنا,1
صغير,1
وهمي,1
الفقر,1
محجوز,1
ما في,1
نهدمت,1
ماتو,1
عين,1
يخادعون,1
يبطنون الكفر,1
زائفة,1
غير مفيد,1
ليسوا على حق,1
القاع,1
مش سالكين,1
تلاعب,1
تقلبين امها,1
قتلتم,1
يامدعين,1
تتفرجون,1
أخذ,1
فاحشي الثراء,1
صهيوني,1
استنكر,1
غلطانين,1
انعدام المشاعر,1
بطلو,1
قرفتنا,1
مجننين,1
امك,1
أفضل,1
مطفي النور,1
فاسدة,1
تضبط,1
شلته,1
هم سلطه على الضعيف,1
أسكت,2
وخر,1
ما يعجبك,1
متعة (pleasure),1
اصلا,1
يدور اتنشن,1
يسيطرون,1
مطامع,1
حقدا,1
حسدا,1
محاربة,1
قرطة,1
هه,1
راشق,1
مصلحة,1
كسولين,1
بيسترزق,1
بيتاجر,1
😂👞,1
تتلزقي,1
مكشوفه,1
حسبي الله عليك,1
ناقلة،  مافي شيء,1
متشتغلناش (don't make fools of us),1
خاف ربك,1
تنهبوا,1
خلاص,1
الاكراد,1
العراقيي,1
استفزاز,1
مشكلته,1
شاكلته,1
اخضع,1
اطلع برى,1
ولا عاد تجيب سيرة,1
احسنلك,1
تتحرم,1
ملهاش حق,1
محجوبه,1
شويه ناس,1
زيك,1
وش ترجي منها,1
شو في مخك,1
نكبتنا,1
بتنهي علينا,1
مو على اساس,1
نهبوا,1
لحدكم,1
الغير ذكي,1
هؤلاء الشيعي,1
حلال الدم والمال,1
مشكلجي,1
دايم مشكلجي,1
غير مألوف,1
حرفتم,1
الفشل,1
نقص عقلي,1
سمينه,2
استعجلوا,1
اختيار غير موفق,1
الغاضبين,1
بتقولها,1
اتكلم بأدب,1
محدش يهينك,1
اللسان الفضفاض,1
ساب,1
العدم,1
الله يرحم امك,1
نتلاعب,1
مزعج,1
اختلفت,1
تحالفت,1
سياسة,1
الأعداء,1
تذهب,1
هاوي,1
العبث,1
بتسكر,1
بفش خلقو,1
نصف حزمة من البطاقات,1
بيتحدفوا,1
ساذجا,1
الإستغلال,1
الخطأ,1
لا يستاهلون,1
المطبعون,1
غير جيدين,1
ما حدا مانعك,1
كفار,1
صامت,1
أعمال أردوغان,1
الهطف,1
ناره,1
اخر زمن,1
عمائمكم,1
أحفاد الشيعة,1
اهبط,1
تغرق,1
مشغولين,1
ابوك,1
ابن سته وستين محترم,1
بلوك,2
عيب,3
أزمة,1
الموت,1
الفاسدة,1
م قلنا بسم الله,1
تقتلوا,2
تسجنونه,1
تفوز,1
فقير,1
جاهلة,1
قيود (restrictions),1
غير حكيمة,1
قرفتك,1
السم,1
شايله هم,1
ماشالت هم,1
تزعلني، لحد يحط نفس اسمي، تعبت,1
ماتخافش,1
عديت,1
الغير مناسبين,1
لقم,1
البكاء,1
قلة ادب,1
تخدم اجندة بنو علمان,1
واشباه الرجال,1
كيد,1
بتاعتي,1
انانيين,1
ضيق,1
محدود,1
بلطجية,1
خروف، التبن,1
المشكله,1
غير,1
رجال,1
غير سخي,1
وقح,1
ضيق الأفق,1
ناقص اللياقة,1
تغريدات عمها تفشللل,1
تفكيره مره ساذج,1
أذكى منك بكثير,1
غير ذكية,1
faoul,1
كس اختك,1
ضعيفة,1
يوقف,1
حدوده,1
معارضي,1
لا ترجع,1
لايطيق,1
مش كل,1
ما عندك حمام,1
بتعملها تحت الشجرة,1
بتمسح بالحجرة,1
سيئ,2
شوارع,1
قليل، الشتيمة,1
الضرر,1
الأحزان,1
سيئا,1
انت وشعرك,1
بجاحه,1
لا يمثلونني,1
لا أحد يريد,1
ابتلشنه,1
يفتي,1
محتلين,1
ترذدوننا,1
في الخفاء,1
داج,1
مجامله,1
تطبيل,1
مايضحك,1
القضاء,1
تؤذي,1
إرهابي,1
هاك,1
استغفرالله,1
أتباع,1
ماعليها شر,1
نتخلص,1
صغار,1
مسترخصه,1
دماء,1
الارهابيين,1
مساومات,1
الله عليك,1
💔,1
عبقرينوا,1
هزيمة,1
سيء جدًا,1
انتبهي,1
لا اجي أعلمك,1
يرفض,1
وقع يا…,1
زحط,1
حسيبك,1
غافل,1
تبرر,1
مغتصب,2
القتيل,1
غير المناسبين,1
الساذجين,2
شحاذه,1
نصب,1
يعزل,1
لا يهمني,1
اعوذ بالله كفار,1
مبتدئ ما تولعوا خايف,1
كسول,1
تؤيد الشيوعية,1
العدوانيين,1
المستعجلين,1
حساس,1
استنزاف,1
بسيطة,2
فصلوا,1
رماه بجزمة,1
كان ماصرت,1
غصب,2
مالقيت الا فلسطيني,1
الأبد,1
دولار,1
المكان,1
فشلت,1
دار عجزة,1
بيروقراطية,1
الغير منطقية,1
القاسية,1
المسبة,1
كذبيه,1
لايلعب عليكم,1
حقد,1
شتائم,1
يدعي,1
ينقلب وضعه,1
تعب,1
هجمات,1
فريق,1
خلاف,1
ضب,1
زعرانك,1
انتوا,1
يعدمني,1
صرخوا,1
لا يعرفون شيئا,1
سط,1
متعملوش بلوك,1
نخليها تسيب تويتر خالص,1
قتلت,1
حشرونا,1
لا يصلح,1
ماتغيرت,1
نهزمهم,1
ثملا,1
مسدس,1
تقبريني,1
خلي جوزك حدك,1
سامة,1
ماتدري,1
ليش,1
مو قادرين,1
بالذعر,1
غصبا,1
لو فيهم راجل,1
ترقد,1
هجّر,1
الانهيار,1
أي كلام,1
جزاتنا,1
الفكك,1
كيد الشيعة الإيرانيين في نحورهم,1
إيقاف,1
لعينة,1
خافوا,1
وين الرحمه,1
رأفة,1
الغير مدروس,1
سمين,1
الكسل,1
يستاهل,2
غبيًا,1
تضحك بسخرية,1
لم يموتوا,1
انعدام الاكسجيين,1
مضحكة,1
كعادتك,1
محتل,1
قاتل,1
لا تضل تتمسكن,1
لا شيء,1
افضل منك,1
تلعب زين والا اطلع,1
عالفاضي,1
أحرق,1
الشوم,1
اللي قاعد يصير,1
تدعيات افعاله وما سمع,1
خدامة افريقيه,1
السوء,1
سارق,1
ولاد فاشلين,1
خلعتك ضربة,1
هالفوعة,1
الله يشفيك,1
ريح يتزوج عليك وحده ثانية,1
طاحت (fell),1
مرض,1
الفواحش,1
سرطان,1
يفتق,1
يضغط,1
واقفين,1
مطفر,1
خطر,1
اعداء,1
الفضلات,1
لا يستحقون الاحترام,1
تسب,1
منطنشه,1
عيزوا,1
يصرخون,1
ما نبييكم,1
مالها نهايه,1
غير منطقي,1
حربا ضروس,1
صهاينة,1
أعداء الإنسانية,1
كيدهم,1
نححورهم,1
يشغلهم,1
مفبركين,1
معيش,1
فاجرين,1
بارات,1
تحط بحلقه تبن، التبن مايكفي، مشكله,1
الغني,1
مثل هذه الأشياء,1
غير جيدة,1
لاتفقه شئ,1
فحول,1
استانس,1
المهازل,1
تحشرو,1
كل اشي,1
مشكلات حقيقية ضد المرأة,1
غير قادر، يجب أن يرحل,1
لا تؤمن بالله,1
العصابة,1
عبثا,1
لا مجال,1
تملي عليهم شروطك,1
وايت كراكر,1
معظل,1
مخطئ,1
غير لائق,1
حظرك,1
قتلتو,1
دمرتو,1
تسرقو,1
تكذب,1
يحررها,1
ماتصلح لك العسكريه,1
يتسحل,1
يدبح,1
ضيعت,1
غير كفؤ,1
ينشد,1
ينرمى,1
سجن,1
ما تعيطش,1
الغير مهذبة,1
سكتت,1
فسدة,1
استخدامهم لضرائبنا,1
حقوق الإنسان,1
مب مبتدئين,1
عكاك,1
