uniq sequences,number appears
ешь с рук,1
угнетаешь,1
ничего не делают,1
иди отсюда,1
упрямец,1
погнали,1
цензура,1
заказ,1
плохая,2
не нашли,2
что-ли,1
редкосный,1
глупый,3
спам,2
не получат,1
бить,2
протестующих,1
отправить,1
не возвращались,1
болезни,1
последствиями,1
не хорошие люди,2
аукнется,1
неучи,1
автоматом,1
не в теме,1
трясти,1
мошенничество,1
обманывает,1
блокирует,1
блокируй,1
игнорируют,1
безответственным,1
не объяснить,1
плохие (bad),1
падёт,1
без суда и следствия,1
больной,1
заразят,1
туберкулёз,1
нормальных,1
обманываешь,3
презирают,1
не ври,1
глупого,2
расистом,1
отвечать придётся,1
примолкли,1
воровство,1
посадить пожизненно,1
учил,1
побить,2
сядь,1
стреляют,1
не такие,1
навсегда не 10 тысяч рублей,1
распоряжаться,1
народным достоянием,1
порядком,1
следить,1
вернётся,2
отстань,2
никому,2
бабке,1
смените фотку,1
косит,1
ничего не платят,1
драпанул,1
всякие,1
толк,1
опять,1
уехал до ночи,1
обижают (insult),1
воровать,1
у детей,1
некомпетентного,1
купил,1
не надо,2
учить,1
изворачиваться,2
робот,1
управляют,2
путинских,1
вдвешников,1
толпой,1
пропадет интерес,1
минимум,1
посмотреть,1
посмешище,1
не интересуют,1
колит,1
злые,1
зло,1
развалили,1
подраться,1
скафандры,1
нападает,1
бунт,1
разжевать,1
обелить,1
раздражает,1
скандалы,1
пьющих,1
слабым,1
слаба,1
заслуживают,1
придавил,1
группировку,1
чокнулись,1
кормить пожизненно,1
своим мараторием,1
нечего пытаться,1
предателях,1
тяжело,1
упрямые,1
не хочу,1
не буду,1
позорься,1
не порядок,1
не культурный,1
не может,2
глупцам,1
понижен,1
доклада правоохранительным органам,1
негатива,1
модера,1
вбубенится,1
последователи,1
чеченца,1
моет туалеты,1
преступником,1
фашисты,1
власовцы,1
не такой,1
not,1
затычка,1
орали,1
брошенные,1
развод,1
плохо относусь,1
пытается себя превознести,1
даже лицо не показывает,1
обмануть,1
человека,2
глупость,3
толкают,1
бойтесь,1
потерял,2
лезет,3
указывать,1
что им делать,1
сократили,1
пьянку,1
не надо ля ля,1
отставку,1
хватит посидели,1
глупец,2
психотропом,1
не грей голову,1
с трудом,2
не подменяйте,1
без работы,1
умник,2
грабить,2
врут,1
не справедливо,1
отключили,1
стукнула,1
закрыть,1
не стоят,1
жестокие,1
поступят,1
надоел,2
посадят за решетку,1
ошибках,1
колола,1
нехороших,2
красавца,1
гнать,2
осталось,1
националисты,1
не поддерживали,1
расстанешься,1
приставил,1
отвернётся,1
съедят,1
забыли,1
папина дочь,1
им же всё можно,1
изнашивает,1
делать каким сам является,1
портить,1
ненужным старьём,1
бухал,1
не уважаю,1
не выполняют,1
не мужик,1
тюрьме,1
бан,1
до сих пор,1
хозяевами,1
наглейте,1
глупое,2
невозможность,1
добираются,1
другие люди становятся,1
американцы,2
не успокоятся,1
развалят,1
не человек,1
разговаривают когда едут (talking on the phone while driving),1
мотаюсь (slang for traveling,1
suggesting annoyance),1
всё равно,3
не знают,1
обратить,1
все,1
других,1
наоборот,1
кладет деньги,1
полное разочарование,1
маньяками,1
путинская власть,1
обманул,2
подлость,1
отсутствуют,1
подтишка,1
обман,1
хулиганов,1
евреи,1
кавказцы,1
странная,1
не устроила,1
оставьте при себе,1
угодить,1
негатив,2
рекламируете,1
неприятного,1
вылито,1
фанатов,1
секте,1
выучи,1
а потом говори,1
не нормальные,1
поток обвинений,1
не в состоянии,1
уезжай,1
грязью,1
полеваеш,1
забудь,1
обещания,1
виноваты,3
запретили,1
пропало,1
лезут,1
не устраивает,1
пусть отвечает,1
издевается,1
слишком,1
испугался,1
тюрьму,1
разводишь скандал,1
тебе не здесь,1
не хороший,1
придём за каждым,1
фу,2
некрасиво,1
хейтить,1
свести в могилу,1
рваных,1
приходит,1
типикал,1
латыш,1
бульбаш,1
льстец,1
развалил,1
загребсти,1
толсто,1
с катушек съехали,1
арестуйте,1
санкциям,1
разрыва,1
даже и не знают,1
хуже,1
плохому,1
замолчал,1
плохих условиях,1
сократить,1
нехороший,1
агрессором,1
ненормальные,1
глупышка,1
ненормальных,1
реклама,1
противно,1
не хочется,1
закоренелые,1
пипец,1
грех,1
кокаин,1
не свежий,1
оскорбления,1
исправит,1
забрать,1
мешает,1
разозлиться,1
завидовать,1
избить,1
отчаенный,1
душу богу отдать,1
еврейское,1
обижать,2
слабых,1
беззащитных,1
ничего не умеют делать,1
разгонять,1
нарушителей,1
на чистил,1
к сожалению,1
перевелись,1
выпрашивать,1
удрученный,1
нет памяти,1
нет личности,1
нет эмоций,1
нет ничего,1
преступление,2
непрофессионализм,1
тутурукать,1
живут за счёт,1
поймать,2
глумление,1
воздасто сполна,1
мужей,1
любовников,1
кристально чистой,1
невежливый,1
умный какой,1
не хорошее,1
кризиса,1
такими,1
голода,1
распух,1
понятия не имеет,1
помолчи,1
запрещенные,1
договоришься,1
уголовную ответственность,1
покушение на убийство,1
оскорблять,1
уничтожают,1
не дают,1
удар,1
не спортивное поведение,1
зависти,1
заблуждающихся,1
приставайте,1
ждите,1
ненормальный,1
продали,2
вперёд,1
выгнали,1
правильно сделали,1
позволяет,1
отзываться,1
растянули,1
не хорошая,1
врать,2
плохого,5
школотной,1
наивности,1
нормальный,1
тоже,1
такой же,1
как и бандера,1
накажут,1
думай что пишешь,1
не пристегнут,1
,4
умный,1
изобличает,1
тралит,1
давит на больное,1
подгорает,1
подозреваю,1
бомжами,1
обманщик,1
хоть кого,1
подмазался,1
медалька,1
миф,1
правительство,1
тащит,1
войну проиграл,1
стыдно должно быть,1
провокации,1
накажет,1
возвращается бумерангом,1
кормил,1
правителей,1
власти,1
хватит,3
унизили,1
рашке,1
назло,1
разберитесь,1
кто ты такая,1
не хватает,1
пьют,1
за счёт детей,1
врёт,1
плохое,2
раздражают,1
синдром,1
неврастении,1
пропустили,1
не по нутру,1
иуд,1
психическим,1
предатели,1
избавились,1
метелить,1
голосок прорезался,1
шут,1
на потеху толпе,1
сбу (can imply negative connotations in the given political context),1
участников из дома 2,1
прокатывает,1
них,1
митинги,2
кормушку,1
жесткие,1
виновника,1
плохим,1
негодяи,1
обнаглели,1
бессилен,1
существа,1
оккупанты,1
возятся,1
выделываться,1
зажевало,1
развал страны,1
спрашивать,1
неприятное,1
провоцируешь,1
притворяется,2
не интересно,2
нелегально,1
по..,1
не хочешь,1
не выйдет,1
живой собаке,1
глаза прищепкой,1
больное место,1
веки,1
немедленно,1
считает,1
не место,1
иди двигай,1
обострения,1
необосновоанное,1
ушел,1
не извинился,1
забрали,1
потешаются,1
обидели,1
не уйти,1
ругаться,1
спасибо путину,1
добавил ещё 2,1
5 года,1
не понимаете,1
уезжает,2
родные пенаты,1
ложную,1
прикидываешься,1
не так хорошо,1
странный,2
угнать,1
заблокируйте,1
с жиру бесится,1
денег нет,1
наглости,1
отмажет,1
невыгониш,1
не сможет,1
зла не хватает,1
пошла-такая же,1
уехал,1
батька,1
за одно,1
придумали,1
наказывают,1
че,1
прогонит,1
избиений,1
хромой,1
росгвардейцев,1
разбились,1
преступления,1
погромы,1
лишить,1
навсегда,1
ничего не смог толком пояснить,1
измышления,1
кто бы сомневался,1
докажешь,1
деньги,1
сми,1
нехорошие,2
фурункул,1
откормливаются,1
бесплатно,1
зачёт всей страны,1
когда уже наедитесь,1
дорогую,1
должны,1
обеспечивать,1
осуждаете,1
доносы,1
озверели,1
режиму скоро придёт конец,1
лол,1
нет такого руководства,1
непонятно,1
кинули,1
непотребство,1
не воюют и не гибнут,1
кончай,1
потреблять,1
обвинять,1
гадость,1
выпал из реальности,1
угождает,1
бросаешься,1
не должны жить,1
влетел,1
работаешь,1
будут работать,1
унижать,1
зависимый,1
бессовестные,1
продались,1
не спрашивал,1
пожилая,1
никак не разберешься,1
кинула,1
поставлено на поток,1
украл,1
зарезал,1
пишут,1
беда,1
не угомонятся,1
ужасные,1
подсадили,1
рады этому,1
ждет,1
старость,1
гадостей,1
путиновизора,1
делайте выводы,1
стебешься,1
опасность,1
смаковать,1
мучения,1
доносить,1
убирать,1
нарушителя,1
строгости,1
чудной,1
обманщица,1
попа из кустов,1
расстрел,1
вооруженный переворот,1
захват власти,1
возмущайся,1
обманщика,1
безнравственные,1
хвастается,1
экскременты,1
продается,1
лжи,1
изолировать,1
ошибся,1
извернуться,1
прячешься,1
чужой спиной,1
никому не нужное,1
сидящие в кремле,1
не подсчитываете,1
отомстит,1
забьют,1
потерпели неудачу,1
развал,1
наврал,1
верность,1
скулить,1
посмотрю,1
зря (in vain,1
unnecessary),1
стоющего ничего нет,1
обещаем обещать,1
из страны,1
семейка,1
нехорошие люди,1
устроил,1
лжец,1
не очень умные люди,1
нахамить,1
родину продавать,1
не звоните больше,1
мешала,1
старого,1
потрепанного жизнью,1
другая национальность,1
хватает своих,1
без дела,1
штрафовать,1
высказывания,1
едят целыми днями (implies laziness or gluttony),1
безразличны,1
трибунал,1
странные,1
только такое,1
гоните,1
этих людей,1
без чести и совести,1
тьфу,1
бессмыслицу,1
нечего делать,1
гибнут,1
бьют,1
насилуют,1
неэффективной,1
плохом,1
дизлайк,1
ударишь,1
понаписал,1
совка,1
не может сойти,1
цикличного круга,1
загоняешься,1
испортили,1
огромную,1
ужасное,1
испортить,1
выманивания,1
хайпе,1
наглый,1
излишним весом,1
натоптышей,1
мазолей,1
вовика,1
недостойные,1
настоящего мужчинв,1
испытает,1
большие проблеммы,1
не тратьте нервы и время,1
даром,1
побольше,1
иначе-пиши на увольнение,1
полицейские и им подобные,1
мешаете,1
ноль,1
никакое,1
бандеровцам,1
воруют,1
ленятся,1
наркозависимости,1
религиозному фанатизму,1
одно и то же,1
враг,1
неймётся,1
чуши,1
запредельным,1
вести такие разговоры,1
держи,1
подобных,1
авантюриста,1
давление зашкаливает,1
аллергия,1
чихают,1
кашляют,1
ужесточением,1
противостоять,1
этим людям,1
не общалась,1
сто раз сказала,1
бред,1
глупый человек,1
слава богу,1
не будем видеть и слышать,1
загадили,1
нечистоплотные,1
драки,1
горе,1
безумия,1
деревень,1
из-под земли достану,1
пользуетесь,1
как ты,1
не возьмешь,1
правда вам глаза колет,1
всегда так,1
примеряет,1
враги,1
крушить,1
пишите,1
ничего не можешь,1
оскорблениями кидаться,1
злобе,1
бессильной,1
глупцы,1
лезите,1
не умный,1
влепил,1
слабая провокация,1
с пробуксовкой,1
старости,1
пенсии,1
нужно начать,1
лишить родительских прав,1
приставал,1
не доростете,1
блджад,1
бесперспективное поколение,1
занервничал,1
