uniq sequences,number appears
манав,1
знущаєтесь,1
начхати,1
всраті,1
п'янки,1
п'ята точка,2
мацала,1
вирубіть,1
безуспішно,1
вмовити,1
секс,3
ниття,1
потрібен,1
всеодно,2
тубільці (natives in a possibly derogatory context),1
arbeit macht frei,1
чотири роки без кобзона,1
покарати,2
відчепіться,1
стереотипами,1
невдаха,2
блін,12
діставати,1
хитрощів,1
негідник,1
забивати,1
жахливим,1
вонанувати,1
бандіти,1
поліцейських вогнеметами озброїли,1
божевільного,1
депресивну,1
дурниці,1
перестаєш,1
не отримаєш,1
жостко глузуєшь,1
обколються,1
дурість,5
зло,1
жахливой,1
побили,1
школярка,1
тільки твої однокласники,1
відразливо,1
хворий,2
розлігся,1
тюлєнь,1
хана,1
ворогів,1
сексу,1
испортила,1
лінь,2
страждання,1
паскудно,1
смерть,1
мужик,1
попу,1
старий дід,1
феміністка,1
вікна,1
проблема,2
шлемо,1
вкрай ниє,1
хренова,1
бідний,1
прикре,1
тухлими помідорами,1
рухається,1
найнепотрібніша,1
путін,1
клімактічєскоє оружіє,1
зжити,1
заношений,1
дірявий,1
списані,1
шопопало,1
наркоманську,1
фігню,1
п'яний,1
ніколи,3
займайся сексом,1
дівчатами,1
підгоріла,1
імпотенцію,1
рак,1
нецікаво,1
шкоди,1
заднім місцем,1
набридло,2
хто такіє,1
не звал,1
iдіть звідси,1
поганим,1
плакати,1
нiзвiдки,1
на 2 з мінусом,1
без наколок,1
родився таким,1
імпотєнція,1
боти порошенко,1
цурається,1
провокативні,1
ща товстим обізвала,1
негарні,1
несчатье,1
паставіть падножку,1
замкнутий,1
напруга,1
цініків,1
ніфіга,1
куриш,1
послати мене далеко,1
купа,1
беззмістовних,1
поганi,1
насильно,1
змушувати,1
ниє,1
проблеми,2
набити,1
з ними,1
скучно,1
нормальна людина,1
не люблю,2
идите в баню,1
обідно,2
марення,2
погану поведінку,1
пройшли ценз,1
'утиск',1
'давати за рублі',1
бомжа,1
не можу,1
жруть,1
спорожнилося,1
йди ти далеко,1
бісять,1
послала,2
похудать,1
брехня,1
маячьню,1
налупити,1
сцяк,1
умник,2
достал,1
базікали,1
стрьомно,1
п'яна,1
поганим словом,1
погрожує,1
дєвок,1
вапно,1
набридли,2
обдурити,1
кінець,2
самотньою,1
фигня,1
неправильний,1
необхідно,1
терпіти зась,1
зобов'язана,1
невміха,1
не знаходить,1
стукати,1
кричать,1
набридла,1
взула,1
жити (in the context it implies difficulty),1
укровласті,1
замовкают,1
пиши пропало,1
битиме,1
кривих,1
засмічувати,1
поганими,1
негарним,1
нарузку,1
ненавість,1
послати в баню; соціально непристосованим; самотнім,1
ніхто,1
не хоче,2
поганих,2
розчарувань,1
буржуї,1
погани,1
тьфу,1
перепортити,1
ведеш,1
гумових баб,1
навiщо,1
тупить,1
пошле,1
розпусними,1
попа,2
срану,1
непотриб,1
неякісної,1
забирають життя,1
здуріти,1
прикидатися,1
кричущих,1
відірвала,1
бінго-****,1
перебільшують,1
накосячила,1
приперли,1
замахалась,1
вдарити,2
неправильно,1
не поймеш,1
ляхи,1
несенитницю,1
помийка,1
поганцями,1
пекла,1
спав з кимось із фоловерів,1
фігні,1
рветься,1
стріляють,1
йдіть геть,1
зобов'язати,1
мерзнуть,1
підірве,1
страдай,1
дурниця,2
дурною,1
члени,1
груди,1
ніяк,1
докопатися,1
безглузді,1
діктатура,2
діка інфляція,1
халепа,2
гоблінський,1
вдарить,1
нізя,1
плювали,1
знову не так,1
йде якнайдалі,1
рендомному чуваку,1
чувісі,1
фiгня,1
забув,1
наброшу,1
альтернативно обдарований,1
зачепить,1
треш,1
звалити,1
обдурили,1
обманули,1
аферисти,1
гризти,1
нахабство,1
дурнощі,2
обманювали,1
диваки,1
не можуть,1
послати,2
агрити,1
посилати на три літери,1
наркотіків,1
збоченці,2
лаяти,1
крала,1
кричала,1
статеві органи,1
соромно,2
засуджує,1
збараєшся завершувати,1
злюся,1
а щоб тобi,1
іді сюда,1
тартарари,1
мав ногами поправляти,1
гуляща,1
влажу,1
лізьте,1
підбитого равлика,1
нємношк,1
психічна травма,1
краде,2
підриває,1
російська сутність,1
пофіг,1
не в тому напрямку,1
здійснили статевий акт,1
опломбували (анально),1
малолітня,1
родила,1
відчепись,1
краду,1
ідіть мимо,1
нити,1
кляті,1
ідіть геть,1
секту,1
бухати,1
аж доки не помрете,1
божевільний,1
забити,1
образати,1
послав,1
повіситись,1
б''ють не зле,1
ошуканцю,1
зникли,1
ображатись,1
дурне (stupid),1
нікчемний (worthless),1
виловлю,1
погрожую,1
не маєте права,1
бл',1
уїду (will leave),1
анонiзмом,1
відмазують,1
шахраїв,1
бєсіт,1
росіян,1
матюкатись,1
за спиною,1
божевiльнi,1
незрозуміло шо робить,1
диваком,1
жиртрєстокабанчєнко,1
знімати недоторканість,1
закривати,1
не їде,1
щопопало,1
чувакам,1
попроще,1
блiн,1
склали голови,1
обізвав,1
обговорять,1
злякався,1
капец,1
не мали всіх навколо,1
страшно,2
боляче,1
несемітницю,1
переживати,1
нервуватись,1
не старайтесь,1
трошк,1
накідалі,1
гг,1
цивілізованого,1
мордa,1
наговорила,1
бан,1
не поважаю,1
чоловічий статевий орган,1
злобная,1
привласнювати,1
тримати на повідку,1
анальним сексом,1
атвєточку,1
нi,1
знущався,1
офшори,1
ноунеймом,1
праслявлюсь,1
дивно,1
демон,1
змучити,1
недостатньо елітарна,1
не дожити,1
понага,1
чорта,1
б''ють,1
монстри,1
тягніть,1
за вуха,1
лайкають,1
поганого,1
перегар,1
ніочєнь,1
дівки,1
джанк,1
вусмерть,1
нормальні,1
деремось,1
повзти,1
ніякі,1
сором,1
відповідає,1
проклинає,1
йдіть знаєте куди,1
сідниці,1
ній,1
напад,1
підпалювати,1
приголомшливо,1
не розумію,1
не підтримую,1
іба,1
кусати,1
не вмикав,1
повалити,1
прибити табуреткою,1
брехав,1
дурне,1
ненавидіти,1
легковажність,1
блуд,1
разврат,1
навчився йти далеко,1
нє,1
полюбому,1
використовує,1
порошок,1
не встигну,1
дістали,2
прикачала (overburdened or irritated),1
не хороша,1
*ну його в баню*,1
*капець*,1
вилізли,1
егоїст,1
зради,1
верещали,1
нізя чіпати,1
карати,1
гальмують,1
судами,1
підміняти,1
тітка,1
нічого толком не прожила,1
розпуста,1
штука,1
повні,1
абсолютно нерозумні,1
не люблять,1
поламалася,1
свердлять,1
лізуть,1
межі,1
шапіто,1
сильно,1
терпимою,1
останнє місце,1
збирай речі і йди,1
посилали,1
не можна,1
зброя,1
тисніть,1
хворих,1
оптом,1
перестає,1
товстіє,1
матюкаюся,1
гомофоб,1
поблажку,1
вовчиці,1
тєрцєц,1
не весело,1
ревную,1
сорому,1
гріх,1
противних,1
підколювати,1
забули,1
сміялися,1
божевільна,1
ігнориш,1
фіг,1
коникiв,1
тітушки,1
напалі,1
крові,1
передьоргує,1
нерозумний,1
я тебе поїду,1
тобі грошей ніхто не дасть,1
базікають,1
бухаять,1
займалися коханням,1
не доведе,1
всё равно,1
ідіть,1
дурнiця,1
твою на ліво,1
брехливо,1
мокрих трусів,1
армії фанаток,1
кошмар,1
з глузду з'їхати,1
абсурд,1
лицемірами,1
матюки,1
дістаю,1
вигрібати,1
жену,1
наісправлял,1
поганий чоловік,1
бісите,1
шукати дівчат,1
недальоким,1
не будеш,1
ненависті,1
видерти,1
жопа,1
злися,1
не привчив,1
обзивати,1
важко,1
плювати,1
здався,1
не має,1
атнять,1
афшори,1
крадьот,1
мєшают жьіть,1
важкий,1
жахливе,1
гєрой,1
дожилась,1
по молодшеньких,1
несеш,1
дурна,1
нудною нісенітниця,1
пішло,1
взагалі,1
якнайдалі,1
витирають,1
терпіти,1
глупенький,1
нічому не вчаться,1
баби,1
сліз,1
аморальність,1
знести,1
неякісно,1
забите,1
іді,1
яйця,1
упередженість,1
поб'є,1
корупції,1
divний,1
бліннє,1
сранку,1
притикнутися,1
бідна,1
роздовбана,1
не то шо,1
тре стояти,1
били палкою,1
ножем,1
різали,1
бот,1
нетрадиційний секс,1
пильнули,1
гроші попали до рук,1
лузер,1
нехороші,1
вмираєш,1
незрозумілої маячні,1
істерично,1
бездарно,1
вкрав,1
харить,1
використовують,1
здохніть,1
бозна скільки,1
поводитись як щопопало,1
ображати людей,1
не діставай,1
безглуздо,1
суцільна,1
пхати,1
мізки,1
гігієна,1
самостійність,1
нікому не хвилює,1
незважати,1
не зважає,1
фу,1
відмінити,1
не спіть,1
незручно,1
дереться,1
непотріб,1
грубість,1
криками,1
дiставати,1
битися,1
свалили,1
зашкварилось,1
шарагу,1
засунь,1
геть,1
