uniq sequences,number appears
iguales o peores,1
traté,1
no lo son,1
unos cuantos más,1
fascismo,1
machismo,1
desprecio,1
llora,1
guiri,1
detenerlo,1
pendientes por pagar,1
maleducado,1
hdp,1
mantenerlo en la cárcel,1
has muerto,1
inepto,1
hijo,1
más derechos,1
aportan,1
ofensivos,1
actuando,1
afectados,1
dudarían,1
tampoco,1
respetaréis,1
absurda,1
represión,1
victimista,1
considerar la expulsión,1
desagradables,1
negativo,1
anormal,1
no quieran,1
país,1
sobornan,1
viven con lujos,1
franquistas,1
estorban,1
hdspm,1
lento,1
canis,1
poniendo problema,1
sin importarles nada,1
que se vayan,1
en contra,1
mandar,1
tedioso,1
nadie quiere,1
alía,1
mismos,1
no brinda,1
desaprovechó,1
perdimos,1
discutir,1
incompetente,1
deja de hablar,1
sentaste,1
cortaron mal,1
malas,1
derecho,1
dar cátedra,1
cuesta tolerar,1
sarcasmo,1
desvirtuó,1
teñirte bien el pelo,1
nazi,1
fracaso,1
hazme reír,1
tóxico,1
no me canso,1
fallado,1
crisis,1
límite,1
ingenuo,1
frío,1
individuo,2
no está siendo muy inteligente,1
manda,1
situación,1
causaré molestias,1
mal camino,1
cobra,1
terraterra,1
nazis,1
no me cae bien,1
leones,1
venga a por ellos,1
víctima,1
sin sentido,1
ofende,1
nada que responde,1
se hace el que no sabe,1
perpetradores,1
súper corta,1
brutal,1
deficiente,1
traicionó,1
derrota,1
quítate,1
lágrimas,1
te guste o no,1
lavarse las manos,1
antecedentes,1
kilombo,1
engaño,1
dictador,1
conflicto,1
chica atacada sexualmente,1
homófoba,1
controlan,1
algo,1
nueva manera,1
invasiones,1
persecuciones,1
expulsiones,1
menos,1
nacionalsocialistas,1
falsificaron,1
oposición,1
cómplices,1
paga,1
vaya,1
riendo,1
robo,1
acabando,1
policías,1
creerse,1
dárselas,1
no tiene usted idea,1
lamento,1
tanta experiencia,1
bolleras,1
eternidad,1
desgracia,1
delincuente,1
origen magrebí,1
evitado,1
no está bien,1
y punto,1
echarlos,1
actuar,1
