uniq sequences,number appears
вихуїла,1
брехню,1
нахрен,1
кончена,1
похудать,1
потрахаться,1
трахатись,2
стрьомно,1
бухе,1
сукою,1
погрожує,1
сука їбучу,1
задовбала,1
пиздиц,1
рукожоп,1
долбайобів,1
унилоє гавно,1
наїбати,1
ідіть нахуй,2
йди нахуй,1
блеать,1
спизданула,1
їбучі уроди,1
мудака; нахуй,1
блять куриш,1
мразоти,1
рве пукани,1
насильно,1
мудаками,2
насрало,1
жруть,1
пиздуйте,1
бомжа,1
мразями,1
з''їбалися,2
обідно,1
педосівські старпьори,1
мичать,1
орущих піздюків,1
хуяч,1
хуйової,1
безсердечна сука,1
їбаними,1
срану,1
не пікаплю,1
пекла,1
помийка,1
блядська,1
дибіли,1
імбецили,1
шизануті,1
наїбнувся,1
шлюха,1
замахалась,1
накосячила,1
подуріли,1
охуїти,1
шлюхами,1
на хуй,1
хуйових,1
трахне,1
до сраки,1
всьо,1
пиши пропало,1
їбучу,1
ненависть,1
засирати,1
єбучими,1
уродом,1
пиздитиме,1
кривих,1
параша,1
послати нахуй,1
соціально непристосованим,1
самотнім,1
хуйлуша,1
олень,1
пересрати,1
кончені,1
вирубилася,1
усрачки,1
страшно,1
бляблябля,1
дебільна,1
їбанатським,1
тупий хуй,1
вийобується,1
паскудне,1
надривно-гівняне,1
гєрой блядь,1
пиздеця,1
діктатура,1
жьідьі,1
крадьот,1
чихню,1
ніде,1
немає,1
пиздов,1
сукафірташ,1
поєбать,1
дувбойоб,1
ахуєває,1
дура,1
тупая,1
хєра,1
жерти,1
школотою,1
засранців,1
краде,1
неякісно,1
їбанутість,1
шлюхи,2
мусора,1
ідіот,1
нахуйнахуй,1
блядського,1
хуйньою,1
ахуєть,1
придурка,1
пиздосіще,1
їбанутись,1
мокрих трусів,1
армії фанаток,1
твою на ліво,1
брехливо,1
трахалися,1
хуль,1
хуярю,1
трахалася,1
бухаїть,1
к хуям,1
лижіть,1
кацапчик,1
ненависті,1
видерти нахуй,1
долбойобом,1
грьобаних,1
сраному,1
хуйом,1
скотини йобані,1
херова,1
зайобую,1
іді,1
вузьколобе,1
трахайте,1
дівок,1
уйобок,1
фу блять,1
висери,1
мізки не трахали,1
дрочите,1
зайобуй,1
ображати,1
йопта,1
шарагу,1
блядську,1
зашкварилось,1
ламати,1
мразі,1
матюги,1
говно,1
харить,1
здохніть,1
засранці,1
дурень,1
хєрово,1
бідна,1
роздовбана,1
сранку,1
блянє,1
охбляха,1
пиздеці,1
дасть пізди,1
ножем,1
їбав,1
лохів,1
проїбу,1
дофіга,1
гандони,1
лузер,1
дрібні,1
дешеві,1
нікчемні,1
страшні,1
анал,1
бот,1
хуи,1
трахає,1
бляяяяя,1
підарасів,1
гівнолизів,1
злоїбучих,1
зоофілів,1
тупий,1
пиздимось,1
мудильності,1
єбануті,1
хєрам,1
хулі,2
ссать,1
йти на хуй,1
разврат,1
дурне,1
ненавидіти,1
пиздів,1
хуйожик,1
охуєнна,1
трахала,1
повалити,1
прибити табуреткою,1
суко,1
іба,1
курва мать,1
чмо,1
курви,1
ніочєнь,1
довбляться в сраку,1
злобна мразь,1
привласнювати собі людей,1
тримати їх на повідку,1
ссала,1
їбало,1
жопе,1
морду,1
хуйовою,1
йобнута,1
блядіна,1
накукурікала,1
стібав,1
малаццьі,1
перегар,1
грьобаного,1
пиздобол,1
тупо,1
