Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
,,,,,,Generous,1.0
,,,,,,undertone,1.0
,,,,,,Humorous,1.0
,,,,,,Blaming,1.0
,,,,,,Alarmist,1.0
,,,,,,Admirative,1.0
,,,,,,matter-of-fact,1.0
,,,,,,Surprised,1.0
,,,,,,"Racist,",1.0
,,,,,,Positive/Supportive,1.0
,,,,,,Interrogative,1.0
,,,,,,Impatient,1.0
,,,,,,Hopeful,1.0
,,,,,,Directive,1.0
,,,,,,Flippant,1.0
,,,,,,Fact-based,1.0
,,,,,,Excited,1.0
,,,,,,Disgusted,1.0
,,,,,,Conversational,1.0
,,,,,,Contrasting,1.0
,,,,,,Concerned,1.0
,,,,,,Complaining,1.0
,,,,,,Authoritative,1.0
,,,,,,Combative,1.0
,,,,,,Emphatic,1.0
,,,,,,term,1.0
,,,,,,Strongly,1.0
,,,,,,opinion,1.0
,,,,,,offensive,1.0
,,,,,,negative,1.0
,,,,,,generalization,1.0
,,,,,,dismissive,1.0
,,,,,,discriminatory,1.0
,,,,,,demeaning,1.0
,,,,,,comparison,1.0
,,,,,,Tense,1.0
,,,,,,Straightforward,1.0
,,,,,,Expletive-laden,1.0
,,,,,,Sarcasm,1.0
,,,,,,Rude,1.0
,,,,,,Radical,1.0
,,,,,,Opinonated,1.0
,,,,,,Nationalistic,1.0
,,,,,,Menacing,1.0
,,,,,,Judgemental,1.0
,,,,,,Inclusive,1.0
,,,,,,Forceful,1.0
,,,,,,towards,1.0
