Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
,,,,,,colloquial,1.0
,,,,,,Casual/Sarcastic,1.0
,,,,,,Imperative,1.0
,,,,,,Exclusionary,1.0
,,,,,,"Dismissive,",1.0
,,,,,,Disbelief,1.0
,,,,,,Nostalgic,1.0
,,,,,,Disapproving,1.0
,,,,,,Polite,1.0
,,,,,,Provocative,1.0
,,,,,,Regretful,1.0
,,,,,,Disappointed,1.0
,,,,,,Demanding,1.0
,,,,,,Surprising,1.0
,,,,,,Defiant,1.0
,,,,,,Abusive,1.0
,,,,,,Belittling,1.0
,,,,,,Blunt,1.0
,,,,,,"Casual,",1.0
,,,,,,Cautious,1.0
,,,,,,Colloquial,1.0
,,,,,,Forceful,1.0
,,,,,,Confused,1.0
,,,,,,"Informal,",1.0
,,,,,,Humorous,1.0
,,,,,,Nationalistic,1.0
,,,,,,Reflective,1.0
,,,,,,Slang,1.0
,,,,,,Stern,1.0
,,,,,,vengeful,1.0
