Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Disapproving,4.0,Explicit,2.0,Derogatory,4.0,Condescending,9.0
Disbelief,2.0,Explicitly,2.0,Determined,2.0,Profane,8.0
Disdainful,1.0,Firm,1.0,Direct,1.0,Informative,8.0
Dismissive,26.0,Frustrated,1.0,Disappointment,1.0,Malicious,7.0
Disparaging,3.0,Harsh,6.0,Disapproval,2.0,Harsh,7.0
Disrespectful,17.0,Hateful,1.0,Disapproving,1.0,Rude,6.0
Encouraging,1.0,Hostile,4.0,Disbelief,1.0,Resentful,6.0
Excited,3.0,Hurtful,1.0,Discontent,2.0,Violent,6.0
Excited/Enthusiastic,1.0,Inappropriate,4.0,Discriminatory,4.0,Threatening,5.0
Explicit,2.0,Inflammatory,2.0,Disdainful,9.0,Demeaning,5.0
Frustrated,12.0,Informal,70.0,Disgust,4.0,Insensitive,5.0
Harassment,1.0,Informative,3.0,Dismissive,2.0,Mocking,5.0
Harsh,1.0,Insensitive,4.0,Disrespectful,11.0,Disapproving,5.0
Hostile,6.0,Insulting,55.0,Distrustful,4.0,Judgmental,5.0
Indignant,1.0,Judgmental,1.0,Dominating,1.0,Racist,4.0
Informal,10.0,Manipulative,1.0,Doubtful,1.0,Inappropriate,4.0
Informative,4.0,Mild,1.0,Envious,1.0,Cynical,4.0
Inquisitive,1.0,Mildly,1.0,Extreme,1.0,Distrustful,4.0
Insulting,17.0,Negative,6.0,Extremely,1.0,Colloquial,4.0
Judgmental,1.0,Neutral,4.0,Fear-inducing,2.0,Disparaging,4.0
Malicious,1.0,Objectifying,2.0,Frustrated,9.0,Condemning,4.0
Mocking,3.0,Offensive,55.0,Frustration,22.0,Discriminatory,4.0
Negative,16.0,Profane,8.0,Frustration/Hostility,1.0,Explicit,4.0
Neutral,8.0,Racist,3.0,Hateful,8.0,Disgust,4.0
Patronizing,1.0,Rude,5.0,Hatred,1.0,Direct,4.0
Questioning,2.0,Sarcastic,9.0,Hostile,51.0,Surprised,3.0
Racist,1.0,Straightforward,1.0,Indifferent,1.0,Cursing,3.0
Rude,1.0,Strong,2.0,Informative,1.0,Warning,3.0
Sarcastic,7.0,Swear,1.0,Inquisitive,1.0,Dehumanizing,3.0
Sexual,1.0,Swearing,1.0,Insensitive,1.0,Questioning,3.0
Shocking,1.0,Threatening,3.0,Intimidating,1.0,offensive,3.0
Skeptical,1.0,Violent,3.0,Judgmental,3.0,dismissive,3.0
Surprised,1.0,Vulgar,119.0,Malicious,6.0,Excited,3.0
Threatening,2.0,Vulgar/Insensitive,1.0,Misogynistic,1.0,Confused,3.0
Violent,2.0,colloquial,2.0,Mocking,2.0,Disbelief,3.0
Vulgar,3.0,condescending,1.0,Negative,52.0,Nonchalant,3.0
Warning,1.0,derogatory,2.0,Negative/Insensitive,1.0,Inflammatory,2.0
,,dismissive,3.0,Neutral,18.0,Anger,2.0
,,disrespectful,2.0,Nonchalant,3.0,disrespectful,2.0
,,offensive,3.0,Positive,9.0,Objectifying,2.0
,,used,1.0,Protective,1.0,derogatory,2.0
,,words,1.0,Questioning,1.0,Explicitly,2.0
,,,,Rage,1.0,Fear-inducing,2.0
,,,,Regretful,2.0,Strong,2.0
,,,,Relief,1.0,Shocking,2.0
,,,,Resentful,6.0,Demanding,2.0
,,,,Resigned,1.0,Blunt,2.0
,,,,Sarcastic,1.0,Determined,2.0
,,,,Self-deprecating,2.0,Self-deprecating,2.0
,,,,Serious,1.0,Confusion,2.0
,,,,Shocking,1.0,Inquisitive,2.0
,,,,Skeptical,1.0,Disapproval,2.0
,,,,Slight,1.0,Blaming,2.0
,,,,Slightly,1.0,Vengeful,2.0
,,,,Spiteful,1.0,Discontent,2.0
,,,,Surprised,2.0,Regretful,2.0
,,,,Vengeful,2.0,Skeptical,2.0
,,,,Violent,1.0,Annoyance,2.0
,,,,Vulgar,1.0,colloquial,2.0
,,,,Warning,2.0,Dominating,1.0
,,,,frustrated,1.0,Envious,1.0
,,,,negative,1.0,Disappointment,1.0
,,,,sarcasm,1.0,Derisive,1.0
,,,,,,Doubtful,1.0
,,,,,,Protective,1.0
,,,,,,Extreme,1.0
,,,,,,Rage,1.0
,,,,,,Slight,1.0
,,,,,,Slightly,1.0
,,,,,,Serious,1.0
,,,,,,Resigned,1.0
,,,,,,Spiteful,1.0
,,,,,,Relief,1.0
,,,,,,Defiant/Provocative,1.0
,,,,,,Negative/Insensitive,1.0
,,,,,,Extremely,1.0
,,,,,,Misogynistic,1.0
,,,,,,Intimidating,1.0
,,,,,,Indifferent,1.0
,,,,,,Hatred,1.0
,,,,,,Frustration/Hostility,1.0
,,,,,,frustrated,1.0
,,,,,,negative,1.0
,,,,,,Denial,1.0
,,,,,,Firm,1.0
,,,,,,Dangerous,1.0
,,,,,,Harassment,1.0
,,,,,,Deceptive,1.0
,,,,,,Criticizing,1.0
,,,,,,Controlling,1.0
,,,,,,Abusive,1.0
,,,,,,Sexual,1.0
,,,,,,Patronizing,1.0
,,,,,,Indignant,1.0
,,,,,,Excited/Enthusiastic,1.0
,,,,,,Expletive,1.0
,,,,,,Encouraging,1.0
,,,,,,Conspiratorial,1.0
,,,,,,Confused/Inquisitive,1.0
,,,,,,Casual/Sarcastic,1.0
,,,,,,Casual/Informal,1.0
,,,,,,Alerting,1.0
,,,,,,Admonishing,1.0
,,,,,,Defamatory,1.0
,,,,,,Admiring,1.0
,,,,,,Curious,1.0
,,,,,,used,1.0
,,,,,,Curiosity,1.0
,,,,,,Contempt,1.0
,,,,,,Challenging,1.0
,,,,,,Authoritative,1.0
,,,,,,Apologetic,1.0
,,,,,,Agreement,1.0
,,,,,,words,1.0
,,,,,,condescending,1.0
,,,,,,Hurtful,1.0
,,,,,,Vulgar/Insensitive,1.0
,,,,,,Swearing,1.0
,,,,,,Swear,1.0
,,,,,,Straightforward,1.0
,,,,,,Mildly,1.0
,,,,,,Mild,1.0
,,,,,,Manipulative,1.0
,,,,,,sarcasm,1.0
