Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Drunk,1.0,Informative,2.0,Frustration/Aggression,1.0,Disapproval,5.0
Excited,2.0,Instructive,1.0,Frustration/Agitation,1.0,Self-deprecating,4.0
Exclamatory,1.0,Insulting,71.0,Frustration/Disdain,2.0,Resentful,4.0
Frustrated,8.0,Irritated,1.0,Frustration/Resentment,1.0,Violent,4.0
Harassment,1.0,Matter-of-fact,1.0,Grateful,1.0,Direct,4.0
Hostile,3.0,Mildly,3.0,Hateful,1.0,Slang,4.0
Informal,4.0,Mocking,1.0,Hatred,1.0,Explicitly,4.0
Informative,4.0,Negative,2.0,Hopeless,1.0,Commanding,4.0
Inquisitive,2.0,Negatively,1.0,Hostile,48.0,Threatening,3.0
Insensitive,1.0,Neutral,8.0,Humorous,1.0,aggressive,3.0
Instructive,1.0,Objectifying,2.0,Hurt,1.0,Explicit,3.0
Insulting,14.0,Offensive,96.0,Hurtful,1.0,Indifferent,3.0
Irritated,1.0,Playful,1.0,Inappropriate,2.0,Nonchalant,3.0
Joking,1.0,Profane,12.0,Indifferent,2.0,Mildly,3.0
Mocking,4.0,Profanity,1.0,Informative,1.0,Excited,3.0
Negative,13.0,Provocative,2.0,Insulting,1.0,Assertive,3.0
Neutral,11.0,Rude,4.0,Jealous/Envious,1.0,Condescending,3.0
Nonchalant,1.0,Sarcastic,8.0,Light-hearted,2.0,Curious,3.0
Observational,1.0,Self-deprecating,2.0,Mild,1.0,Disparaging,3.0
Offensive,2.0,Slang,4.0,Mocking,1.0,Emotional,2.0
Playful,5.0,Slightly,2.0,Negative,75.0,Light-hearted,2.0
Positive,4.0,Threatening,1.0,Negative/hostile,1.0,Colloquial,2.0
Questioning,1.0,Violent,3.0,Neutral,22.0,Frustration/Disdain,2.0
Resentful,2.0,Vulgar,197.0,Nonchalant,2.0,Slightly,2.0
Rude,2.0,a,1.0,Objective,1.0,dismissive,2.0
Sad,1.0,aggressive,2.0,Offensive,1.0,Crude,2.0
Sarcastic,10.0,casual,1.0,Playful,2.0,negative,2.0
Self-deprecating,2.0,charged,1.0,Positive,3.0,Provocative,2.0
Sexual,2.0,colloquial,1.0,Relaxed,1.0,frustration,2.0
Threatening,1.0,critical,1.0,Resentful,2.0,with,2.0
Violent,1.0,demeaning,1.0,Rude,2.0,Objectifying,2.0
Vulgar,6.0,derogatory,2.0,Sarcastic,5.0,Irritated,2.0
advice,1.0,dismissive,1.0,Self-loathing,1.0,Appreciative,2.0
aggressive,1.0,disrespectful,6.0,Self-pitying,1.0,Disgust,2.0
,,figure,1.0,Shocking,1.0,Disappointed,2.0
,,insulting,1.0,Skeptical,1.0,Discontent,2.0
,,judgemental,1.0,Sorrowful,1.0,Disbelief,2.0
,,negative,2.0,Strong,2.0,Sexual,2.0
,,offensive,7.0,Supportive,1.0,Instructive,2.0
,,profanity,1.0,Surprise,1.0,derogatory,2.0
,,public,1.0,Threatening,1.0,Disregard,2.0
,,slang,1.0,Uncertain,1.0,Inquisitive,2.0
,,towards,1.0,Unconcerned,1.0,Strong,2.0
,,vulgar,1.0,Violating,1.0,Frustration/Resentment,1.0
,,vulgarity,1.0,anger,1.0,Grateful,1.0
,,with,2.0,craving,1.0,Comparative,1.0
,,,,defensive,1.0,Confident,1.0
,,,,degrading,1.0,Disappointment,1.0
,,,,dismissive,1.0,Dislike/,1.0
,,,,frustration,2.0,Enthusiastic,1.0
,,,,hateful,1.0,Frustration/Aggression,1.0
,,,,hostile,1.0,Friendly,1.0
,,,,or,1.0,Demanding,1.0
,,,,,,Detached,1.0
,,,,,,Frustration/Agitation,1.0
,,,,,,Abrasive,1.0
,,,,,,Relaxed,1.0
,,,,,,Hateful,1.0
,,,,,,Hatred,1.0
,,,,,,hostile,1.0
,,,,,,hateful,1.0
,,,,,,degrading,1.0
,,,,,,defensive,1.0
,,,,,,craving,1.0
,,,,,,anger,1.0
,,,,,,Violating,1.0
,,,,,,Unconcerned,1.0
,,,,,,Uncertain,1.0
,,,,,,Surprise,1.0
,,,,,,Supportive,1.0
,,,,,,Sorrowful,1.0
,,,,,,Skeptical,1.0
,,,,,,Shocking,1.0
,,,,,,Self-pitying,1.0
,,,,,,Self-loathing,1.0
,,,,,,Arrogant,1.0
,,,,,,Objective,1.0
,,,,,,Negative/hostile,1.0
,,,,,,Mild,1.0
,,,,,,Jealous/Envious,1.0
,,,,,,Hurtful,1.0
,,,,,,Hurt,1.0
,,,,,,Humorous,1.0
,,,,,,Hopeless,1.0
,,,,,,Bitterness,1.0
,,,,,,Impatient,1.0
,,,,,,Appreciation,1.0
,,,,,,Drunk,1.0
,,,,,,Blaming,1.0
,,,,,,Agitated,1.0
,,,,,,advice,1.0
,,,,,,Sad,1.0
,,,,,,Questioning,1.0
,,,,,,Observational,1.0
,,,,,,Joking,1.0
,,,,,,Insensitive,1.0
,,,,,,Harassment,1.0
,,,,,,Exclamatory,1.0
,,,,,,Disapproving,1.0
,,,,,,Anger,1.0
,,,,,,Desperate,1.0
,,,,,,Desirous,1.0
,,,,,,Defeatist,1.0
,,,,,,Defamatory,1.0
,,,,,,Cynical,1.0
,,,,,,Confused,1.0
,,,,,,Combative,1.0
,,,,,,Casual/Slang,1.0
,,,,,,Casual/Informal,1.0
,,,,,,Amused,1.0
,,,,,,"Casual,",1.0
,,,,,,Cursing,1.0
,,,,,,Discriminatory,1.0
,,,,,,Emotionally,1.0
,,,,,,vulgarity,1.0
,,,,,,vulgar,1.0
,,,,,,towards,1.0
,,,,,,slang,1.0
,,,,,,public,1.0
,,,,,,profanity,1.0
,,,,,,judgemental,1.0
,,,,,,insulting,1.0
,,,,,,figure,1.0
,,,,,,demeaning,1.0
,,,,,,critical,1.0
,,,,,,colloquial,1.0
,,,,,,charged,1.0
,,,,,,casual,1.0
,,,,,,a,1.0
,,,,,,Profanity,1.0
,,,,,,Negatively,1.0
,,,,,,Matter-of-fact,1.0
,,,,,,Grating,1.0
,,,,,,Extremely,1.0
,,,,,,Exaggeration,1.0
,,,,,,or,1.0
