Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
,,,,,,language,1.0
,,,,,,hint,1.0
,,,,,,disrespectful,1.0
,,,,,,descriptive,1.0
,,,,,,colloquial,1.0
,,,,,,accusatory,1.0
,,,,,,Advising,1.0
,,,,,,Attack,1.0
,,,,,,Structured,1.0
,,,,,,Authoritative,1.0
,,,,,,Belittling,1.0
,,,,,,Standard,1.0
,,,,,,Compassionate,1.0
,,,,,,Bias,1.0
,,,,,,Blunt,1.0
,,,,,,Respectful,1.0
,,,,,,Requesting,1.0
,,,,,,Rational,1.0
,,,,,,Xenophobic,1.0
