Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
"Dismissive,",1.0,Formal,11.0,Doubtful,1.0,Conspiratorial,7.0
Disparaging,2.0,Generalizing,1.0,Empowered,1.0,Defiant,7.0
Disrespectful,17.0,Harsh,9.0,Fearful,1.0,Playful,6.0
Excited,1.0,Hateful,4.0,Friendly,1.0,Frustration,6.0
Factual,1.0,Hostile,2.0,Frustration,6.0,Questioning,6.0
Frustrated,2.0,Inappropriate,2.0,Harmful,1.0,Skeptical,5.0
Hateful,3.0,Informal,29.0,Harsh,1.0,Insensitive,5.0
Hostile,5.0,Informative,5.0,Hate-filled,1.0,Direct,5.0
Humorous,1.0,Insensitive,3.0,Hateful,17.0,Threatening,5.0
Inappropriate,1.0,Insulting,74.0,Hostile,59.0,Blaming,5.0
Indignant,1.0,Judgemental,2.0,Humorous,1.0,Cynical,5.0
Informative,2.0,Judgmental,5.0,Impatience,1.0,Racist,4.0
Inquisitive,1.0,Mocking,3.0,Indifferent,1.0,Sexist,4.0
Insulting,28.0,Nationalistic,2.0,Insensitive,2.0,Provocative,4.0
Judgmental,2.0,Negative,8.0,Insulting,1.0,Positive,4.0
Light-hearted,1.0,Neutral,2.0,Intolerant,1.0,Defensive,4.0
Mocking,22.0,Offensive,65.0,Judgmental,1.0,Prejudiced,4.0
Negative,11.0,Pejorative,1.0,Malicious,2.0,Disapproving,4.0
Neutral,5.0,Playful,3.0,Mildly,1.0,Disdain,4.0
Playful,2.0,Provocative,3.0,Mockery,1.0,Demeaning,3.0
Positive,3.0,Punitive,1.0,Mocking,5.0,Demanding,3.0
Provocative,1.0,Questioning,1.0,Negative,85.0,Anger,3.0
Questioning,4.0,Racist,2.0,Negative/hostile,1.0,Xenophobic,3.0
Reflective,1.0,Ranting,1.0,Neutral,9.0,Controversial,3.0
Rude,1.0,Rude,2.0,Nonchalant,1.0,Rude,3.0
Sarcastic,17.0,Sarcastic,25.0,Outrage,1.0,Curious,3.0
Sexist,1.0,Sexist,2.0,Playful,1.0,disrespectful,3.0
Surprised,1.0,Slightly,2.0,Positive,1.0,Inappropriate,3.0
Threatening,2.0,Stereotyping,1.0,Prejudiced,4.0,inflammatory,3.0
Warning,1.0,Strong,2.0,Questioning,1.0,Condemning,3.0
dehumanizing,1.0,Swearing,1.0,Racist,2.0,Condemnatory,2.0
humor,1.0,Technical,1.0,Resentful,2.0,Frustrated,2.0
,,Threatening,2.0,Sarcastic,4.0,Judgemental,2.0
,,Violent,7.0,Sardonic,1.0,Nationalistic,2.0
,,Vulgar,25.0,Sexist,1.0,Contempt,2.0
,,Xenophobic,1.0,Skeptical,5.0,Slightly,2.0
,,a,1.0,Skepticism,1.0,accusatory,2.0
,,accusatory,2.0,Superior,1.0,informal,2.0
,,belittling,1.0,Supportive,1.0,Strong,2.0
,,condemnatory,1.0,Teasing,1.0,offensive,2.0
,,derogatory,19.0,Threatening,1.0,Resentful,2.0
,,dismissive,1.0,Violent,1.0,Commanding,2.0
,,disrespectful,3.0,Xenophobic,2.0,Malicious,2.0
,,factual,1.0,mocking,1.0,Humorous,2.0
,,incendiary,1.0,,,with,1.0
,,inflammatory,3.0,,,Superior,1.0
,,informal,2.0,,,Supportive,1.0
,,insulting,1.0,,,Mildly,1.0
,,of,1.0,,,Amused,1.0
,,offensive,2.0,,,Outrage,1.0
,,remarks,1.0,,,Admiration,1.0
,,sarcasm,1.0,,,Doubtful,1.0
,,touch,1.0,,,of,1.0
,,with,1.0,,,Teasing,1.0
,,,,,,touch,1.0
,,,,,,Mockery,1.0
,,,,,,sarcasm,1.0
,,,,,,remarks,1.0
,,,,,,Nonchalant,1.0
,,,,,,Antagonistic,1.0
,,,,,,Betrayal,1.0
,,,,,,Negative/hostile,1.0
,,,,,,Friendly,1.0
,,,,,,Disregard,1.0
,,,,,,Empowered,1.0
,,,,,,Disapproval,1.0
,,,,,,Sardonic,1.0
,,,,,,Derisive,1.0
,,,,,,Fearful,1.0
,,,,,,Harmful,1.0
,,,,,,Intolerant,1.0
,,,,,,Hate-filled,1.0
,,,,,,Skepticism,1.0
,,,,,,Impatience,1.0
,,,,,,Confusion,1.0
,,,,,,Indifferent,1.0
,,,,,,Concerned,1.0
,,,,,,Distrustful,1.0
,,,,,,Encouraging,1.0
,,,,,,insulting,1.0
,,,,,,Excited,1.0
,,,,,,dehumanizing,1.0
,,,,,,Warning,1.0
,,,,,,Surprised,1.0
,,,,,,Reflective,1.0
,,,,,,Light-hearted,1.0
,,,,,,Inquisitive,1.0
,,,,,,Indignant,1.0
,,,,,,Factual,1.0
,,,,,,"Dismissive,",1.0
,,,,,,Acusatory,1.0
,,,,,,Descriptive,1.0
,,,,,,Contradictory,1.0
,,,,,,Confident,1.0
,,,,,,Comparative,1.0
,,,,,,Callous,1.0
,,,,,,Authoritarian,1.0
,,,,,,Analytical,1.0
,,,,,,Alarmist,1.0
,,,,,,humor,1.0
,,,,,,Authoritative,1.0
,,,,,,incendiary,1.0
,,,,,,Ranting,1.0
,,,,,,factual,1.0
,,,,,,dismissive,1.0
,,,,,,condemnatory,1.0
,,,,,,belittling,1.0
,,,,,,a,1.0
,,,,,,Technical,1.0
,,,,,,Swearing,1.0
,,,,,,Stereotyping,1.0
,,,,,,Punitive,1.0
,,,,,,Belittling,1.0
,,,,,,Pejorative,1.0
,,,,,,Generalizing,1.0
,,,,,,Fearmongering,1.0
,,,,,,Affectionate,1.0
,,,,,,Disgusted,1.0
,,,,,,Defamatory,1.0
,,,,,,Cruel,1.0
,,,,,,Colloquial,1.0
,,,,,,mocking,1.0
