Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Slightly,1.0,Mixed,2.0,skepticism,1.0,Indignant,2.0
Speculative,1.0,Mocking,4.0,underlying,1.0,Colloquial,2.0
Sympathetic,1.0,Narrative,2.0,with,1.0,Emotional,2.0
Threatening,3.0,Nationalistic,1.0,,,Criticism,2.0
Warning,1.0,Neutral,7.0,,,Suggestive,2.0
a,2.0,Observational,1.0,,,Dehumanizing,2.0
accusation,1.0,Offensive,19.0,,,Direct,2.0
accusatory,1.0,Passive-Aggressive,1.0,,,Serious,2.0
an,1.0,Passive-aggressive,2.0,,,Antagonistic,2.0
disdain,1.0,Patronizing,3.0,,,underlying,2.0
of,3.0,Pointed,1.0,,,Indirectly,2.0
sarcasm,1.0,Political,2.0,,,Interrogative,2.0
touch,1.0,Positive,1.0,,,Passive-aggressive,2.0
underlying,1.0,Possibly,1.0,,,Observational,2.0
undertone,1.0,Potentially,1.0,,,Authoritative,2.0
with,4.0,Provocative,9.0,,,Reproachful,2.0
,,Questioning,2.0,,,Ridiculing,2.0
,,Racist,1.0,,,Scornful,2.0
,,Reflective,1.0,,,Judgemental,2.0
,,Religious,1.0,,,Disapproval,2.0
,,Reproach,1.0,,,Mildly,2.0
,,Reproachful,1.0,,,Political,2.0
,,Resentful,1.0,,,a,2.0
,,Respectful,2.0,,,Dissatisfied,2.0
,,Rude,1.0,,,Reproach,1.0
,,Sarcastic,13.0,,,Potentially,1.0
,,Satirical,1.0,,,Rude,1.0
,,Sceptical,1.0,,,Religious,1.0
,,Scornful,1.0,,,Satirical,1.0
,,Serious,1.0,,,Prejudiced,1.0
,,Sexist,1.0,,,Sceptical,1.0
,,Skeptical,2.0,,,Pointed,1.0
,,Slightly,6.0,,,Racist,1.0
,,Suggestive,2.0,,,Protective,1.0
,,Suspicious,1.0,,,Possibly,1.0
,,Teasing,1.0,,,Regret,1.0
,,Threatening,6.0,,,Patriotic,1.0
,,Urgent,1.0,,,Urgent,1.0
,,Vilifying,1.0,,,Sexist,1.0
,,Violent,5.0,,,Blame,1.0
,,Vulgar,2.0,,,Disdain,1.0
,,Warning,2.0,,,Vindictive,1.0
,,but,1.0,,,Hateful,1.0
,,yet,1.0,,,Insensitive,1.0
,,,,,,Irritated,1.0
,,,,,,Stern,1.0
,,,,,,Derision,1.0
,,,,,,Controlling,1.0
,,,,,,Apprehensive,1.0
,,,,,,Objective,1.0
,,,,,,Menacing,1.0
,,,,,,Nostalgic,1.0
,,,,,,yet,1.0
,,,,,,but,1.0
,,,,,,Self-serving,1.0
,,,,,,Vilifying,1.0
,,,,,,Displeased,1.0
,,,,,,Teasing,1.0
,,,,,,Determined,1.0
,,,,,,Admonitory,1.0
,,,,,,Passive-Aggressive,1.0
,,,,,,Instructional,1.0
,,,,,,disdain,1.0
,,,,,,an,1.0
,,,,,,accusatory,1.0
,,,,,,accusation,1.0
,,,,,,Sympathetic,1.0
,,,,,,Speculative,1.0
,,,,,,Sarcasm,1.0
,,,,,,Pleading,1.0
,,,,,,Persuasive,1.0
,,,,,,Manipulative,1.0
,,,,,,Irreverent,1.0
,,,,,,Imperative,1.0
,,,,,,Nationalistic,1.0
,,,,,,Hint,1.0
,,,,,,Harsh,1.0
,,,,,,Disrespective,1.0
,,,,,,Disbelieving,1.0
,,,,,,Disappointed,1.0
,,,,,,Denigrating,1.0
,,,,,,Defensive,1.0
,,,,,,Critique,1.0
,,,,,,Congratulatory,1.0
,,,,,,Condascending,1.0
,,,,,,Affirmative,1.0
,,,,,,sarcasm,1.0
,,,,,,touch,1.0
,,,,,,undertone,1.0
,,,,,,Accusative,1.0
,,,,,,Insistent,1.0
,,,,,,Inquiry,1.0
,,,,,,Informational,1.0
,,,,,,Inclusive,1.0
,,,,,,Incendiary,1.0
,,,,,,Impolite,1.0
,,,,,,Hypocritical,1.0
,,,,,,Hinting,1.0
,,,,,,Highly,1.0
,,,,,,Firm,1.0
,,,,,,Expressive,1.0
,,,,,,Exclusionary,1.0
,,,,,,Discriminative,1.0
,,,,,,Directive,1.0
,,,,,,Defamatory,1.0
,,,,,,Comparatively,1.0
,,,,,,Comparative,1.0
,,,,,,Coercive,1.0
,,,,,,Candid,1.0
,,,,,,Blaming,1.0
,,,,,,Analytical,1.0
,,,,,,Accusing,1.0
,,,,,,Action-Oriented,1.0
,,,,,,skepticism,1.0
