Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
,,,,,,Surprised/Amused,1.0
,,,,,,Supportive,1.0
,,,,,,Jovial,1.0
,,,,,,"Insulting,",1.0
,,,,,,Hopeful,1.0
,,,,,,Factual,1.0
,,,,,,Exhausted,1.0
,,,,,,Dismissing,1.0
,,,,,,Disappointed,1.0
,,,,,,Controlling,1.0
,,,,,,Celebratory,1.0
,,,,,,Appreciative,1.0
,,,,,,Complimentary,1.0
,,,,,,Demanding,1.0
,,,,,,Descriptive,1.0
,,,,,,Straightforward,1.0
,,,,,,disrespectful,1.0
,,,,,,demeaning,1.0
,,,,,,deceitful,1.0
,,,,,,critical,1.0
,,,,,,aggressive,1.0
,,,,,,Superior,1.0
,,,,,,Strongly,1.0
,,,,,,Strong,1.0
,,,,,,Slang,1.0
,,,,,,Emotional,1.0
,,,,,,"Sarcastic,",1.0
,,,,,,Reflective,1.0
,,,,,,Praising,1.0
,,,,,,Objective,1.0
,,,,,,Manipulative,1.0
,,,,,,"Informal,",1.0
,,,,,,Admonishing,1.0
,,,,,,Exclusionary,1.0
,,,,,,mockery,1.0
