Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Negative,3.0,Informal/Slang,1.0,Hostile,297.0,Disapproval,4.0
Neutral,10.0,Informative,5.0,Hostility,1.0,Contempt,4.0
Nostalgic,1.0,Insensitive,3.0,Indifferent,4.0,Skeptical,4.0
Offensive,12.0,Insinuative,1.0,Indignant,1.0,Anger,4.0
Outraged,2.0,Insulting,453.0,Informative,1.0,Questioning,4.0
Playful,2.0,Irritated,1.0,Insulting,2.0,Prejudiced,4.0
Polite,1.0,Judgmental,4.0,Irritated,4.0,Playful,4.0
Provocative,2.0,Mocking,3.0,Malicious,15.0,Defiant,4.0
Questioning,4.0,Nationalistic,2.0,Menacing,3.0,Disappointed,4.0
Regretful,1.0,Negative,3.0,Mixed,2.0,Authoritative,4.0
Resigned,1.0,Neutral,6.0,Mocking,6.0,Cynical,4.0
Rude,2.0,Offensive,188.0,Negative,75.0,Highly,3.0
Sarcastic,36.0,Pessimistic,1.0,Neutral,16.0,Discriminatory,3.0
Speculative,1.0,Playful,1.0,Nonchalant,1.0,Direct,3.0
Surprising,1.0,Profane,9.0,Objective,1.0,Slang,3.0
Sympathetic,3.0,Profanity,1.0,Observational,1.0,Defamatory,3.0
Threatening,11.0,Provocative,3.0,Offensive,1.0,Insensitive,3.0
Vindictive,4.0,Reflective,1.0,Outraged,1.0,Menacing,3.0
Vulgar,3.0,Rude,9.0,Patronizing,1.0,Distrustful,3.0
derogatory,1.0,Sarcastic,20.0,Pity,1.0,Outraged,3.0
yet,2.0,Self-deprecating,1.0,Playful,1.0,Resigned,3.0
,,Skeptical,1.0,Positive,1.0,with,3.0
,,Slang,3.0,Prejudiced,4.0,Inquisitive,3.0
,,Slightly,5.0,Protective,1.0,Sympathetic,3.0
,,Slur,1.0,Proud,1.0,Indignant,3.0
,,Stern,1.0,Remorseful,1.0,Agitated,2.0
,,Strong,1.0,Resentful,16.0,yet,2.0
,,Technical,1.0,Resigned,2.0,Vengeful,2.0
,,Threatening,13.0,Respectful,1.0,Self-deprecating,2.0
,,Violent,21.0,Rude,1.0,Disdain,2.0
,,Vulgar,189.0,Sarcastic,3.0,offensive,2.0
,,Wishing,1.0,Scornful,1.0,Alarmist,2.0
,,colloquial,1.0,Self-deprecating,1.0,Suspicious,2.0
,,derogatory,5.0,Sexual,1.0,Nationalistic,2.0
,,disrespectful,1.0,Skeptical,3.0,Mixed,2.0
,,offensive,2.0,Suspicious,2.0,Displeased,2.0
,,with,1.0,Teasing,2.0,Defeatist,2.0
,,,,Threatening,5.0,Demanding,2.0
,,,,Undertone,1.0,Belittling,2.0
,,,,Vengeful,2.0,Exclusionary,2.0
,,,,Vindictive,5.0,Teasing,2.0
,,,,Violence,1.0,Xenophobic,1.0
,,,,Violent,4.0,a,1.0
,,,,Xenophobic,1.0,Protective,1.0
,,,,a,1.0,Confusion,1.0
,,,,vengeful,1.0,Condoning,1.0
,,,,with,2.0,Concerned,1.0
,,,,,,Complimentary,1.0
,,,,,,Compassionate,1.0
,,,,,,Compassion,1.0
,,,,,,Challenging,1.0
,,,,,,Boastfulness,1.0
,,,,,,Approving,1.0
,,,,,,Apathetic,1.0
,,,,,,Curious,1.0
,,,,,,Envious,1.0
,,,,,,Violence,1.0
,,,,,,Disgusted,1.0
,,,,,,Proud,1.0
,,,,,,Remorseful,1.0
,,,,,,Positive,1.0
,,,,,,Pity,1.0
,,,,,,Respectful,1.0
,,,,,,Scornful,1.0
,,,,,,Sexual,1.0
,,,,,,Patronizing,1.0
,,,,,,Observational,1.0
,,,,,,Objective,1.0
,,,,,,Nonchalant,1.0
,,,,,,Hostility,1.0
,,,,,,Undertone,1.0
,,,,,,Hopeless,1.0
,,,,,,Hatred,1.0
,,,,,,Frustration/Annoyance,1.0
,,,,,,Exclusive,1.0
,,,,,,Doubtful,1.0
,,,,,,Dissatisfied,1.0
,,,,,,Annoyance,1.0
,,,,,,Divisive,1.0
,,,,,,Alarmed,1.0
,,,,,,Criticizing,1.0
,,,,,,Coarse,1.0
,,,,,,Cautious,1.0
,,,,,,Casually,1.0
,,,,,,"Casual,",1.0
,,,,,,Blunt,1.0
,,,,,,Arrogant,1.0
,,,,,,Surprising,1.0
,,,,,,Speculative,1.0
,,,,,,Regretful,1.0
,,,,,,Polite,1.0
,,,,,,Nostalgic,1.0
,,,,,,Malevolent,1.0
,,,,,,Jealous,1.0
,,,,,,Incensed,1.0
,,,,,,Imperative,1.0
,,,,,,Humorous,1.0
,,,,,,Exasperated,1.0
,,,,,,"Dismissive,",1.0
,,,,,,Disbelief,1.0
,,,,,,Despairing,1.0
,,,,,,Confused,1.0
,,,,,,Casual/Sarcastic,1.0
,,,,,,Bitter,1.0
,,,,,,Criminal,1.0
,,,,,,Admonitory,1.0
,,,,,,Aggressiveness,1.0
,,,,,,Ethnic,1.0
,,,,,,Aggressively,1.0
,,,,,,disrespectful,1.0
,,,,,,colloquial,1.0
,,,,,,Wishing,1.0
,,,,,,Technical,1.0
,,,,,,Strong,1.0
,,,,,,Stern,1.0
,,,,,,Slur,1.0
,,,,,,Reflective,1.0
,,,,,,Profanity,1.0
,,,,,,Pessimistic,1.0
,,,,,,Insinuative,1.0
,,,,,,Informal/Slang,1.0
,,,,,,"Informal,",1.0
,,,,,,Inflammatory,1.0
,,,,,,Incendiary,1.0
,,,,,,Inappropriate,1.0
,,,,,,Impolite,1.0
,,,,,,Harm,1.0
,,,,,,Forceful,1.0
,,,,,,Extremely,1.0
,,,,,,Explicit,1.0
,,,,,,Expletive,1.0
,,,,,,vengeful,1.0
