Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Critical,32.0,Contemptuous,3.0,Defeatist,1.0,Judgmental,21.0
Criticism,1.0,Contradictory,1.0,Defensive,2.0,Harsh,21.0
Cursing,1.0,Critical,45.0,Defiant,1.0,Violent,20.0
Cynical,1.0,Crude,3.0,Degrading,1.0,Condemnatory,19.0
Defensive,5.0,Cursing,1.0,Demeaning,1.0,Formal,18.0
Defiant,1.0,Defensive,1.0,Derisive,5.0,Colloquial,15.0
Dehumanizing,1.0,Degrading,3.0,Derogatory,49.0,Condemning,14.0
Demeaning,1.0,Dehumanizing,4.0,Disapproval,5.0,Positive,12.0
Depressed,1.0,Demanding,1.0,Disapproving,20.0,Hateful,12.0
Derisive,13.0,Demeaning,20.0,Discontent,2.0,Abusive,12.0
Derogatory,69.0,Derisive,12.0,Discriminatory,2.0,Assertive,11.0
Desperate,1.0,Derogatory,115.0,Disdain,1.0,Discriminatory,11.0
Disappointed,1.0,Descriptive,2.0,Disdainful,36.0,Provocative,11.0
Disapproval,1.0,Direct,8.0,Disgruntled,1.0,Malicious,9.0
Disapproving,6.0,Disapproving,2.0,Disgust,4.0,Blaming,9.0
Discriminatory,2.0,Discontented,1.0,Disgusted,1.0,Commanding,9.0
Disdainful,5.0,Discourteous,1.0,Dismissive,3.0,Patronizing,8.0
Disgust,1.0,Discriminatory,7.0,Disparaging,20.0,Direct,8.0
Dismissing,1.0,Disdainful,1.0,Displeased,1.0,Defensive,8.0
Dismissive,85.0,Dismissive,19.0,Disregard,1.0,Profane,8.0
"Dismissive,",1.0,Disparaging,23.0,Disrespectful,52.0,Anger,7.0
Disparaging,20.0,Disrespectful,29.0,Divisive,1.0,Racist,7.0
Disrespectful,28.0,Emotional,2.0,Dominant,1.0,Insensitive,7.0
Disturbing,1.0,Evaluative,1.0,Doubtful,1.0,with,7.0
Encouraging,2.0,Exclusionary,2.0,Exclusionary,1.0,Mixed,6.0
Excited,1.0,Explicit,2.0,Extremely,1.0,Disapproval,6.0
Exhausted,1.0,Expressive,1.0,Frustrated,14.0,Questioning,6.0
Explicit,1.0,Figurative,1.0,Frustration,5.0,Resentful,6.0
Factual,1.0,Firm,1.0,Hateful,11.0,Frustration,5.0
Frustrated,18.0,Formal,18.0,Hostile,309.0,Disgust,5.0
Harsh,2.0,Friendly,1.0,Hostility,1.0,Dehumanizing,5.0
Hateful,1.0,Harsh,19.0,Humiliating,1.0,Prejudiced,5.0
Hopeful,1.0,Highly,2.0,Humorous,1.0,Mildly,4.0
Hostile,36.0,Hostile,18.0,Hurt,2.0,Authoritative,4.0
Informative,11.0,Humiliating,1.0,Insincere,1.0,Antagonistic,4.0
Inquisitive,1.0,Inappropriate,3.0,Insulting,2.0,Concerned,4.0
Insensitive,1.0,Inflammatory,3.0,Intensely,1.0,Degrading,4.0
Insulting,108.0,Informal,41.0,Intimidating,2.0,Respectful,3.0
"Insulting,",1.0,"Informal,",1.0,Irritated,1.0,Annoyed,3.0
Jovial,1.0,Informative,15.0,Jealousy/Insecurity,1.0,Blunt,3.0
Judgmental,3.0,Insensitive,6.0,Judgmental,3.0,Exclusionary,3.0
Malicious,1.0,Insinuating,1.0,Light-hearted,1.0,Contempt,3.0
Mixed,2.0,Insolent,1.0,Malicious,8.0,Crude,3.0
Mocking,48.0,Insulting,380.0,Menacing,1.0,but,3.0
Negative,11.0,Judgemental,2.0,Mildly,2.0,Annoyance,3.0
Neutral,26.0,Judgmental,15.0,Mixed,4.0,Inappropriate,3.0
Obscene,1.0,Manipulative,1.0,Mockery,2.0,Inflammatory,3.0
Offensive,21.0,Metaphorical,1.0,Mocking,4.0,Cynical,3.0
Patronizing,6.0,Mildly,2.0,Negative,82.0,Slightly,3.0
Playful,1.0,Mocking,6.0,Negativity,1.0,Explicit,3.0
Playful/Sarcastic,1.0,Negative,11.0,Neutral,45.0,Strong,3.0
Positive,1.0,Neutral,17.0,Offensive,4.0,Comparative,3.0
Provocative,1.0,Objective,1.0,Oppressive,1.0,Discontent,2.0
Questioning,6.0,Obscene,1.0,Pessimistic,1.0,Defiant,2.0
Rectifying,1.0,Offensive,152.0,Playful,1.0,Blasphemous,2.0
Relieved,1.0,Passive-Aggressive,1.0,Positive,11.0,Cursing,2.0
Reprimanding,1.0,Patronizing,2.0,Prejudice,1.0,Criticism,2.0
Ridiculing,1.0,Potentially,1.0,Prejudiced,3.0,Vengeful,2.0
Rude,1.0,Praising,1.0,Proud,1.0,Judgemental,2.0
Sarcastic,33.0,Prejudiced,2.0,Resentful,6.0,Challenging,2.0
Skeptical,1.0,Profane,8.0,Revengeful,2.0,Appreciative,2.0
Supportive,1.0,Provocative,10.0,Sad,1.0,Descriptive,2.0
Surprised/Amused,1.0,Racial,1.0,Serious,1.0,Teasing,2.0
Sympathetic,1.0,Racially,2.0,Sexually,1.0,Emotional,2.0
Threatening,10.0,Racist,7.0,Slight,2.0,Accusative,2.0
Urgent,1.0,Reflective,1.0,Strict,1.0,Apologetic,2.0
Vindictive,1.0,Religious,1.0,Strong,2.0,Curious,2.0
Vulgar,3.0,Respectful,3.0,Sympathetic,1.0,Conflicted,2.0
behavior,1.0,Rude,1.0,Teasing,2.0,Highly,2.0
but,2.0,Sarcastic,25.0,Threatening,6.0,Humiliating,2.0
insulting,1.0,"Sarcastic,",1.0,Uncertain,2.0,derogatory,2.0
negative,1.0,Sardonic,1.0,Underlying,1.0,Uncertain,2.0
profanity,1.0,Sectarian,1.0,Vengeful,2.0,Obscene,2.0
with,1.0,Self-deprecating,1.0,Very,1.0,Intimidating,2.0
yet,1.0,Slang,1.0,Violent,4.0,Encouraging,2.0
,,Slightly,3.0,but,1.0,insulting,2.0
,,Stereotypical,2.0,mockery,1.0,Playful,2.0
,,Straightforward,1.0,negative,1.0,Slight,2.0
,,Strong,1.0,or,1.0,Stereotypical,2.0
,,Strongly,1.0,overall,1.0,Hurt,2.0
,,Suggestive,1.0,to,1.0,Revengeful,2.0
,,Superior,1.0,towards,1.0,negative,2.0
,,Threatening,18.0,with,1.0,Racially,2.0
,,Violent,16.0,,,Rude,2.0
,,Vulgar,60.0,,,Mockery,2.0
,,a,1.0,,,Sympathetic,2.0
,,aggressive,1.0,,,undertones,1.0
,,an,1.0,,,disrespectful,1.0
,,critical,1.0,,,hint,1.0
,,deceitful,1.0,,,Coercive,1.0
,,demeaning,1.0,,,remark,1.0
,,derogatory,2.0,,,slang,1.0
,,disrespectful,1.0,,,warning,1.0
,,hint,1.0,,,of,1.0
,,insulting,1.0,,,Boastful,1.0
,,labeling,1.0,,,Bitter,1.0
,,mocking,1.0,,,Admiration,1.0
,,of,1.0,,,labeling,1.0
,,playful,1.0,,,Betrayed,1.0
,,remark,1.0,,,Arrogant,1.0
,,sarcasm,1.0,,,playful,1.0
,,sarcastic,1.0,,,mocking,1.0
,,slang,1.0,,,Animosity,1.0
,,undertones,1.0,,,Al-Owais,1.0
,,warning,1.0,,,sarcasm,1.0
,,with,5.0,,,sarcastic,1.0
,,,,,,Jealousy/Insecurity,1.0
,,,,,,Competitive,1.0
,,,,,,Deceptive,1.0
,,,,,,Negativity,1.0
,,,,,,Oppressive,1.0
,,,,,,Pessimistic,1.0
,,,,,,Prejudice,1.0
,,,,,,Proud,1.0
,,,,,,Sad,1.0
,,,,,,Serious,1.0
,,,,,,Sexually,1.0
,,,,,,Strict,1.0
,,,,,,Underlying,1.0
,,,,,,Very,1.0
,,,,,,mockery,1.0
,,,,,,or,1.0
,,,,,,overall,1.0
,,,,,,to,1.0
,,,,,,Menacing,1.0
,,,,,,Light-hearted,1.0
,,,,,,deceitful,1.0
,,,,,,Divisive,1.0
,,,,,,Defeatist,1.0
,,,,,,Disdain,1.0
,,,,,,Disgruntled,1.0
,,,,,,Disgusted,1.0
,,,,,,Displeased,1.0
,,,,,,Disregard,1.0
,,,,,,Dominant,1.0
,,,,,,Irritated,1.0
,,,,,,Doubtful,1.0
,,,,,,Extremely,1.0
,,,,,,Hostility,1.0
,,,,,,Humorous,1.0
,,,,,,Insincere,1.0
,,,,,,Intensely,1.0
,,,,,,demeaning,1.0
,,,,,,Evaluative,1.0
,,,,,,critical,1.0
,,,,,,Inquisitive,1.0
,,,,,,Jovial,1.0
,,,,,,Playful/Sarcastic,1.0
,,,,,,Rectifying,1.0
,,,,,,Relieved,1.0
,,,,,,Reprimanding,1.0
,,,,,,Ridiculing,1.0
,,,,,,Skeptical,1.0
,,,,,,Supportive,1.0
,,,,,,Surprised/Amused,1.0
,,,,,,Urgent,1.0
,,,,,,Vindictive,1.0
,,,,,,behavior,1.0
,,,,,,profanity,1.0
,,,,,,yet,1.0
,,,,,,Alarming,1.0
,,,,,,"Insulting,",1.0
,,,,,,Hopeful,1.0
,,,,,,Bullying,1.0
,,,,,,Factual,1.0
,,,,,,Admonishing,1.0
,,,,,,Advisory,1.0
,,,,,,"Aggressive,",1.0
,,,,,,Callous,1.0
,,,,,,Celebratory,1.0
,,,,,,Contentious,1.0
,,,,,,Controlling,1.0
,,,,,,Depressed,1.0
,,,,,,Desperate,1.0
,,,,,,Disappointed,1.0
,,,,,,Dismissing,1.0
,,,,,,"Dismissive,",1.0
,,,,,,Disturbing,1.0
,,,,,,Excited,1.0
,,,,,,Exhausted,1.0
,,,,,,Body-shaming,1.0
,,,,,,"Casual,",1.0
,,,,,,an,1.0
,,,,,,Passive-Aggressive,1.0
,,,,,,Praising,1.0
,,,,,,Racial,1.0
,,,,,,Reflective,1.0
,,,,,,Religious,1.0
,,,,,,"Sarcastic,",1.0
,,,,,,Sardonic,1.0
,,,,,,Sectarian,1.0
,,,,,,Self-deprecating,1.0
,,,,,,Slang,1.0
,,,,,,Straightforward,1.0
,,,,,,Strongly,1.0
,,,,,,Suggestive,1.0
,,,,,,Superior,1.0
,,,,,,a,1.0
,,,,,,aggressive,1.0
,,,,,,Potentially,1.0
,,,,,,Objective,1.0
,,,,,,Casual/Colloquial,1.0
,,,,,,Metaphorical,1.0
,,,,,,Clinical,1.0
,,,,,,Complaining,1.0
,,,,,,Complimentary,1.0
,,,,,,Contradictory,1.0
,,,,,,Demanding,1.0
,,,,,,Discontented,1.0
,,,,,,Discourteous,1.0
,,,,,,Expressive,1.0
,,,,,,Figurative,1.0
,,,,,,Firm,1.0
,,,,,,Friendly,1.0
,,,,,,"Informal,",1.0
,,,,,,Insinuating,1.0
,,,,,,Insolent,1.0
,,,,,,Manipulative,1.0
,,,,,,towards,1.0
