Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Perturbed,1.0,Incendiary,1.0,Hostile,188.0,Resigned,4.0
Playful,6.0,Incoherent,2.0,Hostility,1.0,Disapproval,4.0
Poetic,1.0,Indirectly,1.0,Hypocritical,1.0,Light-hearted,4.0
Polite,1.0,Informal,61.0,Indifferent,7.0,Rude,4.0
Positive,4.0,Informative,45.0,Indignant,2.0,Distrustful,4.0
Positive/Complimentary,1.0,Insensitive,21.0,Informative,3.0,Conversational,4.0
Prejudiced,1.0,Insinuating,1.0,Inquisitive,2.0,Slang,4.0
Prescriptive,1.0,Insulting,240.0,Inspiring,1.0,but,4.0
Provocative,6.0,Intellectual,1.0,Intense,1.0,Supportive,4.0
Questioning,14.0,Internet,1.0,Intolerant,3.0,offensive,3.0
Racist,2.0,Judgemental,1.0,Irresponsible,1.0,Stereotypical,3.0
Reflective,2.0,Judgment,1.0,Joyful,1.0,Belittling,3.0
Repetitive,1.0,Judgmental,24.0,Judgmental,3.0,Straightforward,3.0
Resigned,1.0,Light-hearted,1.0,Light-hearted,3.0,Encouraging,3.0
Sarcastic,56.0,Malicious,1.0,Malevolent,1.0,Warning,3.0
"Sarcastic,",1.0,Manipulative,1.0,Malicious,8.0,Racially,3.0
Self-deprecating,1.0,Misogynistic,1.0,Manipulative,1.0,Vindictive,3.0
Serious,1.0,Mixed,1.0,Mild,1.0,Xenophobic,3.0
Sexist,1.0,Mocking,15.0,Militant,1.0,a,3.0
Shocked,1.0,Nationalistic,4.0,Mockery,1.0,Friendly,3.0
Sighing,1.0,Negative,14.0,Mocking,12.0,Potentially,3.0
Skeptical,5.0,Neutral,19.0,Negative,67.0,Suggestive,3.0
Speculative,1.0,Objectifying,1.0,Neutral,87.0,Uncertain,3.0
Stereotypical,1.0,Objective,1.0,Objective,4.0,Advisory,3.0
Stereotyping,1.0,Observational,1.0,Observational,2.0,Gender,3.0
Suggestive,1.0,Offensive,79.0,Offensive,5.0,Inappropriate,3.0
Superior,1.0,Passive-Aggressive,1.0,Optimistic,1.0,Polite,3.0
Supportive,2.0,Patronizing,3.0,Patriotic,1.0,Criticizing,3.0
Surprised,1.0,Pejorative,7.0,Patronizing,3.0,Teasing,3.0
Suspicious,1.0,Playful,3.0,Pessimistic,1.0,Intolerant,3.0
Threatening,2.0,Pleading,1.0,Playful,2.0,Resentful,3.0
Unempathetic,1.0,Poetic,1.0,Poking,1.0,Protective,2.0
Urgent,1.0,Polarizing,1.0,Positive,7.0,Manipulative,2.0
Vindictive,2.0,Polite,2.0,Preference,1.0,Cautious,2.0
Violent,3.0,Positive,2.0,Prejudiced,23.0,Indignant,2.0
Warning,2.0,Potentially,3.0,Protective,1.0,Challenging,2.0
aggression,1.0,Pragmatic,1.0,Proud,1.0,Factual,2.0
elements,1.0,Prejudiced,9.0,Provocative,2.0,Commanding,2.0
intolerance,1.0,Prejudicial,1.0,Racist,7.0,Criticism,2.0
of,2.0,Profane,1.0,Repulsion,1.0,Respectful,2.0
with,1.0,Protective,1.0,Resentful,3.0,Arrogant,2.0
,,Provocative,6.0,Resigned,3.0,Defamatory,2.0
,,Questioning,5.0,Resolute,1.0,Homophobic,2.0
,,Racially,3.0,Sarcastic,2.0,Denigrating,2.0
,,Racist,18.0,Self-critical,1.0,Divisive,2.0
,,Rational,1.0,Sexist,4.0,Implicative,2.0
,,Reflective,4.0,Skeptical,5.0,Discontent,2.0
,,Regionalist,1.0,Skepticism,1.0,Forgiving,2.0
,,Repetitive,1.0,Speech,1.0,Emotional,2.0
,,Requesting,1.0,Strong,1.0,Incoherent,2.0
,,Respectful,2.0,Superiority,1.0,Caring,2.0
,,Rhetorical,1.0,Supportive,2.0,Taunting,2.0
,,Rude,4.0,Suspicious,1.0,Mixed,2.0
,,Sarcastic,34.0,Teasing,3.0,Passive-Aggressive,2.0
,,Sardonic,1.0,Uncaring,1.0,Suspicious,2.0
,,Self-deprecating,1.0,Uncertain,3.0,Understanding,2.0
,,Sexist,3.0,Unclear,1.0,Determined,2.0
,,Simplistic,1.0,Uncomfortable,1.0,Insinuating,2.0
,,Skeptical,2.0,Unfair,1.0,Self-deprecating,2.0
,,Slang,4.0,Unfriendly,1.0,Strong,2.0
,,Slightly,7.0,Unpleasant,1.0,Poetic,2.0
,,Standard,1.0,Unsympathetic,1.0,Appreciative,2.0
,,Stereotypical,2.0,Vengeful,1.0,Repetitive,2.0
,,Stereotyping,5.0,Vindictive,1.0,Bias,2.0
,,Straightforward,3.0,Violent,2.0,Judgemental,2.0
,,Strong,1.0,Worried,1.0,slight,1.0
,,Structured,1.0,Xenophobic,2.0,Vengeful,1.0
,,Subjective,1.0,a,1.0,slang,1.0
,,Suggestive,2.0,bias,1.0,Annoyance,1.0
,,Taunting,2.0,hostility,1.0,Contradictory,1.0
,,Threatening,6.0,slight,1.0,Cruel,1.0
,,Understanding,2.0,underlying,1.0,terminology,1.0
,,Unwelcoming,1.0,with,2.0,sarcasm,1.0
,,Violent,17.0,,,Unsympathetic,1.0
,,Vulgar,11.0,,,potentially,1.0
,,Warning,1.0,,,Contentious,1.0
,,Xenophobic,1.0,,,Cautionary,1.0
,,a,2.0,,,Contempt,1.0
,,accusatory,1.0,,,hostility,1.0
,,but,4.0,,,Confusion,1.0
,,colloquial,1.0,,,Condenscending,1.0
,,derogatory,7.0,,,threatening,1.0
,,descriptive,1.0,,,bias,1.0
,,disrespectful,1.0,,,Blameful,1.0
,,hint,1.0,,,touch,1.0
,,language,1.0,,,Biased,1.0
,,mocking,1.0,,,yet,1.0
,,of,3.0,,,Adversarial,1.0
,,offensive,3.0,,,Anger,1.0
,,potentially,1.0,,,Apprehensive,1.0
,,sarcasm,1.0,,,Worried,1.0
,,slang,1.0,,,Curiosity,1.0
,,terminology,1.0,,,Speech,1.0
,,threatening,1.0,,,Disagreement,1.0
,,touch,1.0,,,Intense,1.0
,,with,5.0,,,Joyful,1.0
,,yet,1.0,,,Malevolent,1.0
,,,,,,Mild,1.0
,,,,,,Militant,1.0
,,,,,,Uncomfortable,1.0
,,,,,,Unclear,1.0
,,,,,,Mockery,1.0
,,,,,,Optimistic,1.0
,,,,,,Patriotic,1.0
,,,,,,Pessimistic,1.0
,,,,,,Poking,1.0
,,,,,,Preference,1.0
,,,,,,mocking,1.0
,,,,,,Proud,1.0
,,,,,,Repulsion,1.0
,,,,,,Uncaring,1.0
,,,,,,Resolute,1.0
,,,,,,Self-critical,1.0
,,,,,,Skepticism,1.0
,,,,,,Irresponsible,1.0
,,,,,,Inspiring,1.0
,,,,,,Unpleasant,1.0
,,,,,,Hypocritical,1.0
,,,,,,Displeasure,1.0
,,,,,,Dissatisfaction,1.0
,,,,,,Dissatisfied,1.0
,,,,,,Distressed,1.0
,,,,,,Dominating,1.0
,,,,,,Doubtful,1.0
,,,,,,Elitist,1.0
,,,,,,Unfriendly,1.0
,,,,,,Empathetic,1.0
,,,,,,Empowered,1.0
,,,,,,Superiority,1.0
,,,,,,Fun,1.0
,,,,,,Grateful,1.0
,,,,,,Hate,1.0
,,,,,,Helpful,1.0
,,,,,,Unfair,1.0
,,,,,,Hopeful,1.0
,,,,,,Hopeless,1.0
,,,,,,Hostility,1.0
,,,,,,Fear-Mongering,1.0
,,,,,,Exclusive,1.0
,,,,,,language,1.0
,,,,,,Argumentative,1.0
,,,,,,Surprised,1.0
,,,,,,Unempathetic,1.0
,,,,,,Urgent,1.0
,,,,,,aggression,1.0
,,,,,,elements,1.0
,,,,,,intolerance,1.0
,,,,,,Advising,1.0
,,,,,,Alarmist,1.0
,,,,,,Attack,1.0
,,,,,,Speculative,1.0
,,,,,,Authoritative,1.0
,,,,,,Blunt,1.0
,,,,,,Casually,1.0
,,,,,,Common,1.0
,,,,,,Competitive,1.0
,,,,,,Complex,1.0
,,,,,,Conspiratorial,1.0
,,,,,,Crude,1.0
,,,,,,Superior,1.0
,,,,,,Sighing,1.0
,,,,,,hint,1.0
,,,,,,Excited,1.0
,,,,,,Ambiguous,1.0
,,,,,,Anxious,1.0
,,,,,,Apologetic,1.0
,,,,,,Blame,1.0
,,,,,,Combative,1.0
,,,,,,Compassionate,1.0
,,,,,,Complimentary,1.0
,,,,,,Directive,1.0
,,,,,,Inquiry,1.0
,,,,,,Shocked,1.0
,,,,,,Instructive,1.0
,,,,,,Nonchalant,1.0
,,,,,,Nostalgic,1.0
,,,,,,Perturbed,1.0
,,,,,,Positive/Complimentary,1.0
,,,,,,Prescriptive,1.0
,,,,,,"Sarcastic,",1.0
,,,,,,Serious,1.0
,,,,,,Debating,1.0
,,,,,,Detailed,1.0
,,,,,,Elements,1.0
,,,,,,Sardonic,1.0
,,,,,,Polarizing,1.0
,,,,,,Pragmatic,1.0
,,,,,,Prejudicial,1.0
,,,,,,Profane,1.0
,,,,,,Rational,1.0
,,,,,,Regionalist,1.0
,,,,,,Requesting,1.0
,,,,,,Rhetorical,1.0
,,,,,,Simplistic,1.0
,,,,,,Eloquent,1.0
,,,,,,Standard,1.0
,,,,,,Structured,1.0
,,,,,,Subjective,1.0
,,,,,,Unwelcoming,1.0
,,,,,,accusatory,1.0
,,,,,,colloquial,1.0
,,,,,,descriptive,1.0
,,,,,,disrespectful,1.0
,,,,,,Pleading,1.0
,,,,,,Objectifying,1.0
,,,,,,Misogynistic,1.0
,,,,,,Judgment,1.0
,,,,,,Evasive,1.0
,,,,,,Exhortative,1.0
,,,,,,Explanation,1.0
,,,,,,Expressive,1.0
,,,,,,Feminist-critical,1.0
,,,,,,Firm,1.0
,,,,,,Gender-specific,1.0
,,,,,,Highly,1.0
,,,,,,Humorous,1.0
,,,,,,Ignorant,1.0
,,,,,,Implicitly,1.0
,,,,,,Implying,1.0
,,,,,,Impolite,1.0
,,,,,,Incendiary,1.0
,,,,,,Indirectly,1.0
,,,,,,Intellectual,1.0
,,,,,,Internet,1.0
,,,,,,underlying,1.0
