Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Drunk,1.0,Instructive,1.0,Disdain,1.0,Informative,7.0
Emotional,1.0,Insulting,310.0,Disdainful,33.0,Emotional,7.0
Entitled,1.0,Intense,1.0,Disgust,4.0,Explicit,7.0
Exasperated,4.0,Irreverent,1.0,Disheartened,2.0,Condescending,6.0
Exasperation,1.0,Irritated,1.0,Dislike/,1.0,Slang,6.0
Excited,2.0,Language,2.0,Dismissive,3.0,Exasperated,6.0
Exclamatory,1.0,Manipulative,1.0,Disparaging,10.0,disrespectful,6.0
Frustrated,142.0,Matter-of-fact,1.0,Displeased,4.0,Formal,6.0
Harassment,1.0,Mildly,4.0,Disregard,1.0,Objectifying,5.0
Hostile,7.0,Mocking,1.0,Disregardful,1.0,Displeased,5.0
Humorous,3.0,Negative,5.0,Disregarding,1.0,Slightly,5.0
Indifferent,3.0,Negatively,1.0,Disrespectful,38.0,Distressed,5.0
Indignant,1.0,Neutral,9.0,Distressed,3.0,Disapproval,5.0
Informal,10.0,Objectifying,2.0,Disturbed,1.0,Curious,5.0
Informative,4.0,Obscene,1.0,Encouragement,1.0,Abusive,5.0
Inquisitive,3.0,Offensive,151.0,Enraged,1.0,Disappointed,5.0
Insensitive,1.0,Pejorative,1.0,Enthusiastic,1.0,Disgust,4.0
Instructive,1.0,Playful,1.0,Exasperated,2.0,Mildly,4.0
Insulting,22.0,Pleading,1.0,Exclusionary,1.0,Explicitly,4.0
Irritated,3.0,Potentially,2.0,Fearful,1.0,Strong,4.0
Joking,1.0,Profane,43.0,Friendly,1.0,Direct,4.0
Judgmental,3.0,Profanity,4.0,Frustrated,44.0,Impatient,4.0
Malicious,1.0,Provocative,4.0,Frustration,41.0,Nonchalant,4.0
Mocking,22.0,Rude,7.0,Frustration/Aggression,1.0,Profanity,4.0
Negative,14.0,Sarcastic,9.0,Frustration/Agitation,1.0,Malicious,4.0
Neutral,11.0,Self-Deprecating,1.0,Frustration/Disdain,2.0,Cautionary,4.0
Nonchalant,2.0,Self-Destructive,1.0,Frustration/Resentment,1.0,Judgmental,4.0
Objectifying,1.0,Self-deprecating,2.0,Grateful,1.0,Despairing,4.0
Observational,1.0,Sexual,1.0,Hateful,1.0,Apathetic,4.0
Offensive,3.0,Sexually,1.0,Hatred,2.0,Amused,4.0
Playful,5.0,Slang,6.0,Hopeless,1.0,Insensitive,4.0
Positive,4.0,Slightly,5.0,Hostile,212.0,Humorous,4.0
Provocative,4.0,Strong,2.0,Humorous,1.0,Commanding,4.0
Questioning,1.0,Suicidal,1.0,Hurt,1.0,but,3.0
Rebellious,1.0,Threatening,3.0,Hurtful,1.0,aggressive,3.0
Resentful,5.0,Violent,11.0,Impatient,3.0,Mixed,3.0
Rude,2.0,Vulgar,421.0,Inappropriate,2.0,Light-hearted,3.0
Sad,1.0,Vulgarity,2.0,Indifferent,14.0,Supportive,3.0
Sarcastic,32.0,a,1.0,Informative,1.0,Warning,3.0
Self-Critical,1.0,aggressive,2.0,Insulting,2.0,Confused,3.0
Self-Deprecating,1.0,casual,1.0,Intimidating,1.0,Sexual,3.0
Self-deprecating,8.0,charged,1.0,Ironic,1.0,Self-Deprecating,3.0
Sexual,2.0,colloquial,1.0,Irresponsible,1.0,Advisory,3.0
Sexualized,1.0,critical,1.0,Irritated,7.0,Excited,3.0
Shocked,1.0,demeaning,1.0,Jealous/Envious,1.0,Inquisitive,3.0
Sneaky,1.0,derogatory,2.0,Judgmental,1.0,Assertive,3.0
Sorrowful,1.0,dismissive,1.0,Light-hearted,3.0,Arrogant,3.0
Speculative,1.0,disrespectful,6.0,Lustful,1.0,Hatred,2.0
Supportive,1.0,figure,1.0,Malicious,3.0,Blunt,2.0
Surprised,1.0,insulting,1.0,Menacing,1.0,Potentially,2.0
Sympathetic,1.0,judgemental,1.0,Mild,1.0,Apologetic,2.0
Threatening,7.0,mild,1.0,Mixed,3.0,dismissive,2.0
Violent,2.0,negative,2.0,Mocking,5.0,Demanding,2.0
Vulgar,11.0,offensive,7.0,Negative,105.0,Despair,2.0
advice,1.0,profanity,2.0,Negative/hostile,1.0,Pessimistic,2.0
aggressive,1.0,public,1.0,Neglectful,1.0,derogatory,2.0
but,1.0,slang,1.0,Neutral,26.0,Language,2.0
mild,1.0,some,1.0,Nonchalant,2.0,Complaining,2.0
vulgarity,1.0,towards,1.0,Objectifying,2.0,Vulgarity,2.0
with,1.0,vulgar,1.0,Objective,1.0,frustration,2.0
,,vulgarity,1.0,Offensive,2.0,Overwhelmed,2.0
,,with,9.0,Oppressive,1.0,Appreciative,2.0
,,yet,1.0,Overwhelmed,2.0,Frustration/Disdain,2.0
,,,,Pessimistic,2.0,Disheartened,2.0
,,,,Playful,3.0,Rebellious,2.0
,,,,Positive,4.0,Annoyance,2.0
,,,,Reassuring,1.0,profanity,2.0
,,,,Rebellious,1.0,Sorrowful,2.0
,,,,Regretful,2.0,Surprised,2.0
,,,,Relaxed,1.0,Instructive,2.0
,,,,Relieved,1.0,Unconcerned,2.0
,,,,Resentful,12.0,negative,2.0
,,,,Resigned,1.0,Disregardful,2.0
,,,,Resolved,1.0,Disregard,2.0
,,,,Rude,2.0,Anxious,2.0
,,,,Sarcastic,6.0,Regretful,2.0
,,,,Self-Deprecating,1.0,mild,2.0
,,,,Self-critical,1.0,vulgarity,2.0
,,,,Self-deprecating,2.0,Aggravated,2.0
,,,,Self-loathing,1.0,Disbelief,2.0
,,,,Self-pitying,1.0,Desperation,2.0
,,,,Shocking,1.0,Frustration/Aggression,1.0
,,,,Skeptical,1.0,Frustration/Agitation,1.0
,,,,Sorrowful,1.0,Despondent,1.0
,,,,Stressed,1.0,Detached,1.0
,,,,Strong,2.0,Disappointment,1.0
,,,,Supportive,2.0,Disdain,1.0
,,,,Surprise,1.0,Fearful,1.0
,,,,Surprised,1.0,Defeated,1.0
,,,,Suspicious,1.0,Friendly,1.0
,,,,Threatening,2.0,Deflecting,1.0
,,,,Uncertain,1.0,Dislike/,1.0
,,,,Unconcerned,2.0,Disregarding,1.0
,,,,Violating,1.0,Exclusionary,1.0
,,,,Violent,1.0,Enthusiastic,1.0
,,,,Warning,3.0,Enraged,1.0
,,,,anger,1.0,Encouragement,1.0
,,,,but,2.0,Disturbed,1.0
,,,,craving,1.0,Abrasive,1.0
,,,,defensive,1.0,Resigned,1.0
,,,,degrading,1.0,Frustration/Resentment,1.0
,,,,dismissive,1.0,Suspicious,1.0
,,,,frustration,2.0,Self-critical,1.0
,,,,hateful,1.0,Self-loathing,1.0
,,,,hostile,1.0,Self-pitying,1.0
,,,,or,1.0,Shocking,1.0
,,,,with,1.0,Skeptical,1.0
,,,,,,Stressed,1.0
,,,,,,Surprise,1.0
,,,,,,Uncertain,1.0
,,,,,,Concerned,1.0
,,,,,,Violating,1.0
,,,,,,anger,1.0
,,,,,,craving,1.0
,,,,,,defensive,1.0
,,,,,,degrading,1.0
,,,,,,hateful,1.0
,,,,,,hostile,1.0
,,,,,,Resolved,1.0
,,,,,,Relieved,1.0
,,,,,,Grateful,1.0
,,,,,,Jealous/Envious,1.0
,,,,,,Hateful,1.0
,,,,,,Hopeless,1.0
,,,,,,Hurt,1.0
,,,,,,Hurtful,1.0
,,,,,,Intimidating,1.0
,,,,,,Ironic,1.0
,,,,,,Irresponsible,1.0
,,,,,,Lustful,1.0
,,,,,,Relaxed,1.0
,,,,,,Menacing,1.0
,,,,,,Mild,1.0
,,,,,,Negative/hostile,1.0
,,,,,,Neglectful,1.0
,,,,,,Objective,1.0
,,,,,,Oppressive,1.0
,,,,,,Reassuring,1.0
,,,,,,Confident,1.0
,,,,,,Grating,1.0
,,,,,,Comparative,1.0
,,,,,,Self-Critical,1.0
,,,,,,Shocked,1.0
,,,,,,Sneaky,1.0
,,,,,,Speculative,1.0
,,,,,,Sympathetic,1.0
,,,,,,advice,1.0
,,,,,,Acknowledging,1.0
,,,,,,Blaming,1.0
,,,,,,Blasphemous,1.0
,,,,,,"Casual,",1.0
,,,,,,Coarse,1.0
,,,,,,Coercive,1.0
,,,,,,Contradictory,1.0
,,,,,,Cursing,1.0
,,,,,,Discriminatory,1.0
,,,,,,Emotionally,1.0
,,,,,,Sexualized,1.0
,,,,,,Sad,1.0
,,,,,,Blame,1.0
,,,,,,Questioning,1.0
,,,,,,Casual/Informal,1.0
,,,,,,Casual/Slang,1.0
,,,,,,Combative,1.0
,,,,,,Defamatory,1.0
,,,,,,Defeatist,1.0
,,,,,,Desirous,1.0
,,,,,,Disgusted,1.0
,,,,,,Drunk,1.0
,,,,,,Entitled,1.0
,,,,,,Exasperation,1.0
,,,,,,Exclamatory,1.0
,,,,,,Harassment,1.0
,,,,,,Indignant,1.0
,,,,,,Joking,1.0
,,,,,,Observational,1.0
,,,,,,Exaggeration,1.0
,,,,,,Expletive,1.0
,,,,,,Expressive,1.0
,,,,,,Extremely,1.0
,,,,,,figure,1.0
,,,,,,insulting,1.0
,,,,,,judgemental,1.0
,,,,,,public,1.0
,,,,,,slang,1.0
,,,,,,some,1.0
,,,,,,towards,1.0
,,,,,,vulgar,1.0
,,,,,,yet,1.0
,,,,,,Aggrieved,1.0
,,,,,,Anger,1.0
,,,,,,Antagonistic,1.0
,,,,,,Appreciation,1.0
,,,,,,Betrayed,1.0
,,,,,,Bitterness,1.0
,,,,,,demeaning,1.0
,,,,,,critical,1.0
,,,,,,colloquial,1.0
,,,,,,Obscene,1.0
,,,,,,Inciteful,1.0
,,,,,,Intense,1.0
,,,,,,Irreverent,1.0
,,,,,,Manipulative,1.0
,,,,,,Matter-of-fact,1.0
,,,,,,Negatively,1.0
,,,,,,Pejorative,1.0
,,,,,,charged,1.0
,,,,,,Pleading,1.0
,,,,,,Self-Destructive,1.0
,,,,,,Sexually,1.0
,,,,,,Suicidal,1.0
,,,,,,a,1.0
,,,,,,casual,1.0
,,,,,,or,1.0
