Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Defensive,4.0,Contemptuous,7.0,Derisive,10.0,Formal,15.0
Degrading,2.0,Critical,76.0,Derogatory,30.0,Cynical,13.0
Dehumanizing,1.0,Critically,1.0,Determined,1.0,Criticizing,12.0
Demanding,1.0,Criticism,1.0,Disappointed,1.0,Condemning,12.0
Demeaning,3.0,Criticizing,9.0,Disapproval,5.0,Informative,11.0
Denigrating,2.0,Critiquing,1.0,Disapproving,87.0,Cautionary,11.0
Derisive,16.0,Cynical,4.0,Discontent,7.0,Slightly,9.0
Derogatory,101.0,Defamatory,1.0,Disdain,3.0,Angry,9.0
"Derogatory,",1.0,Defensive,2.0,Disdainful,51.0,Distrustful,9.0
Disappointed,2.0,Defiant,1.0,Dismissive,8.0,Resentful,8.0
Disapproving,5.0,Degrading,15.0,Disparaging,20.0,Concerned,8.0
Disbelieving,1.0,Dehumanizing,2.0,Displeased,2.0,Blaming,7.0
Disdainful,4.0,Demanding,1.0,Disrespectful,21.0,Defensive,7.0
Dismissive,73.0,Demeaning,20.0,Dissatisfied,1.0,Advisory,7.0
Disparaging,39.0,Derisive,23.0,Distrustful,9.0,Discontent,7.0
Disrespectful,7.0,Derogatory,128.0,Divisive,1.0,Direct,7.0
Disrespective,1.0,Descriptive,5.0,Doubtful,2.0,Reflective,7.0
Distressed,1.0,Direct,7.0,Encouraging,2.0,Hateful,6.0
Disturbing,1.0,Directive,2.0,Exclusionary,2.0,Assertive,6.0
Emotional,1.0,Disapproving,11.0,Extreme,1.0,Indignant,6.0
Encouraging,1.0,Discriminative,1.0,Extremely,2.0,Informal,6.0
Frustrated,9.0,Discriminatory,3.0,Frustrated,15.0,Challenging,6.0
Harsh,1.0,Disdainful,1.0,Hate-filled,1.0,Reproachful,6.0
Hint,1.0,Dismissive,35.0,Hateful,3.0,Positive,6.0
Hostile,42.0,Disparaging,76.0,Hatred,2.0,Mixed,5.0
Imperative,1.0,Disrespectful,27.0,Hostile,304.0,Patronizing,5.0
Indignant,3.0,Dissatisfied,1.0,Hostility,1.0,Disapproval,5.0
Informative,6.0,Divisive,3.0,Incendiary,1.0,with,5.0
Inquisitive,15.0,Doubtful,3.0,Indignant,2.0,Analytical,5.0
Instructional,1.0,Emotional,2.0,Informative,1.0,Descriptive,5.0
Insulting,62.0,Encouraging,1.0,Insensitive,1.0,Doubtful,5.0
Interrogative,2.0,Exclusionary,3.0,Intimidating,1.0,Exclusionary,5.0
Irreverent,1.0,Expressive,1.0,Intolerant,1.0,Commanding,5.0
Judgmental,8.0,Firm,1.0,Irritated,3.0,Suspicious,5.0
Malicious,2.0,Formal,15.0,Judgmental,2.0,Incendiary,5.0
Manipulative,1.0,Generalizing,1.0,Malevolent,3.0,Admonishing,5.0
Mixed,1.0,Harsh,2.0,Malicious,13.0,Warning,4.0
Mocking,30.0,Hate,1.0,Menacing,2.0,Blameful,4.0
Narrative,1.0,Hateful,3.0,Mildly,2.0,Divisive,4.0
Negative,2.0,Highly,3.0,Mixed,2.0,Nationalistic,4.0
Neutral,6.0,Hinting,1.0,Mocking,3.0,Respectful,4.0
Observational,1.0,Hostile,27.0,Negative,58.0,Annoyed,4.0
Offensive,6.0,Humiliating,2.0,Neutral,14.0,Scornful,4.0
Patronizing,1.0,Hurtful,1.0,Nostalgic,1.0,Very,4.0
Persuasive,1.0,Hypocritical,1.0,Objective,1.0,Narrative,4.0
Pleading,1.0,Implying,1.0,Oppositional,1.0,Encouraging,4.0
Provocative,2.0,Impolite,1.0,Outraged,2.0,Mildly,3.0
Punitive,1.0,Incendiary,4.0,Patriotic,1.0,Alarmist,3.0
Questioning,10.0,Inciting,1.0,Positive,5.0,Antagonistic,3.0
Reflective,6.0,Inclusive,1.0,Prejudiced,1.0,Emotional,3.0
Reprimanding,1.0,Indignant,1.0,Protective,1.0,Urgent,3.0
Reproachful,4.0,Indirectly,2.0,Questioning,2.0,Discriminatory,3.0
Resentful,1.0,Inflammatory,2.0,Regret,1.0,Disdain,3.0
Ridiculing,1.0,Informal,6.0,Resentful,6.0,Insensitive,3.0
Sarcasm,1.0,Informational,1.0,Respectful,2.0,of,3.0
Sarcastic,86.0,Informative,4.0,Ridiculing,2.0,Harsh,3.0
"Sarcastic,",1.0,Inquiry,1.0,Sadness,1.0,Menacing,3.0
Scornful,1.0,Inquisitive,5.0,Sarcastic,1.0,Authoritative,3.0
Skeptical,11.0,Insensitive,2.0,Scornful,2.0,Highly,3.0
Slightly,1.0,Insistent,1.0,Self-serving,1.0,Disappointed,3.0
Speculative,1.0,Insulting,403.0,Serious,1.0,Vulgar,3.0
Sympathetic,1.0,Interrogative,1.0,Skeptical,8.0,Ridiculing,3.0
Threatening,9.0,Judgemental,2.0,Slightly,2.0,Curious,3.0
Uncertain,1.0,Judgmental,11.0,Stern,1.0,Interrogative,3.0
Undermining,1.0,Lecturing,1.0,Suspicious,4.0,Political,3.0
Urgent,1.0,Menacing,1.0,Sympathetic,1.0,Malevolent,3.0
Warning,1.0,Mildly,1.0,Threatening,6.0,Irritated,3.0
Worried,1.0,Mixed,2.0,Uncertain,1.0,Colloquial,3.0
a,2.0,Mocking,10.0,Undermining,1.0,Dehumanizing,3.0
accusation,1.0,Narrative,3.0,Urgent,1.0,Constructive,3.0
accusatory,1.0,Nationalistic,4.0,Very,4.0,Observational,2.0
an,1.0,Negative,1.0,Vindictive,2.0,Dissatisfied,2.0
disdain,1.0,Neutral,12.0,Violent,7.0,Directive,2.0
of,3.0,Observational,1.0,Warning,1.0,confrontational,2.0
sarcasm,1.0,Offensive,47.0,Worried,1.0,Critiquing,2.0
touch,1.0,Passive-Aggressive,2.0,Worrisome,1.0,Criticism,2.0
underlying,1.0,Passive-aggressive,2.0,perpetrators,1.0,Critique,2.0
undertone,1.0,Patriotic,1.0,skepticism,1.0,Suggestive,2.0
with,4.0,Patronizing,4.0,towards,2.0,but,2.0
yet,1.0,Pejorative,1.0,underlying,1.0,Vindictive,2.0
,,Pleading,1.0,"victims,",1.0,Humiliating,2.0
,,Pointed,1.0,with,1.0,Indirectly,2.0
,,Polarizing,1.0,,,Inflammatory,2.0
,,Polite,1.0,,,Judgemental,2.0
,,Political,3.0,,,Passive-Aggressive,2.0
,,Positive,1.0,,,Passive-aggressive,2.0
,,Possibly,1.0,,,Patriotic,2.0
,,Potentially,1.0,,,Serious,2.0
,,Predictive,1.0,,,towards,2.0
,,Provocative,16.0,,,"Accusatory,",2.0
,,Questioning,6.0,,,Demanding,2.0
,,Racist,1.0,,,Defamatory,2.0
,,Reflective,1.0,,,Worried,2.0
,,Religious,2.0,,,Hatred,2.0
,,Reproach,1.0,,,Undermining,2.0
,,Reproachful,2.0,,,Uncertain,2.0
,,Resentful,1.0,,,a,2.0
,,Respectful,2.0,,,Outraged,2.0
,,Rude,1.0,,,Displeased,2.0
,,Sarcastic,30.0,,,Sympathetic,2.0
,,Satirical,1.0,,,underlying,2.0
,,Sceptical,1.0,,,Extremely,2.0
,,Scornful,1.0,,,Religious,2.0
,,Semi-Formal,1.0,,,yet,2.0
,,Serious,1.0,,,Denigrating,2.0
,,Sexist,1.0,,,Pleading,2.0
,,Silencing,1.0,,,Objective,1.0
,,Skeptical,3.0,,,Hate-filled,1.0
,,Slighting,1.0,,,Rude,1.0
,,Slightly,6.0,,,perpetrators,1.0
,,Somewhat,1.0,,,Somewhat,1.0
,,Speech,1.0,,,Slighting,1.0
,,Spiritual,1.0,,,Intimidating,1.0
,,Strong,1.0,,,Hostility,1.0
,,Suggestive,2.0,,,Satirical,1.0
,,Suspicious,1.0,,,Silencing,1.0
,,Teasing,1.0,,,Sceptical,1.0
,,Threatening,13.0,,,Semi-Formal,1.0
,,Urgent,1.0,,,Sexist,1.0
,,Vilifying,1.0,,,Oppositional,1.0
,,Violent,10.0,,,Spiritual,1.0
,,Vulgar,3.0,,,Nostalgic,1.0
,,Warning,2.0,,,skepticism,1.0
,,but,2.0,,,Speech,1.0
,,confrontational,2.0,,,Apprehensive,1.0
,,critical,1.0,,,Worrisome,1.0
,,judgmental,1.0,,,Controlling,1.0
,,yet,1.0,,,Angry/Concerned,1.0
,,,,,,Intolerant,1.0
,,,,,,Sadness,1.0
,,,,,,Adversarial,1.0
,,,,,,Censorious,1.0
,,,,,,judgmental,1.0
,,,,,,Conflicted,1.0
,,,,,,Contemplative,1.0
,,,,,,Contentious,1.0
,,,,,,critical,1.0
,,,,,,Derision,1.0
,,,,,,Strong,1.0
,,,,,,Self-serving,1.0
,,,,,,Stern,1.0
,,,,,,Regret,1.0
,,,,,,Determined,1.0
,,,,,,Protective,1.0
,,,,,,Prejudiced,1.0
,,,,,,Vilifying,1.0
,,,,,,Extreme,1.0
,,,,,,Teasing,1.0
,,,,,,Blame,1.0
,,,,,,Reproach,1.0
,,,,,,Coercive,1.0
,,,,,,Racist,1.0
,,,,,,accusation,1.0
,,,,,,Persuasive,1.0
,,,,,,Punitive,1.0
,,,,,,Reprimanding,1.0
,,,,,,Sarcasm,1.0
,,,,,,"Sarcastic,",1.0
,,,,,,Speculative,1.0
,,,,,,accusatory,1.0
,,,,,,Irreverent,1.0
,,,,,,an,1.0
,,,,,,disdain,1.0
,,,,,,sarcasm,1.0
,,,,,,touch,1.0
,,,,,,undertone,1.0
,,,,,,Absolutist,1.0
,,,,,,Manipulative,1.0
,,,,,,Instructional,1.0
,,,,,,Predictive,1.0
,,,,,,Congratulatory,1.0
,,,,,,Accusing,1.0
,,,,,,Affirmative,1.0
,,,,,,"Aggressive,",1.0
,,,,,,Agitated,1.0
,,,,,,Apologetic,1.0
,,,,,,Condascending,1.0
,,,,,,Controversial,1.0
,,,,,,Imperative,1.0
,,,,,,"Derogatory,",1.0
,,,,,,Disbelieving,1.0
,,,,,,Disrespective,1.0
,,,,,,Distressed,1.0
,,,,,,Disturbing,1.0
,,,,,,Hint,1.0
,,,,,,Accusative,1.0
,,,,,,Action-Oriented,1.0
,,,,,,Activist,1.0
,,,,,,Insistent,1.0
,,,,,,Implying,1.0
,,,,,,Impolite,1.0
,,,,,,Inciting,1.0
,,,,,,Inclusive,1.0
,,,,,,Informational,1.0
,,,,,,Inquiry,1.0
,,,,,,Lecturing,1.0
,,,,,,Admonitory,1.0
,,,,,,Pejorative,1.0
,,,,,,Pointed,1.0
,,,,,,Polarizing,1.0
,,,,,,Polite,1.0
,,,,,,Possibly,1.0
,,,,,,Potentially,1.0
,,,,,,Hypocritical,1.0
,,,,,,Hurtful,1.0
,,,,,,Hinting,1.0
,,,,,,Hate,1.0
,,,,,,Generalizing,1.0
,,,,,,Firm,1.0
,,,,,,Expressive,1.0
,,,,,,Discriminative,1.0
,,,,,,Defiant,1.0
,,,,,,Critically,1.0
,,,,,,Comparatively,1.0
,,,,,,Comparative,1.0
,,,,,,Caustic,1.0
,,,,,,Candid,1.0
,,,,,,Blunt,1.0
,,,,,,Blasphemous,1.0
,,,,,,Argumentative,1.0
,,,,,,"victims,",1.0
