Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Excited/Enthusiastic,1.0,Generalizing,3.0,Disapproving,18.0,Insensitive,8.0
Exclamatory,1.0,Graphic,1.0,Disbelief,2.0,Demanding,8.0
Explicit,2.0,Harsh,7.0,Discontent,7.0,Discontent,7.0
Fearful,1.0,Hateful,3.0,Discriminatory,5.0,Discriminatory,6.0
Frustrated,85.0,Hostile,8.0,Disdain,1.0,Surprised,6.0
Frustration,1.0,Hurtful,1.0,Disdainful,32.0,Pessimistic,5.0
"Grateful,",1.0,Inappropriate,4.0,Disgust,4.0,Distrustful,5.0
Harassment,1.0,Inflammatory,5.0,Dismissive,6.0,Racist,5.0
Harsh,2.0,Informal,150.0,Disparaging,16.0,Inflammatory,5.0
Hostile,14.0,Informative,3.0,Displeased,2.0,Blunt,5.0
Indifferent,2.0,Insensitive,6.0,Displeasure,1.0,Skeptical,4.0
Indignant,1.0,Insulting,241.0,Disregard,1.0,Warning,4.0
Informal,15.0,"Insulting,",1.0,Disregarding,1.0,Inappropriate,4.0
Informative,5.0,Intimidating,1.0,Disrespectful,25.0,Degrading,4.0
Inquisitive,2.0,Judgmental,4.0,Disruptive,1.0,Criticizing,4.0
Insensitive,1.0,Manipulative,1.0,Dissatisfaction,1.0,Excited,4.0
Insulting,21.0,Mild,1.0,Distressed,2.0,Direct,4.0
Irritated,1.0,Mildly,1.0,Distrustful,5.0,Confused,4.0
Judgmental,6.0,Minimizing,1.0,Dominating,1.0,Disbelief,4.0
Malicious,1.0,Mocking,1.0,Doubtful,1.0,Disgust,4.0
Mixed,1.0,Nationalistic,1.0,Envious,1.0,Dehumanizing,4.0
Mocking,10.0,Negative,9.0,Extreme,1.0,Apathetic,4.0
Negative,18.0,Neutral,4.0,Extremely,1.0,Annoyance,4.0
Neutral,8.0,Objectifying,2.0,Fear-inducing,2.0,Anger,4.0
Outraged,2.0,Offensive,98.0,Frustrated,31.0,Alarmed,3.0
Patronizing,2.0,Patronizing,1.0,Frustration,31.0,Regretful,3.0
Pessimistic,2.0,Potentially,1.0,Frustration/Hostility,1.0,Concerned,3.0
Pleading,1.0,Prejudiced,1.0,Hate-filled,1.0,Nonchalant,3.0
Questioning,2.0,Profane,131.0,Hateful,9.0,Generalizing,3.0
Racist,1.0,Profanity,1.0,Hatred,2.0,Slightly,3.0
Reflective,1.0,Provocative,1.0,Hopelessness,1.0,Condemnatory,3.0
Ridiculing,1.0,Racist,3.0,Hostile,248.0,Vengeful,3.0
Rude,1.0,Resentful,1.0,Impatient,2.0,Cursing,3.0
Sarcastic,29.0,Rude,14.0,Indifferent,7.0,Strong,3.0
Sexual,1.0,Sarcastic,13.0,Indignant,1.0,Inquisitive,3.0
Shocking,1.0,Slang,1.0,Informative,1.0,Agitated,3.0
Skeptical,2.0,Slightly,2.0,Inquisitive,1.0,Questioning,3.0
Surprised,3.0,Straightforward,1.0,Insensitive,1.0,Determined,3.0
Suspicious,1.0,Strong,3.0,Intimidating,1.0,Mixed,3.0
Threatening,16.0,Swear,1.0,Irritated,8.0,dismissive,3.0
Unfiltered,1.0,Swearing,1.0,Judgmental,5.0,Outraged,3.0
Violent,3.0,Threatening,8.0,Malevolent,1.0,Patronizing,3.0
Vulgar,5.0,Violent,8.0,Malicious,9.0,Disapproval,3.0
Warning,1.0,Vulgar,262.0,Manipulative,1.0,offensive,3.0
but,1.0,Vulgar/Insensitive,1.0,Menacing,1.0,Anxious,3.0
,,colloquial,2.0,Misogynistic,1.0,Resigned,2.0
,,condescending,1.0,Mixed,2.0,Confusion,2.0
,,derogatory,2.0,Mocking,5.0,Self-deprecating,2.0
,,dismissive,3.0,Negative,87.0,Explicitly,2.0
,,disrespectful,2.0,Negative/Insensitive,1.0,Challenging,2.0
,,offensive,3.0,Neutral,21.0,Expletive,2.0
,,used,1.0,Nonchalant,3.0,Vindictive,2.0
,,with,1.0,Offended,1.0,derogatory,2.0
,,words,1.0,Outraged,1.0,Objectifying,2.0
,,,,Overwhelmed,1.0,Intimidating,2.0
,,,,Pessimistic,3.0,Manipulative,2.0
,,,,Positive,17.0,Impatient,2.0
,,,,Protective,1.0,Hatred,2.0
,,,,Questioning,1.0,Fear-inducing,2.0
,,,,Racist,1.0,disrespectful,2.0
,,,,Rage,1.0,Displeased,2.0
,,,,Regretful,3.0,colloquial,2.0
,,,,Relief,1.0,Distressed,2.0
,,,,Resentful,12.0,Abrasive,2.0
,,,,Resigned,2.0,to,2.0
,,,,Sad,1.0,Defamatory,2.0
,,,,Sarcastic,3.0,Coarse,2.0
,,,,Self-deprecating,2.0,but,2.0
,,,,Serious,1.0,Apologetic,2.0
,,,,Shocked,1.0,Authoritative,2.0
,,,,Shocking,1.0,Belittling,2.0
,,,,Skeptical,2.0,Indignant,2.0
,,,,Slight,1.0,Shocking,2.0
,,,,Slightly,1.0,Blaming,2.0
,,,,Spiteful,1.0,Exasperated,2.0
,,,,Surprised,3.0,Descriptive,1.0
,,,,Threatening,1.0,Envious,1.0
,,,,Uncertainty,1.0,Hopelessness,1.0
,,,,Vengeful,3.0,Casual/Sarcastic,1.0
,,,,Vindictive,2.0,Hate-filled,1.0
,,,,Violent,1.0,Frustration/Hostility,1.0
,,,,Vitriolic,1.0,Confused/Inquisitive,1.0
,,,,Vulgar,1.0,Extremely,1.0
,,,,Warning,3.0,Disappointment,1.0
,,,,Worried,1.0,Encouraging,1.0
,,,,but,1.0,Extreme,1.0
,,,,frustrated,1.0,Emphatic,1.0
,,,,negative,1.0,Displeasure,1.0
,,,,sarcasm,1.0,Doubtful,1.0
,,,,to,2.0,Disdain,1.0
,,,,,,Dominating,1.0
,,,,,,Emotional,1.0
,,,,,,Conspiratorial,1.0
,,,,,,Defeatist,1.0
,,,,,,Dissatisfaction,1.0
,,,,,,Disruptive,1.0
,,,,,,Disregarding,1.0
,,,,,,Disregard,1.0
,,,,,,Casual/Informal,1.0
,,,,,,Misogynistic,1.0
,,,,,,Malevolent,1.0
,,,,,,Serious,1.0
,,,,,,sarcasm,1.0
,,,,,,negative,1.0
,,,,,,frustrated,1.0
,,,,,,Worried,1.0
,,,,,,Vitriolic,1.0
,,,,,,Admiring,1.0
,,,,,,Admonishing,1.0
,,,,,,Uncertainty,1.0
,,,,,,Spiteful,1.0
,,,,,,Slight,1.0
,,,,,,Shocked,1.0
,,,,,,Advisory,1.0
,,,,,,Menacing,1.0
,,,,,,Sad,1.0
,,,,,,Alarmist,1.0
,,,,,,Relief,1.0
,,,,,,Alerting,1.0
,,,,,,Rage,1.0
,,,,,,Protective,1.0
,,,,,,Overwhelmed,1.0
,,,,,,Offended,1.0
,,,,,,Astonished,1.0
,,,,,,Negative/Insensitive,1.0
,,,,,,Denial,1.0
,,,,,,Denigrating,1.0
,,,,,,Curiosity,1.0
,,,,,,Defiant/Provocative,1.0
,,,,,,Minimizing,1.0
,,,,,,Swearing,1.0
,,,,,,Swear,1.0
,,,,,,Unfiltered,1.0
,,,,,,Straightforward,1.0
,,,,,,Slang,1.0
,,,,,,Provocative,1.0
,,,,,,Profanity,1.0
,,,,,,Prejudiced,1.0
,,,,,,Potentially,1.0
,,,,,,Blameful,1.0
,,,,,,Nationalistic,1.0
,,,,,,Mildly,1.0
,,,,,,Dangerous,1.0
,,,,,,Mild,1.0
,,,,,,Boastful,1.0
,,,,,,Candid,1.0
,,,,,,"Insulting,",1.0
,,,,,,Childish,1.0
,,,,,,Hurtful,1.0
,,,,,,"Confrontational,",1.0
,,,,,,Graphic,1.0
,,,,,,Controlling,1.0
,,,,,,Firm,1.0
,,,,,,Controversial,1.0
,,,,,,Vulgar/Insensitive,1.0
,,,,,,Suspicious,1.0
,,,,,,condescending,1.0
,,,,,,Sexual,1.0
,,,,,,Curious,1.0
,,,,,,Deceptive,1.0
,,,,,,Contradictory,1.0
,,,,,,Contentious,1.0
,,,,,,Contempt,1.0
,,,,,,Excited/Enthusiastic,1.0
,,,,,,Exclamatory,1.0
,,,,,,Blame,1.0
,,,,,,Appreciative,1.0
,,,,,,Fearful,1.0
,,,,,,Anticipatory,1.0
,,,,,,"Grateful,",1.0
,,,,,,Harassment,1.0
,,,,,,AngrySentence,1.0
,,,,,,Ambiguous,1.0
,,,,,,Amazed,1.0
,,,,,,Agreement,1.0
,,,,,,Pleading,1.0
,,,,,,words,1.0
,,,,,,with,1.0
,,,,,,used,1.0
,,,,,,Reflective,1.0
,,,,,,Ridiculing,1.0
,,,,,,Destructive,1.0
