Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Humorous,1.0,Harsh,3.0,Inappropriate,1.0,Rude,5.0
Indifferent,1.0,Highly,1.0,Indignant,1.0,Assertive,5.0
Informal,1.0,Historical,1.0,Informational,1.0,Frustration,5.0
Informative,3.0,Hostile,3.0,Inquisitive,2.0,Curious,5.0
Inquisitive,1.0,Inappropriate,1.0,Insensitive,2.0,Defamatory,5.0
Insensitive,1.0,Inflammatory,1.0,Insulting,2.0,Disgust,5.0
Instructional,1.0,Informal,24.0,Intense,3.0,Intense,4.0
Instructive,1.0,Informative,5.0,Irritated,1.0,Resentful,4.0
Insulting,96.0,Insensitive,5.0,Light-hearted,1.0,Anger,4.0
Judgmental,3.0,Instructional,1.0,Malicious,12.0,Disapproval,4.0
Mocking,24.0,Insulting,480.0,Matter-of-fact,1.0,Condemnatory,4.0
Narrative,1.0,Intense,1.0,Menacing,1.0,Admonishing,4.0
Negative,6.0,Intimidating,1.0,Mixed,1.0,Condemning,4.0
Neutral,15.0,Irreverent,1.0,Mocking,6.0,Playful,3.0
Objectifying,1.0,Judgmental,3.0,Negative,75.0,Authoritative,3.0
Offensive,10.0,Manipulative,1.0,Negative/hostile,2.0,Discontent,3.0
Ominous,1.0,Mocking,2.0,Neutral,26.0,offensive,3.0
Persuasive,1.0,Motivational,1.0,Non-serious,1.0,Harsh,3.0
Playful,1.0,Negative,3.0,Objective,2.0,Demanding,3.0
Promising,1.0,Neutral,4.0,Offensive,6.0,Inquisitive,3.0
Provocative,1.0,Non-aggressive,1.0,Outrage,1.0,Direct,3.0
Questioning,7.0,Observation,1.0,Passionate,1.0,Slang,3.0
Resentful,1.0,Offending,2.0,Patriotic,1.0,Defensive,3.0
Sarcastic,33.0,Offensive,220.0,Positive,2.0,Doubtful,2.0
Sexual,1.0,Pejorative,1.0,Protective,2.0,Distrustful,2.0
Strong,1.0,Playful,2.0,Questioning,2.0,Defiant,2.0
Taunting,1.0,Polite,1.0,Resentful,3.0,Annoyance,2.0
Threatening,19.0,Political,1.0,Resigned,1.0,Offending,2.0
Triumphant,1.0,Profane,9.0,Ridicule,1.0,Explicit,2.0
Vulgar,1.0,Profanity,1.0,Sarcastic,1.0,Discriminatory,2.0
,,Provocative,12.0,Serious,1.0,Instructional,2.0
,,Respectful,2.0,Sexual,1.0,Sexually,2.0
,,Rude,5.0,Sexually,1.0,Suggestive,2.0
,,Sarcastic,12.0,Spiteful,1.0,Teasing,2.0
,,Sexist,1.0,Stern,1.0,Positive,2.0
,,Sexually,1.0,Teasing,1.0,Forceful,2.0
,,Slang,3.0,Threatening,7.0,with,2.0
,,Suggestive,2.0,Vindictive,1.0,Objective,2.0
,,Teasing,1.0,Violent,7.0,Inappropriate,2.0
,,Threatening,8.0,derogatory,1.0,Negative/hostile,2.0
,,Violent,15.0,explicit,1.0,Criticizing,2.0
,,Vulgar,152.0,or,1.0,Respectful,2.0
,,Vulgarity,1.0,,,Sexual,2.0
,,a,2.0,,,a,2.0
,,abusive,1.0,,,Protective,2.0
,,aggressive,1.0,,,Contentious,1.0
,,casual,1.0,,,sarcasm,1.0
,,derogatory,8.0,,,of,1.0
,,hint,1.0,,,Amused,1.0
,,of,1.0,,,Contempt,1.0
,,offensive,3.0,,,terms,1.0
,,sarcasm,1.0,,,Blameful,1.0
,,terms,1.0,,,undertone,1.0
,,undertone,1.0,,,vulgar,1.0
,,vulgar,1.0,,,Animosity,1.0
,,with,2.0,,,Controlling,1.0
,,,,,,Abrasive,1.0
,,,,,,Dangerous,1.0
,,,,,,Mixed,1.0
,,,,,,explicit,1.0
,,,,,,Vindictive,1.0
,,,,,,Stern,1.0
,,,,,,Spiteful,1.0
,,,,,,Serious,1.0
,,,,,,Ridicule,1.0
,,,,,,Resigned,1.0
,,,,,,Patriotic,1.0
,,,,,,Passionate,1.0
,,,,,,Outrage,1.0
,,,,,,Non-serious,1.0
,,,,,,Menacing,1.0
,,,,,,Dehumanizing,1.0
,,,,,,Matter-of-fact,1.0
,,,,,,Light-hearted,1.0
,,,,,,Irritated,1.0
,,,,,,Informational,1.0
,,,,,,Indignant,1.0
,,,,,,Impatient,1.0
,,,,,,Hurtful,1.0
,,,,,,Hostility,1.0
,,,,,,Friendly,1.0
,,,,,,Disdain,1.0
,,,,,,Disappointment,1.0
,,,,,,hint,1.0
,,,,,,Dramatic,1.0
,,,,,,casual,1.0
,,,,,,Blunt,1.0
,,,,,,Advisory,1.0
,,,,,,Triumphant,1.0
,,,,,,Taunting,1.0
,,,,,,Strong,1.0
,,,,,,Promising,1.0
,,,,,,Persuasive,1.0
,,,,,,Ominous,1.0
,,,,,,Objectifying,1.0
,,,,,,Narrative,1.0
,,,,,,Instructive,1.0
,,,,,,Indifferent,1.0
,,,,,,Humorous,1.0
,,,,,,Graphic,1.0
,,,,,,Fatalistic,1.0
,,,,,,Excited,1.0
,,,,,,Dominating,1.0
,,,,,,Disappointed,1.0
,,,,,,Directive,1.0
,,,,,,Determined,1.0
,,,,,,Comparative,1.0
,,,,,,Cautionary,1.0
,,,,,,Casual/Sarcastic,1.0
,,,,,,Aggravated,1.0
,,,,,,Blaming,1.0
,,,,,,Challenging,1.0
,,,,,,aggressive,1.0
,,,,,,Coarse,1.0
,,,,,,abusive,1.0
,,,,,,Vulgarity,1.0
,,,,,,Sexist,1.0
,,,,,,Profanity,1.0
,,,,,,Political,1.0
,,,,,,Polite,1.0
,,,,,,Pejorative,1.0
,,,,,,Observation,1.0
,,,,,,Non-aggressive,1.0
,,,,,,Motivational,1.0
,,,,,,Manipulative,1.0
,,,,,,Irreverent,1.0
,,,,,,Intimidating,1.0
,,,,,,Inflammatory,1.0
,,,,,,Historical,1.0
,,,,,,Highly,1.0
,,,,,,Extreme,1.0
,,,,,,Explicitly,1.0
,,,,,,Educational,1.0
,,,,,,Domineering,1.0
,,,,,,Deterministic,1.0
,,,,,,Descriptive,1.0
,,,,,,Controversial,1.0
,,,,,,or,1.0
