Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Defiant,1.0,Despairing,1.0,Contempt,2.0,Rude,14.0
Derisive,4.0,Direct,5.0,Contemptuous,63.0,Annoyance,13.0
Derogatory,29.0,Directive,1.0,Contradictory,1.0,Humorous,11.0
Despairing,1.0,Disapproving,1.0,Controversial,1.0,Assertive,11.0
Desperate,2.0,Discriminatory,2.0,Critical,28.0,with,11.0
Despondent,1.0,Disdainful,2.0,Criticism,2.0,Supportive,10.0
Disappointed,4.0,Dismissive,12.0,Criticizing,1.0,Indifferent,10.0
Disapproving,4.0,Disparaging,32.0,Curiosity,1.0,Playful,10.0
Disbelief,1.0,Disrespectful,26.0,Curious,1.0,Judgmental,9.0
Discontented,1.0,Disturbing,1.0,Cynical,1.0,Slightly,9.0
Discriminatory,1.0,Dramatic,1.0,Defeated,2.0,Self-deprecating,9.0
Disdainful,10.0,Elements,1.0,Defensive,5.0,Discontent,8.0
Disgust,3.0,Emotional,4.0,Defiance,1.0,Threatening,8.0
Disgusted,1.0,Emotive,1.0,Defiant,2.0,Disapproval,7.0
Dismissive,75.0,Emphatic,2.0,Demanding,4.0,Admiring,7.0
Disparaging,21.0,Encouraging,3.0,Depressing,1.0,Strong,7.0
Displeased,1.0,Exasperated,1.0,Derisive,13.0,Inquisitive,6.0
Disrespectful,15.0,Expletive-laden,1.0,Derogatory,39.0,Excited,6.0
Distressed,1.0,Explicit,3.0,Despair,3.0,Irritated,6.0
Divisive,1.0,Expressive,1.0,Despairing,2.0,Respectful,6.0
Dramatic,1.0,Figurative,2.0,Desperate,1.0,Disappointed,6.0
Emotional,1.0,Firm,2.0,Detached,1.0,Insensitive,6.0
Emphatic,2.0,Forceful,1.0,Disappointed,2.0,derogatory,6.0
Encouraging,2.0,Formal,26.0,Disappointment,2.0,Resentful,6.0
Excited,5.0,Friendly,1.0,Disapproval,7.0,Violent,6.0
Exclamatory,2.0,Frustrated,1.0,Disapproving,9.0,Mixed,6.0
Explicit,1.0,Gender-Sensitive,1.0,Disbelief,2.0,Impatient,5.0
Fact-based,1.0,Generous,1.0,Discomfort,1.0,Confused,5.0
Flippant,2.0,Harsh,1.0,Discontent,8.0,Encouraging,5.0
Flirtatious,1.0,Homophobic,2.0,Discouraged,1.0,Blaming,5.0
Friendly,1.0,Hostile,2.0,Discriminatory,1.0,Disgust,5.0
Frustrated,132.0,Hyperbolic,1.0,Disdain,2.0,Condemning,5.0
Harsh,1.0,Impatient,1.0,Disdainful,28.0,Emotional,5.0
Hopeful,1.0,Inappropriate,4.0,Disgust,2.0,Direct,5.0
Hostile,9.0,Inclusive,1.0,Dislike,1.0,Pessimistic,5.0
Humorous,8.0,Inflammatory,1.0,Dismissive,9.0,Demanding,5.0
Impatient,2.0,Informal,136.0,Disparaging,17.0,Condemnatory,5.0
Imperative,1.0,Informative,11.0,Displeased,2.0,Nostalgic,4.0
Indifferent,2.0,Insensitive,5.0,Displeasure,3.0,Skeptical,4.0
Indignant,1.0,Insinuating,1.0,Disregardful,1.0,Polite,4.0
Informal,7.0,Insistent,1.0,Disrespectful,41.0,Resigned,4.0
Informative,6.0,Insulting,253.0,Dissatisfied,1.0,Political,4.0
Inquisitive,4.0,Irreverent,2.0,Distressed,3.0,Inappropriate,4.0
Insulting,58.0,Irritated,1.0,Distrustful,2.0,Slang,4.0
Interrogative,1.0,Judgemental,2.0,Down,1.0,Hateful,4.0
Irritated,1.0,Judgmental,3.0,Edgy,1.0,Malicious,4.0
Joking,1.0,Menacing,1.0,Emotion,1.0,Questioning,4.0
Jovial,1.0,Metaphorical,1.0,Exasperated,1.0,towards,4.0
Joyful,1.0,Mildly,2.0,Exasperation,1.0,Explicit,4.0
Judgmental,3.0,Mischievous,1.0,Excited,1.0,Emphatic,4.0
Light-hearted,1.0,Mockery,1.0,Fatalistic,1.0,Criticizing,4.0
Melancholic,1.0,Mocking,6.0,Fed-up,1.0,Distressed,4.0
Mixed,1.0,Nationalistic,1.0,Friendly,1.0,Comparative,4.0
Mocking,51.0,Negative,10.0,Frustrated,18.0,Affectionate,4.0
Negative,22.0,Neutral,21.0,Frustration,20.0,Despairing,4.0
Neutral,39.0,Objectifying,2.0,Frustration/Discontent,1.0,Cynical,4.0
Nostalgic,2.0,Offensive,98.0,Frustration/Disgust,1.0,Discriminatory,4.0
Objectifying,1.0,Opinonated,1.0,Grateful,1.0,Displeasure,3.0
Offensive,4.0,Pejorative,2.0,Harassment,1.0,Regretful,3.0
Outraged,1.0,Playful,2.0,Hateful,4.0,Criticism,3.0
Pessimistic,3.0,Polite,4.0,Helpful,1.0,Mildly,3.0
Playful,5.0,Political,4.0,Hopeless,1.0,Appreciative,3.0
Positive,10.0,Positive,4.0,Hopelessness,1.0,Self-Deprecating,3.0
Positive/Supportive,1.0,Potentially,1.0,Hostile,155.0,Serious,3.0
Praising,2.0,Profane,18.0,Hostility,1.0,Displeased,3.0
Prejudiced,1.0,Profanity,2.0,Humorous,3.0,Apologetic,3.0
Proud,1.0,Provocative,10.0,Impatient,2.0,Sexual,3.0
Provocative,4.0,Radical,1.0,Impersonal,1.0,Welcoming,3.0
Questioning,4.0,Reprimanding,1.0,Indifferent,8.0,Despair,3.0
"Racist,",1.0,Respectful,2.0,Informative,2.0,Disbelief,3.0
Reassuring,1.0,Romantic,1.0,Inquisitive,2.0,Desperate,3.0
Reflective,2.0,Rude,14.0,Insensitive,1.0,of,3.0
Reprimanding,1.0,Sad,1.0,Insulting,2.0,Controversial,3.0
Reproachful,1.0,Sarcasm,1.0,Intense,1.0,Objectifying,3.0
Resigned,3.0,Sarcastic,28.0,Irate,1.0,Defamatory,3.0
Respectful,4.0,Self-Deprecating,1.0,Irritated,4.0,Curious,3.0
Ridiculing,1.0,Self-Harmful,1.0,Irritation,1.0,Friendly,3.0
Sad,1.0,Self-deprecating,1.0,Jealous,1.0,Teasing,3.0
Sarcastic,40.0,Serious,2.0,Joking,1.0,Defiant,3.0
Self-Deprecating,2.0,Sexual,1.0,Josean,1.0,Praising,3.0
Self-deprecating,7.0,Slang,4.0,Judgmental,3.0,Firm,2.0
Serious,1.0,Slightly,4.0,Let,1.0,Figurative,2.0
Sexually,1.0,Stereotypical,1.0,Light-hearted,1.0,Contradictory,2.0
Skeptical,1.0,Stereotyping,1.0,Lighthearted,1.0,Homophobic,2.0
Supportive,1.0,Straightforward,1.0,Lustful,1.0,Complimentary,2.0
Surprised,1.0,Strong,6.0,Malicious,4.0,Exasperated,2.0
Surprised/Impressed,1.0,Strongly,1.0,Manipulative,1.0,Analytical,2.0
Threatening,5.0,Suggestive,2.0,Melancholic,1.0,Demeaning,2.0
Uncertain,1.0,Supportive,4.0,Mild,1.0,Irreverent,2.0
Underlying,1.0,Teasing,1.0,Mildly,1.0,Judgemental,2.0
Urgent,2.0,Tense,1.0,Mixed,5.0,Agitated,2.0
Vulgar,4.0,Threatening,2.0,Mockery,1.0,Admiration,2.0
Warning,1.0,Uncooperative,1.0,Mocking,8.0,strong,2.0
a,1.0,Violent,5.0,Negative,133.0,Cautious,2.0
aggressive,1.0,Vulgar,198.0,Neutral,50.0,Conflicted,2.0
an,1.0,Welcoming,2.0,Nostalgic,2.0,Contempt,2.0
derogatory,2.0,comparison,1.0,Observational,1.0,Defeated,2.0
dismissive,1.0,demeaning,1.0,Offensive,4.0,Suggestive,2.0
dismissiveness,1.0,derogatory,4.0,Optimistic,1.0,Disappointment,2.0
hint,1.0,discriminatory,1.0,Overwhelmed,2.0,Disdain,2.0
matter-of-fact,1.0,dismissive,1.0,PP,1.0,Profanity,2.0
of,1.0,generalization,1.0,Pessimistic,2.0,Distrustful,2.0
undertone,1.0,insulting,1.0,Playful,3.0,Pejorative,2.0
undertones,1.0,negative,1.0,Positive,25.0,Mockery,2.0
with,4.0,offensive,1.0,Praise,1.0,Amused,2.0
yet,2.0,opinion,1.0,Praising,1.0,Coarse,2.0
,,strong,2.0,Pride,1.0,Belittling,2.0
,,term,1.0,Rational,1.0,Harsh,2.0
,,undertone,1.0,Regretful,3.0,Joking,2.0
,,vulgar,1.0,Remorseful,1.0,Exclamatory,2.0
,,with,6.0,Resentful,6.0,Unenthusiastic,2.0
,,,,Resigned,1.0,Sad,2.0
,,,,Revealing,1.0,Dramatic,2.0
,,,,Ribbing/Teasing,1.0,Sadness,2.0
,,,,Sadness,2.0,Flippant,2.0
,,,,Sarcastic,1.0,Uncertain,2.0
,,,,Self-deprecating,1.0,Urgent,2.0
,,,,Sexual,2.0,Reprimanding,2.0
,,,,Shock,1.0,a,2.0
,,,,Skeptical,3.0,dismissive,2.0
,,,,Slightly,5.0,Reflective,2.0
,,,,Somewhat,1.0,Melancholic,2.0
,,,,Strong,1.0,hint,2.0
,,,,Superiority,1.0,Overwhelmed,2.0
,,,,Supportive,5.0,Light-hearted,2.0
,,,,Suspicious,1.0,yet,2.0
,,,,Teasing,2.0,undertone,2.0
,,,,Threatening,1.0,Blame,1.0
,,,,Uncertain,1.0,Authoritative,1.0
,,,,Unenthusiastic,2.0,Discomfort,1.0
,,,,Unwelcoming,1.0,Very,1.0
,,,,Vengeful,1.0,Discouraged,1.0
,,,,Very,1.0,Approval,1.0
,,,,Violent,1.0,Arrogant,1.0
,,,,Welcoming,1.0,Vengeful,1.0
,,,,a,1.0,Unwelcoming,1.0
,,,,choices,1.0,Dislike,1.0
,,,,disrespect,1.0,Apology,1.0
,,,,friendships,1.0,Disregardful,1.0
,,,,hint,1.0,Dissatisfied,1.0
,,,,of,2.0,choices,1.0
,,,,politicians,1.0,Awkward,1.0
,,,,"relationships,",1.0,disrespect,1.0
,,,,the,1.0,Detached,1.0
,,,,their,1.0,Cautionary,1.0
,,,,to,1.0,friendships,1.0
,,,,towards,4.0,politicians,1.0
,,,,with,1.0,Depressing,1.0
,,,,,,Defiance,1.0
,,,,,,Betrayed,1.0
,,,,,,"relationships,",1.0
,,,,,,Curiosity,1.0
,,,,,,the,1.0
,,,,,,their,1.0
,,,,,,Concern,1.0
,,,,,,Chiding,1.0
,,,,,,to,1.0
,,,,,,Observational,1.0
,,,,,,Exasperation,1.0
,,,,,,Down,1.0
,,,,,,Praise,1.0
,,,,,,Impersonal,1.0
,,,,,,Rational,1.0
,,,,,,Intense,1.0
,,,,,,Irate,1.0
,,,,,,Pride,1.0
,,,,,,Irritation,1.0
,,,,,,Apathetic,1.0
,,,,,,Jealous,1.0
,,,,,,Edgy,1.0
,,,,,,PP,1.0
,,,,,,Josean,1.0
,,,,,,Let,1.0
,,,,,,Lighthearted,1.0
,,,,,,Lustful,1.0
,,,,,,Optimistic,1.0
,,,,,,Manipulative,1.0
,,,,,,Hostility,1.0
,,,,,,Remorseful,1.0
,,,,,,Hopelessness,1.0
,,,,,,Hopeless,1.0
,,,,,,Suspicious,1.0
,,,,,,Emotion,1.0
,,,,,,Mild,1.0
,,,,,,Superiority,1.0
,,,,,,Fatalistic,1.0
,,,,,,Fed-up,1.0
,,,,,,Somewhat,1.0
,,,,,,Shock,1.0
,,,,,,Frustration/Discontent,1.0
,,,,,,Frustration/Disgust,1.0
,,,,,,Grateful,1.0
,,,,,,Harassment,1.0
,,,,,,Ribbing/Teasing,1.0
,,,,,,Revealing,1.0
,,,,,,Helpful,1.0
,,,,,,Joyful,1.0
,,,,,,Concerned,1.0
,,,,,,Anger,1.0
,,,,,,Blameful,1.0
,,,,,,an,1.0
,,,,,,Discontented,1.0
,,,,,,dismissiveness,1.0
,,,,,,matter-of-fact,1.0
,,,,,,undertones,1.0
,,,,,,Abusive,1.0
,,,,,,Admirative,1.0
,,,,,,Alarmist,1.0
,,,,,,Blunt,1.0
,,,,,,Warning,1.0
,,,,,,Bold,1.0
,,,,,,Despondent,1.0
,,,,,,Combative,1.0
,,,,,,Contentious,1.0
,,,,,,Defeatist,1.0
,,,,,,Directive,1.0
,,,,,,Elements,1.0
,,,,,,Emotive,1.0
,,,,,,aggressive,1.0
,,,,,,Underlying,1.0
,,,,,,Expressive,1.0
,,,,,,Proud,1.0
,,,,,,Interrogative,1.0
,,,,,,Indignant,1.0
,,,,,,Imperative,1.0
,,,,,,Hopeful,1.0
,,,,,,Outraged,1.0
,,,,,,Flirtatious,1.0
,,,,,,Positive/Supportive,1.0
,,,,,,Prejudiced,1.0
,,,,,,Fact-based,1.0
,,,,,,Disgusted,1.0
,,,,,,"Racist,",1.0
,,,,,,Reassuring,1.0
,,,,,,Reproachful,1.0
,,,,,,Ridiculing,1.0
,,,,,,Divisive,1.0
,,,,,,Sexually,1.0
,,,,,,Surprised,1.0
,,,,,,Surprised/Impressed,1.0
,,,,,,Expletive-laden,1.0
,,,,,,Forceful,1.0
,,,,,,Affection,1.0
,,,,,,discriminatory,1.0
,,,,,,Stereotyping,1.0
,,,,,,Straightforward,1.0
,,,,,,Strongly,1.0
,,,,,,Tense,1.0
,,,,,,Uncooperative,1.0
,,,,,,Boastful,1.0
,,,,,,comparison,1.0
,,,,,,demeaning,1.0
,,,,,,generalization,1.0
,,,,,,Complaining,1.0
,,,,,,insulting,1.0
,,,,,,negative,1.0
,,,,,,offensive,1.0
,,,,,,opinion,1.0
,,,,,,term,1.0
,,,,,,vulgar,1.0
,,,,,,Admirational,1.0
,,,,,,Adversarial,1.0
,,,,,,Stereotypical,1.0
,,,,,,Jovial,1.0
,,,,,,Gender-Sensitive,1.0
,,,,,,Mischievous,1.0
,,,,,,Generous,1.0
,,,,,,Hyperbolic,1.0
,,,,,,Inclusive,1.0
,,,,,,Inflammatory,1.0
,,,,,,Insinuating,1.0
,,,,,,Insistent,1.0
,,,,,,Menacing,1.0
,,,,,,Metaphorical,1.0
,,,,,,Nationalistic,1.0
,,,,,,Self-Harmful,1.0
,,,,,,Opinonated,1.0
,,,,,,Cordial,1.0
,,,,,,Potentially,1.0
,,,,,,Conversational,1.0
,,,,,,Radical,1.0
,,,,,,Romantic,1.0
,,,,,,Contrasting,1.0
,,,,,,Sarcasm,1.0
,,,,,,Disturbing,1.0
