Tone,Tone appears,Language,Language appears,Implied Sentiment,Implied Sentiment appears,combine,combine appears
Indignant,4.0,Impolite,2.0,Harmful,1.0,Direct,6.0
Inflammatory,1.0,Inappropriate,3.0,Harsh,1.0,Questioning,6.0
Informative,2.0,Incendiary,8.0,Hate-filled,1.0,Playful,6.0
Inquisitive,1.0,Inflammatory,22.0,Hateful,19.0,Intolerant,6.0
Insulting,40.0,Informal,36.0,Homophobic,1.0,Exclusionary,6.0
Intolerant,1.0,Informative,5.0,Hostile,319.0,Demanding,6.0
Judgmental,2.0,Insensitive,6.0,Humorous,1.0,Pejorative,5.0
Light-hearted,1.0,Insinuating,1.0,Impatience,1.0,Antagonistic,5.0
Malicious,1.0,Insulting,357.0,Incendiary,1.0,Blaming,5.0
Mocking,64.0,Judgemental,3.0,Indifferent,2.0,Sexist,5.0
Mocking/Sarcastic,2.0,Judgmental,6.0,Insensitive,3.0,Anger,4.0
Negative,11.0,Mocking,8.0,Insulting,1.0,Positive,4.0
Neutral,5.0,Nationalistic,3.0,Intolerant,5.0,Nationalistic,4.0
Offensive,10.0,Negative,8.0,Judgmental,1.0,Distrustful,4.0
Outraged,4.0,Neutral,2.0,Malicious,6.0,Disdain,4.0
Patronizing,3.0,Offensive,126.0,Mildly,1.0,Abusive,4.0
Playful,2.0,Pejorative,5.0,Mistrustful,1.0,Rude,4.0
Positive,3.0,Playful,3.0,Mockery,1.0,Condemning,4.0
Provocative,3.0,Political,1.0,Mocking,6.0,Indignant,4.0
Questioning,4.0,Prejudiced,4.0,Nationalistic,1.0,Inappropriate,4.0
Reflective,1.0,Provocative,13.0,Negative,101.0,Outraged,4.0
Resentful,2.0,Punitive,2.0,Negative/hostile,1.0,disrespectful,3.0
Rude,1.0,Questioning,1.0,Neutral,9.0,Extremely,3.0
Sarcastic,69.0,Racist,9.0,Nonchalant,1.0,Curious,3.0
"Sarcastic,",1.0,Ranting,1.0,Outrage,1.0,Controversial,3.0
Sexist,1.0,Rude,3.0,Paranoid,1.0,Judgemental,3.0
Surprised,1.0,Sarcastic,35.0,Pessimistic,1.0,Criticizing,3.0
Threatening,7.0,Sexist,2.0,Playful,1.0,Disappointed,3.0
Warning,1.0,Skeptical,1.0,Positive,1.0,Patronizing,3.0
Xenophobic,1.0,Slightly,3.0,Prejudiced,12.0,Slightly,3.0
dehumanizing,1.0,Speech,1.0,Questioning,1.0,inflammatory,3.0
humor,1.0,Stereotypical,1.0,Racist,3.0,Authoritative,3.0
,,Stereotyping,2.0,Resentful,8.0,Stereotyping,2.0
,,Strong,2.0,Sarcastic,4.0,Comparative,2.0
,,Suggestive,1.0,Sardonic,1.0,Strong,2.0
,,Swearing,1.0,Scornful,1.0,Generalizing,2.0
,,Technical,1.0,Sexist,2.0,Humorous,2.0
,,Threatening,6.0,Skeptical,6.0,Belittling,2.0
,,Violent,16.0,Skepticism,1.0,Hate,2.0
,,Vulgar,40.0,Superior,1.0,Impolite,2.0
,,Xenophobic,10.0,Superiority,1.0,"Dismissive,",2.0
,,a,1.0,Supportive,1.0,Fearmongering,2.0
,,accusatory,2.0,Teasing,1.0,offensive,2.0
,,belittling,1.0,Threatening,1.0,Punitive,2.0
,,condemnatory,1.0,Uncompromising,1.0,Mocking/Sarcastic,2.0
,,derogatory,19.0,Unwelcoming,1.0,Indifferent,2.0
,,dismissive,1.0,Vindictive,1.0,Discontent,2.0
,,disrespectful,3.0,Violent,2.0,Defamatory,2.0
,,factual,1.0,Vitriolic,1.0,Crude,2.0
,,incendiary,1.0,Xenophobic,10.0,Commanding,2.0
,,inflammatory,3.0,mocking,1.0,accusatory,2.0
,,informal,2.0,towards,1.0,informal,2.0
,,insulting,1.0,,,Contempt,2.0
,,of,1.0,,,Discontented,1.0
,,offensive,2.0,,,Dortmund,1.0
,,remarks,1.0,,,Annoyed,1.0
,,sarcasm,1.0,,,Betrayal,1.0
,,speech,1.0,,,Concerned,1.0
,,touch,1.0,,,Confusion,1.0
,,with,1.0,,,Criticism,1.0
,,,,,,Amused,1.0
,,,,,,mocking,1.0
,,,,,,Aggressively,1.0
,,,,,,Animosity,1.0
,,,,,,Disregard,1.0
,,,,,,Disapproval,1.0
,,,,,,Vitriolic,1.0
,,,,,,Harmful,1.0
,,,,,,Vindictive,1.0
,,,,,,Negative/hostile,1.0
,,,,,,Superior,1.0
,,,,,,Superiority,1.0
,,,,,,Scornful,1.0
,,,,,,Sardonic,1.0
,,,,,,Supportive,1.0
,,,,,,Pessimistic,1.0
,,,,,,Admiration,1.0
,,,,,,Teasing,1.0
,,,,,,Paranoid,1.0
,,,,,,Outrage,1.0
,,,,,,Uncompromising,1.0
,,,,,,Nonchalant,1.0
,,,,,,Mockery,1.0
,,,,,,Doubtful,1.0
,,,,,,Mistrustful,1.0
,,,,,,Mildly,1.0
,,,,,,Impatience,1.0
,,,,,,Homophobic,1.0
,,,,,,Hate-filled,1.0
,,,,,,Skepticism,1.0
,,,,,,Gloating,1.0
,,,,,,Friendly,1.0
,,,,,,Fearful,1.0
,,,,,,Unwelcoming,1.0
,,,,,,Fear-mongering,1.0
,,,,,,Empowered,1.0
,,,,,,Aggravated,1.0
,,,,,,Encouraging,1.0
,,,,,,with,1.0
,,,,,,Degrading,1.0
,,,,,,Comparatively,1.0
,,,,,,Colloquial,1.0
,,,,,,Coercive,1.0
,,,,,,Blunt,1.0
,,,,,,Acusatory,1.0
,,,,,,humor,1.0
,,,,,,dehumanizing,1.0
,,,,,,Warning,1.0
,,,,,,Surprised,1.0
,,,,,,"Sarcastic,",1.0
,,,,,,Reflective,1.0
,,,,,,Light-hearted,1.0
,,,,,,Inquisitive,1.0
,,,,,,Factual,1.0
,,,,,,Excited,1.0
,,,,,,Descriptive,1.0
,,,,,,Contradictory,1.0
,,,,,,Confident,1.0
,,,,,,"Condemning,",1.0
,,,,,,Callous,1.0
,,,,,,Authoritarian,1.0
,,,,,,Ashamed,1.0
,,,,,,Analytical,1.0
,,,,,,Cruel,1.0
,,,,,,Derogative,1.0
,,,,,,touch,1.0
,,,,,,Disgusted,1.0
,,,,,,speech,1.0
,,,,,,sarcasm,1.0
,,,,,,remarks,1.0
,,,,,,of,1.0
,,,,,,insulting,1.0
,,,,,,incendiary,1.0
,,,,,,factual,1.0
,,,,,,dismissive,1.0
,,,,,,condemnatory,1.0
,,,,,,belittling,1.0
,,,,,,a,1.0
,,,,,,Technical,1.0
,,,,,,Swearing,1.0
,,,,,,Suggestive,1.0
,,,,,,Stereotypical,1.0
,,,,,,Speech,1.0
,,,,,,Ranting,1.0
,,,,,,Political,1.0
,,,,,,Insinuating,1.0
,,,,,,Hyperbolic,1.0
,,,,,,Highly,1.0
,,,,,,Exclusive,1.0
,,,,,,Affectionate,1.0
,,,,,,towards,1.0
